RAA20160109201601084210031080000プリムラ賞　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     プリムラ賞　Ｃ２三　プリムラ賞　プリム0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,9,3,4,6,10,1,8,7                                                  202,5,9,3,6,4,10,1,7,8                                                  302,9,5,6,3,4,10,1,7,8                                                  402,9,5,6,3,4,10,1,7,8                                                  0
RAA20160108201601074210020270000サラ系３歳　三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　三　　　サラ系３歳　サラ系0000  120000000000000000000４５万上１１０万未満　　　　　　　　　　　　　　　　　　　　140000002300    0001300000003900000022100000169000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,7,4,1,11,10,2,8,9,5                                               203,6,7,1,4,11,10,2,8,9,5                                               303,6,7,4,10,11,1,2,5,9,8                                               407,6,3,10,4,1,2,9,8,5,11                                               0
RAA20160108201601074210020370000サラ系一般　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３　　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000800000002400000013600000104000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,11,1,2,7,9,5,4,8,10                                               203,6,11,1,2,7,4,5,9,8,10                                               303,6,11,7,1,2,9,5,4,8,10                                               403,6,2,4,11,1,5,10,8,9,7                                               0
RAA20160109201601084210030980000冬牡丹賞　Ｃ２八九　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     冬牡丹賞　Ｃ２八九　冬牡丹賞　Ｃ冬牡丹0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,11,9,6,4,8,2,10,3,5,7,12                                            201,9,11,6,4,2,8,7,3,10,5,12                                            301,11,6,9,4,2,8,5,7,10,3,12                                            401,6,4,8,11,2,5,10,7,9,3,12                                            0
RAA20160109201601084210030180000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,7,9,4,1,5,6,2                                                     203,8,7,9,5,6,1,4,2                                                     303,8,7,9,5,6,2,1,4                                                     403,8,7,9,6,5,2,1,4                                                     0
RAA20160107201601064210011160000新春特別　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          新春特別　Ａ２　　　新春特別　Ａ新春特0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,6,10,5,12,8,2,9,4,3,11                                            201,6,7,10,5,12,8,2,9,4,3,11                                            301,10,5,6,7,2,12,9,8,4,3,11                                            401,10,5,2,8,12,7,4,3,9,6,11                                            0
