RAA20160404201604035501021020000清明賞　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     清明賞　Ｂ　　　　　清明賞　Ｂ　清明賞0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000580000002300000013000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,1,2,4,3,5,8,10,7,6                                                  209,2,1,4,3,5,8,10,7,6                                                  309,2,1,4,10,3,5,7,8,6                                                  402,9,4,1,7,5,10,3,8,6                                                  0
RAA20160425201604235502010910000由布岳賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　YUFUDAKE SHO                                                                                                                                                                                                                                                                                                                                                            由布岳賞　　　　　　由布岳賞　　由布岳0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　140000002400    0000600000001380000005400000030000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,2,4,9,1,5,11,3,8,10                                               206,7,2,9,4,1,11,5,3,8,10                                               306,7,9,11,4,2,5,1,3,8,10                                               407,6,11,9,4,5,8,1,3,2,10                                               0
RAA20160501201604305502030610000Ｃ２－４組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－４組　Ｃ２　　Ｃ２－４組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000140000000320000001300000007000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,5,2,4,8,7,6                                                       201,3,5,4,2,7,8,6                                                       301,3,4,5,7,8,6,2                                                       404,3,7,5,1,6,8,2                                                       0
RAA20160418201604175501060720000Ｃ２－４組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－４組　Ｃ２　　Ｃ２－４組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000140000000320000001300000007000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,6,5,8,2,7,4                                                       201,3,6,5,8,2,7,4                                                       301,8,3,5,6,2,7,4                                                       408,2,5,1,6,7,3,4                                                       0
