RAA20161206201612053607060440000優秀戦Ｃ２三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     優秀戦Ｃ２三組　　　優秀戦Ｃ２三優秀戦0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000013000000026000000130000001000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070707203000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(6,7),4,2,5,1,3                                                       206,7,4,2,5,1,3                                                         30(4,6,7),5,2,1,3                                                       404,2,6,5,7,1,3                                                         0
RAA20161226201612113608020220000Ｃ２十組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十組　　　　　　Ｃ２十組　　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,4,3,9,2,5,6,1                                                     207,8,4,3,2,5,9,6,1                                                     307,8,4,3,1,5,2,9,6                                                     407,4,8,3,1,9,5,6,2                                                     0
RAA20161226201612253609020420000Ｃ２十一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十一組　　　　　Ｃ２十一組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,6,8,1,9,7,4,2                                                     203,5,6,1,8,9,7,4,2                                                     303,5,6,1,8,9,7,4,2                                                     405,3,6,8,1,7,9,4,2                                                     0
RAA20161206201612053607060340000優秀戦Ｃ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     優秀戦Ｃ２四組　　　優秀戦Ｃ２四優秀戦0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000010000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,2,7,6,3,1                                                         204,5,2,7,(3,6),1                                                       304,5,3,7,2,6,1                                                         404,5,2,3,7,6,1                                                         0
RAA20161212201612103608010410000Ｃ２十四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十四組　　　　　Ｃ２十四組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,4,5,1,8,6,7                                                       202,3,5,4,1,8,6,7                                                       302,4,5,3,1,8,6,7                                                       402,4,5,3,1,8,6,7                                                       0
RAA20161220201612193608060440000優秀戦Ｃ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     優秀戦Ｃ２四組　　　優秀戦Ｃ２四優秀戦0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000010000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,(1,2),4,5                                                         203,6,(1,2),5,4                                                         30(3,6),2,1,5,4                                                         406,2,3,1,5,4                                                           0
RAA20161226201612113608021020000寒菊賞（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KANGIKU SHO                                                                                                                                                                                                                                                                                                                                                             寒菊賞（中央認定）　寒菊賞（中央寒菊賞0000D 110002000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002500000005750000032500000225000001250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111116040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,11,7,2,6,8,1,10,4,5,3                                               209,11,7,2,6,8,10,1,4,5,3                                               307,2,9,11,6,10,8,4,(3,5),1                                             407,2,9,(6,8),10,4,3,5,11,1                                             0
RAA20161227201612263609031040000おおつち鯨山トレッキング賞　Ｂ２一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     おおつち鯨山トレッキおおつち鯨山おおつ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000190000000380000001900000014000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,(2,5,9),7,4,1,10,6,11                                             203,8,2,5,7,9,4,1,10,6,11                                               303,5,2,8,4,(6,7),1,10,9,11                                             403,2,5,1,4,6,8,10,11,9,7                                               0
RAA20161212201612103608010910000Ｂ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２四組　　　　　　Ｂ２四組　　Ｂ２四0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000190000000380000001900000014000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111116040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,11,6,8,4,7,1,2,10,9                                               203,5,6,11,4,8,1,7,10,2,9                                               305,3,11,7,6,8,4,1,10,2,9                                               405,11,7,3,8,10,6,1,4,2,9                                               0
RAA20161227201612263609030740000Ｂ２三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２三組　　　　　　Ｂ２三組　　Ｂ２三0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000190000000380000001900000014000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,4,7,8,6,9,2,5,3                                                  201,10,4,7,8,6,2,3,5,9                                                  301,10,4,7,8,9,(2,6),5,3                                                401,7,2,6,10,5,9,4,8,3                                                  0
RAA20161212201612103608010510000Ｃ２十三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十三組　　　　　Ｃ２十三組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,(1,7),3,2,5,8,4                                                   206,9,1,7,3,2,5,8,4                                                     306,9,7,3,1,2,5,8,4                                                     406,9,7,3,5,1,2,8,4                                                     0
