RAA20160915201609144206011060000マルチサンド特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチサンド特別（中マルチサンドマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,4,11,1,7,6,8,9,5,2                                               203,10,1,11,4,6,7,8,9,5,2                                               303,7,10,1,9,8,6,11,2,5,4                                               403,7,2,10,1,5,8,6,9,11,4                                               0
RAA20160915201609144206010960000鴻巣小松姫賞　Ｃ１五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     鴻巣小松姫賞　Ｃ１五鴻巣小松姫賞鴻巣小0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,12,2,11,1,9,7,6,5,4,10                                            203,8,12,2,1,11,9,4,6,5,7,10                                            303,12,9,8,2,1,4,11,6,10,5,7                                            403,9,2,12,1,4,6,8,11,10,7,5                                            0
RAA20160916201609154206020470000彼岸花賞　一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          彼岸花賞　一　　　　彼岸花賞　一彼岸花0000  120000000000000000000サラ系３歳　２４９万上　　　　　　　　　　　　　　　　　　　150000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,9,8,6,4,3,1,11,10,12,2                                            205,7,9,8,6,4,3,1,10,11,12,2                                            305,6,8,9,7,4,3,1,2,10,11,12                                            406,8,9,5,2,4,11,1,3,7,10,12                                            0
RAA20160915201609144206010460000新鋭特別（中央認定）　一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 新鋭特別（中央認定）新鋭特別（中新鋭特0000E 110000000000000000000サラ系２歳　１１４万上　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000042500000325000002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,6,1,3,7,5                                                         202,4,6,1,3,7,5                                                         302,4,6,7,5,1,3                                                         402,4,6,7,5,1,3                                                         0
RAA20170913201609154206021170000テレ玉杯オーバルＳ（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TELE TAMA HAI OVAL SPRINT                                                                                                                                                                                                                                                                                                                                               テレ玉杯オーバルＳ（テレ玉杯オーテレ玉0000C 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　140000002300    00210000000735000004200000021000000105000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,12,1,9,8,3,5,2,7,4,11,6                                            2010,12,1,9,8,3,5,2,7,4,11,6                                            3010,12,9,5,1,8,3,7,2,4,11,6                                            4010,12,9,5,7,1,2,3,8,4,11,6                                            0
RAA20160916201609154206020870000ＨＢＡ日高軽種馬農業協同組合賞　Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ＨＢＡ日高軽種馬農業ＨＢＡ日高軽ＨＢＡ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,9,1,2,7,4,10,6,11,8                                               203,5,1,9,2,4,7,10,6,11,8                                               303,9,5,1,2,7,4,10,6,11,8                                               409,3,1,7,4,5,6,2,8,10,11                                               0
