RAA20160511201605104502020850000メイフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               メイフラワー賞（中央メイフラワーメイフ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313132030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,(4,12),13,7,11,1,5,2,10,9,6,8                                       203,4,12,7,13,11,1,2,5,6,10,8,9                                         30(3,4,12),11,7,8,2,1,10,(5,9),(6,13)                                   4012,3,4,11,7,2,8,1,5,6,9,10,13                                         0
RAA20160511201605104502020950000メイスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          メイスター賞（中央交メイスター賞メイス0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,12,9,4,7,11,10,6,3,5,1                                              208,12,4,9,7,10,11,6,3,5,1                                              308,12,9,6,1,4,7,11,10,3,5                                              408,12,6,9,1,10,(3,4),5,11,7                                            0
RAA20160512201605114502030860000エメラルドフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               エメラルドフラワー賞エメラルドフエメラ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,11,2,5,4,7,9,10,3,8,12,1                                            206,11,2,5,4,7,9,10,3,12,8,1                                            306,11,5,2,10,7,9,4,3,12,1,8                                            40(6,11),5,2,7,10,4,9,12,3,1,8                                          0
RAA20160525201605244503020950000ヒスイフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ヒスイフラワー賞（中ヒスイフラワヒスイ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,(8,10),9,2,11,3,4,6,5,7                                             201,8,10,2,9,11,3,6,4,7,5                                               301,8,10,9,2,6,3,11,7,4,5                                               401,8,10,9,2,3,6,11,7,4,5                                               0
RAA20160525201605244503021050000ジェイダイトスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ジェイダイトスター賞ジェイダイトジェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,2,11,3,12,5,1,10,8,9,7,6                                            204,2,3,11,1,5,12,8,10,9,7,6                                            304,2,3,11,1,5,10,(7,12),9,8,6                                          404,2,3,1,10,11,9,5,8,12,7,6                                            0
RAA20160526201605254503030960000ジェイダイトフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ジェイダイトフラワージェイダイトジェイ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,12,10,2,6,3,9,1,11,8,7                                            204,5,12,2,(6,10),3,1,9,8,11,7                                          30(4,5),12,2,3,6,10,9,1,8,11,7                                          405,12,4,(2,3),9,6,(1,8,10),11,7                                        0
RAA20160512201605114502031060000報知新聞皐月杯　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　OPEN(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                               報知新聞皐月杯　Ａ２報知新聞皐月報知新0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0005000000017500000090000000500000003500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,3,5,6,1,4,9,7,10,2                                                  208,3,1,5,6,4,9,10,7,2                                                  308,5,4,3,6,(1,7,9),2,10                                                408,5,4,6,3,7,9,1,2,10                                                  0
RAA20160528201605274503051080000小田原市特別　Ｂ１二Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          小田原市特別　Ｂ１二小田原市特別小田原0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0003000000009000000060000000360000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,8,4,2,6,3,5,11,1,10,7                                            209,12,8,2,4,6,3,11,5,1,10,7                                            30(9,12),8,(2,6),3,4,5,11,1,10,7                                        40(9,12),2,8,3,6,4,5,1,10,11,7                                          0
RAA20160514201605134502050680000大竹祥一＆滋子結婚５０周年記念　Ｃ３一二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     大竹祥一＆滋子結婚５大竹祥一＆滋大竹祥0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00008000000024000000144000000960000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,12,(1,4),8,3,7,5,2,10,9,6                                          2011,12,1,4,3,8,5,7,10,9,2,6                                            3011,12,1,8,3,4,7,5,10,9,2,6                                            4011,12,1,3,5,7,(4,8,10),9,6,2                                          0
RAA20160528201605274503050580000サラ系一般　Ｃ３一二三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３一二サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    000080000000240000001440000009600000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,2),9,5,3,8,4,6,7                                                   201,2,5,9,3,4,8,6,7                                                     30(1,2),9,5,3,4,8,7,6                                                   401,2,9,5,4,(7,8),3,6                                                   0
RAA20160528201605274503050180000スパーキングデビュー新馬　３ロ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            スパーキングデビュースパーキングスパー0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　090000002300    0002500000007500000045000000300000002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504042040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204,5,1,2                                                               304,5,1,2                                                               404,5,1,2                                                               00                                                                      0
RAA20160511201605104502020650000サラ系一般　Ｃ２六七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六七サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,11,2,4,7,8,5,6,1,10,3                                               209,11,2,(4,7),5,8,1,6,3,10                                             309,11,2,(4,7),1,8,5,6,3,10                                             409,2,11,1,(4,8),5,(3,7),6,10                                           0
RAA20160512201605114502031160000薫風特別　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          薫風特別　Ｃ１二　　薫風特別　Ｃ薫風特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,11,12,3,10,6,13,7,1,5,8,2,14                                      204,9,(3,11),12,7,10,6,1,13,2,5,8,14                                    304,9,3,11,12,7,8,10,(1,6,13),2,5,14                                    404,9,3,(7,8),1,(2,11),(6,12,14),13,10,5                                0
RAA20160514201605134502050280000サラ系３歳　９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　９　　　サラ系３歳　サラ系0000  120000000000000000000２５万未満　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,8,2,3,9,5,(4,6)                                                   201,7,2,8,3,9,5,4,6                                                     301,8,5,7,2,9,3,4,6                                                     40(1,8),5,2,9,4,3,7,6                                                   0
RAA20160526201605254503030360000サラ系３歳　７イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　７イ　　サラ系３歳　サラ系0000  120000000000000000000５３万上１２３万未満　　　　　　　　　　　　　　　　　　　　140000002300    00011000000033000000198000001320000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,10,3,4,(1,8),6,5,11,9,2,7                                          2012,10,3,(1,4),8,6,9,5,11,2,7                                          3012,10,4,9,3,1,5,6,8,11,2,7                                            4012,9,10,1,3,5,11,2,4,6,8,7                                            0
RAA20160526201605254503031060000桐の花特別（中央騎手騎乗）　Ｂ３三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          桐の花特別（中央騎手桐の花特別（桐の花0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002400000007200000048000000288000001920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,9,8,10,4,5,1,6,3                                                  202,(7,8),9,(4,10),5,1,6,3                                              302,7,5,8,9,1,10,6,3,4                                                  402,7,8,10,5,1,9,3,6,4                                                  0
RAA20160513201605124502041170000薄暑特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          薄暑特別　Ｃ１一　　薄暑特別　Ｃ薄暑特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313131020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,9,12,8,13,2,11,7,4,3,6,1                                         205,10,9,12,8,13,2,11,7,4,3,6,1                                         30(5,10),8,9,(12,13),11,2,4,7,3,6,1                                     40(5,10),8,13,9,12,(2,11),7,(3,4),1,6                                   0
RAA20160528201605274503050980000平成の大改修・新・小田原城特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          平成の大改修・新・小平成の大改修平成の0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,2,11,7,6,3,4,8,1                                                  205,9,2,11,7,3,6,4,8,1                                                  30(4,9),(2,7),5,(3,6,11),8,1                                            409,4,2,7,5,11,6,3,(1,8)                                                0
