RAA20160303201603024513030960000アクアマリンフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               アクアマリンフラワーアクアマリンアクア0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001413131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,(3,10),2,6,8,12,9,14,11,13,4,5                                      201,3,10,2,(6,8),(9,12),11,14,13,4,5                                    30(1,3,10),8,6,2,12,9,14,11,13,4,5                                      403,10,8,1,2,13,9,6,11,12,(4,14),5                                      0
RAA20160303201603024513031160000エンプレス杯（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　EMPRESS HAI                                                                                                                                                                                                                                                                                                                                                             エンプレス杯（中央交エンプレス杯エンプ0000B 140002000000000000000サラ系４歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　210000002300    0035000000122500000700000003500000017500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,5,4,8,1,6,9,10,2,3                                                  207,5,4,8,1,6,9,2,10,3                                                  307,5,4,1,8,6,9,(2,3,10)                                                407,5,4,1,6,9,8,2,10,3                                                  0
RAA20160304201603034513040970000マーチフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               マーチフラワー賞（中マーチフラワマーチ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,9,1,11,2,5,10,8,4,6                                               203,7,1,9,2,11,5,10,4,(6,8)                                             303,(7,9),2,1,11,10,5,4,6,8                                             403,7,9,1,10,11,2,4,5,6,8                                               0
RAA20160304201603034513041070000マーチスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マーチスター賞（中央マーチスターマーチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    000400000001200000008000000048000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141414101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(6,7,11),10,8,3,14,9,4,2,1,5,13,12                                    206,7,(10,11),8,3,14,4,9,2,1,5,13,12                                    306,11,(7,8),(3,10),14,4,2,9,13,1,5,12                                  406,11,7,8,3,10,2,1,(4,5),13,14,9,12                                    0
RAA20160330201603294514020950000ブラッドストーンフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ブラッドストーンフラブラッドストブラッ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,12,10,6,2,4,8,1,13,3,11,9,5                                         207,(6,12),10,(2,4),1,8,13,11,3,9,5                                     307,12,10,6,(2,4,11),(8,13),1,3,9,5                                     407,6,12,10,(2,4),1,13,11,8,3,9,5                                       0
RAA20160330201603294514021050000アクアマリンスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          アクアマリンスター賞アクアマリンアクア0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,7,12,4,13,5,6,2,1,10,3,11,14                                      209,(7,8),12,4,13,5,6,2,1,10,3,11,14                                    309,12,8,7,6,4,1,13,5,3,2,11,10,14                                      409,12,7,6,4,5,(1,13),3,8,2,11,10,14                                    0
RAA20160401201603314514040470000菜の花特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               菜の花特別　１　　　菜の花特別　菜の花0000E 120000000000000000000サラ系３歳　３０１万上　　　　　　　　　　　　　　　　　　　150000002300    0002200000006600000044000000264000001760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,1,10,6,7,5,12,11,(4,9),2,8                                          203,1,6,10,7,5,12,4,11,(2,9),8                                          303,1,10,6,9,7,12,5,4,8,11,2                                            403,(1,7),10,9,6,5,11,4,12,8,2                                          0
RAA20160304201603034513041170000桜月特別　Ｂ１二Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          桜月特別　Ｂ１二Ｂ２桜月特別　Ｂ桜月特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　200000002300    0005000000015000000100000000600000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,10,5,8,7,4,3,1,12,9,11                                            202,6,10,5,8,7,4,3,1,12,9,11                                            302,6,10,3,7,5,4,9,(1,8),12,11                                          406,2,5,4,3,7,10,1,9,12,8,11                                            0
RAA20160330201603294514021150000スポニチ花見月杯　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　OPEN(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                               スポニチ花見月杯　Ａスポニチ花見スポニ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　210000002300    0005000000017500000090000000500000003500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,(8,10),9,7,12,2,11,4,1,6                                          203,5,10,8,(7,9),12,2,11,1,4,6                                          303,(5,8),10,9,7,12,(2,4),11,6,1                                        403,10,9,5,(4,7,8,12),(2,6,11),1                                        0
RAA20160330201603294514020150000サラ系一般　Ｃ３八九　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３八九サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00008000000024000000144000000960000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,6,1,3,8,2,5,4,(7,10),9                                             2011,6,1,(3,8),2,5,4,10,7,9                                             3011,(6,8),(1,3),(2,5),10,9,7,4                                         4011,6,8,1,3,2,5,10,9,4,7                                               0
RAA20160304201603034513040870000サラ系一般　Ｃ１三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00012000000036000000216000001440000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,12,8,4,2,11,5,3,1,9,6,7                                            2010,12,8,4,2,11,3,(1,5),9,6,7                                          3010,12,9,11,8,4,2,3,1,5,6,7                                            4010,12,9,8,11,2,1,5,4,3,6,7                                            0
RAA20160331201603304514031260000桜草特別　Ｃ１三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          桜草特別　Ｃ１三　　桜草特別　Ｃ桜草特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00020000000060000000400000002400000016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013131320100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,4,13,3,7,12,11,9,1,5,2,6,8                                         2010,4,3,13,7,12,1,11,5,9,2,6,8                                         3010,4,13,7,11,12,3,(1,5),9,2,8,6                                       40(4,10,13),(7,12),3,(1,5),11,2,9,8,6                                   0
RAA20160303201603024513030560000サラ系一般　Ｃ２七八九　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,6,7,11,10,9,12,1,8,4,3                                            202,5,6,7,11,9,10,12,1,8,4,3                                            30(2,5,6),(7,9),11,10,8,1,12,4,3                                        402,5,7,(6,9),10,1,8,11,4,12,3                                          0
RAA20160330201603294514020550000サラ系一般　Ｃ２七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,12,2,10,11,6,8,1,3                                                204,5,2,12,1,10,6,8,3,11                                                30(4,5),12,8,2,10,1,11,6,3                                              404,5,2,1,12,10,6,8,(3,11)                                              0
RAA20160305201603044513051280000春告草特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          春告草特別　Ｃ１一　春告草特別　春告草0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,6,1,7,9,4,8,11,3,10,2                                            205,12,1,6,7,4,9,8,3,11,10,2                                            305,12,6,(1,8),10,11,7,4,9,3,2                                          405,6,1,12,8,7,4,(2,10),11,3,9                                          0
RAA20160302201603014513020850000雪柳特別　２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               雪柳特別　２　　　　雪柳特別　２雪柳特0000E 120000000000000000000サラ系３歳　２１３万上２８９万未満　　　　　　　　　　　　　140000002300    0002200000006600000044000000264000001760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,9,1,8,2,4,3                                                       205,6,(1,9),8,2,4,3                                                     305,6,9,(1,4,8),2,3                                                     405,9,6,1,8,4,2,3                                                       0
