RAA20161113201611125410050610000Ｃ３－９　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－９　Ｃ３　　　Ｃ３－９　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000140000000350000001800000010000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,9,11,4,6,3,12,10,5,7,1                                            208,2,9,11,6,4,3,12,5,10,1,7                                            308,9,2,6,11,4,3,5,12,10,1,7                                            406,3,8,9,5,(2,10),4,11,12,1,7                                          0
RAA20161107201611065410040720000ポインセチア特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ポインセチア特別　Ｃポインセチアポイン0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000160000000400000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,8,6,7,4,9,10,5,3                                                  201,2,6,7,8,4,9,10,5,3                                                  301,2,6,9,4,7,8,10,5,3                                                  401,6,2,4,9,10,3,5,7,8                                                  0
RAA20161123201611225411021050000ひいらぎ特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ひいらぎ特別　Ｃ３　ひいらぎ特別ひいら0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000400000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,8,3,10,4,5,2,9                                                    206,7,8,(3,10),4,5,2,9                                                  306,(7,10),8,4,3,5,2,9                                                  406,10,(4,7),8,5,3,2,9                                                  0
RAA20161106201611055410031010000Ｃ２－２　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－２　Ｃ２　　　Ｃ２－２　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000400000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,8,9,12,10,5,11,7,2,3,4                                            201,6,8,10,9,12,5,7,11,2,3,4                                            301,8,9,6,10,5,2,7,12,11,3,4                                            408,9,10,2,7,4,5,1,12,11,3,6                                            0
RAA20161113201611125410051110000愛媛県いしづち特別　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          愛媛県いしづち特別　愛媛県いしづ愛媛県0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000280000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,9,3,7,1,4,5,6                                                     208,2,9,3,7,4,1,5,6                                                     302,8,3,9,5,(4,7),1,6                                                   403,7,2,9,4,1,6,8,5                                                     0
RAA20161121201611205411010720000土佐秋月賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOSA SHUGETSU SHO                                                                                                                                                                                                                                                                                                                                                       土佐秋月賞　　　　　土佐秋月賞　土佐秋0000D 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0001000000002500000012500000075000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,11,9,7,1,5,2,4,8,10,6                                               203,11,9,7,1,2,4,5,8,6,10                                               303,11,9,(1,7),2,4,5,6,8,10                                             403,9,1,11,2,4,6,5,7,8,10                                               0
RAA20161113201611125410050110000はちきんスイカ特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     はちきんスイカ特別　はちきんスイはちき0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000140000000350000001800000010000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,5,10,2,6,4,1,8,9                                                  203,7,5,2,6,4,10,9,8,1                                                  303,7,5,2,6,9,4,1,8,10                                                  403,7,5,2,8,9,6,4,1,10                                                  0
RAA20161124201611235411030860000山Ｐトパーズ特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     山Ｐトパーズ特別　Ｃ山Ｐトパーズ山Ｐト0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    00001400000003500000018000000100000000700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,4,12,6,3,5,8,1,11,9,7,2                                            2010,4,12,6,3,5,8,1,2,11,7,9                                            3010,(4,12),6,5,(3,8),1,2,11,9,7                                        4010,12,4,5,(6,8),1,3,2,9,11,7                                          0
