RAA20161109201611084308021050000フェイスフルブーツ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          フェイスフルブーツ特フェイスフルフェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,6,4,8,2,7,9,5                                                     201,3,6,4,2,8,7,9,5                                                     301,3,6,4,2,9,7,8,5                                                     401,3,6,2,4,9,7,8,5                                                     0
RAA20161111201611104308040770000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,12,1,8,5,10,9,2,3,6,7,11                                            204,12,1,8,5,9,10,2,6,3,7,11                                            30(4,12),8,(1,5),(9,10),2,7,6,3,11                                      404,12,8,5,1,2,10,9,6,3,7,11                                            0
RAA20161108201611074308010940000サラ系一般　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２三　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,7,8,11,5,2,1,9,3,6,4,10                                            2012,7,8,11,1,2,5,9,6,3,10,4                                            307,8,12,11,1,2,5,9,10,6,3,4                                            408,10,7,12,11,2,5,1,9,6,3,4                                            0
RAA20161112201611114308050480000サラ系３歳　六七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　六七八　サラ系３歳　サラ系0000  120000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110104040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,9,10,5,2,6,1,8,7                                                  203,10,4,9,5,6,2,1,8,7                                                  303,10,4,9,5,6,1,2,(7,8)                                                403,4,9,5,10,6,1,2,7,8                                                  0
RAA20161110201611094308030660000サラ系一般　Ｃ２七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,5,1,6,7,4,3,9                                                     208,2,1,5,6,7,4,3,9                                                     30(1,2),8,5,(6,7),4,3,9                                                 402,1,5,8,7,6,3,4,9                                                     0
RAA20161110201611094308031160000平和賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HEIWA SHO                                                                                                                                                                                                                                                                                                                                                               平和賞　　　　　　　平和賞　　　平和賞0000D 110004000000000000000サラ系２歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　160000002300    0010000000035000000200000001000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,9,2,11,6,7,1,8,5,10                                               203,4,9,11,2,6,7,1,8,5,10                                               303,4,9,11,2,6,1,10,7,8,5                                               409,11,4,3,2,6,10,7,1,8,5                                               0
RAA20161111201611104308041070000楓賞　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     楓賞　Ｃ１二　　　　楓賞　Ｃ１二楓賞　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001200000003600000021600000144000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,1,14,4,7,2,11,3,13,5,12,8,9                                      206,10,1,14,7,4,2,11,13,3,5,12,8,9                                      30(6,10,14),(1,2,7),(4,11),13,(3,5),12,(8,9)                            4010,14,2,6,1,7,13,5,11,4,3,8,9,12                                      0
RAA20161111201611104308040570000シーサイドアイドル特別（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 シーサイドアイドル特シーサイドアシーサ0000E 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208,7,5,3,1,4,2,9,6,10,11                                               307,8,5,3,4,(1,2),9,6,10,11                                             407,8,5,3,4,2,1,9,6,11,10                                               00                                                                      0
RAA20161112201611114308050980000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010104040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000203,2,4,6,1,8,10,7,9,5                                                  302,3,4,6,1,10,8,9,7,5                                                  402,3,4,6,1,10,8,9,7,5                                                  00                                                                      0
RAA20161112201611114308050680000サラ系３歳　六七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　六七八　サラ系３歳　サラ系0000  120000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　100000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010104040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308,9,6,7,(2,4),5,10,1,3                                                408,9,6,7,2,4,5,1,10,3                                                  00                                                                      00                                                                      0
RAA20161110201611094308030460000さざんか賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          さざんか賞　　　　　さざんか賞　さざん0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    00013000000039000000234000001560000013000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002012,4,8,10,6,2,11,7,9,5,1,3                                            3012,4,(8,10),(2,6,7,11),9,5,1,3                                        4012,4,8,10,11,7,9,6,2,5,1,3                                            00                                                                      0
RAA20161108201611074308010340000サラ系２歳　二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            サラ系２歳　二　　　サラ系２歳　サラ系0000  110000000000000000000１２４万上２１５万未満　　　　　　　　　　　　　　　　　　　150000002300    00015000000045000000270000001800000015000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,2,12,7,8,10,4,1,3,9,6,5                                            2011,12,2,7,10,8,4,1,3,9,5,6                                            3011,12,(2,7),10,8,4,1,3,6,(5,9)                                        4012,11,2,7,8,1,10,3,4,9,6,5                                            0
