UM42006061419771002671198103091982070819770314ロイヤルスズラン　　　　　　　　　　ﾛｲﾔﾙｽｽﾞﾗﾝ                           Royal Suzuran(JPN)                                          0                   05210111200157ダストコマンダー　　　　　　　　　　12207239サンタマヒメ　　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100576パーソロン　　　　　　　　　　　　　12105376サンタライト　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300150Milesian                            00000000　　　　　　　　　　　　　　　　　　11100409ガルカドール　　　　　　　　　　　　12102039タジマ　　　　　　　　　　　　　　　200279服部正利　　　　　　　　　　100125和田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　624004藤田　浩　　　　　　　　　　　　　　　　　　　　　　　　　　　　000506100000000000000002320000000000000157900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771002701197907201983031719770125セルエミール　　　　　　　　　　　　ｾﾙｴﾐｰﾙ                              Cell Emile(JPN)                                             0                   00210111200157ダストコマンダー　　　　　　　　　　12203594セルダリヤ　　　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100419ヒカルメイジ　　　　　　　　　　　　12101784セルローズ　　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300245Bois Roussel                        12101025イサベリーン　　　　　　　　　　　　11100130マルゼア　　　　　　　　　　　　　　12100458トキツウミ　　　　　　　　　　　　　100192柴田欣也　　　　　　　　　　100125和田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　331005戸谷　すゑ　　　　　　　　　　　　　　　　　　　　　　　　　　　000213900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771002941197906041980103019770118ハイチ　　　　　　　　　　　　　　　ﾊｲﾁ                                                                                             0                   00210311200062ラデイガ　　　　　　　　　　　　　　12203466シマトウリユウ　　　　　　　　　　　11301186Graustark                           00000000　　　　　　　　　　　　　　　　　　11100620フイリユース　　　　　　　　　　　　12107594アビリテイ　　　　　　　　　　　　　11300581Ribot                               12401061Flower Bowl                         00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300539Pharis                              00000000　　　　　　　　　　　　　　　　　　11100419ヒカルメイジ　　　　　　　　　　　　12101781ジヤヌワ　　　　　　　　　　　　　　100273野平富久　　　　　　　　　　000128タイホー牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茨城県　　　　　　　814005大野　孝　　　　　　　　　　　　　　　　　　　　　　　　　　　　000004400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003061197905301980020819770314トネロング　　　　　　　　　　　　　ﾄﾈﾛﾝｸﾞ                                                                                          0                   00210311100875ダツパー　　　　　　　　　　　　　　12207243トクフジ　　　　　　　　　　　　　　11300100Never Say Die                       00000000　　　　　　　　　　　　　　　　　　11100872エタン　　　　　　　　　　　　　　　12104425トクヒメ　　　　　　　　　　　　　　11300493Nasrullah                           12402674Singing Grass                       00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300494Native Dancer                       00000000　　　　　　　　　　　　　　　　　　11100248ハクリヨウ　　　　　　　　　　　　　12101243ヤマオー　　　　　　　　　　　　　　100101相川勝敏　　　　　　　　　　800127志水　昭司　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　992005利根川　進　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003091197911271980051519770509シーシーメリー　　　　　　　　　　　ｼｰｼｰﾒﾘｰ                                                                                         0                   00210111200157ダストコマンダー　　　　　　　　　　12200457ランドクイン２　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100362カリム　　　　　　　　　　　　　　　12104971ドロシー　　　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300496Nearco                              00000000　　　　　　　　　　　　　　　　　　11100457チヤイナロツク　　　　　　　　　　　12102935ハルタカ　　　　　　　　　　　　　　100263中村貢　　　　　　　　　　　300163内藤牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茨城県　　　　　　　368009成田　柾太郎　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003241197906061980062019770417ハーバージョン　　　　　　　　　　　ﾊｰﾊﾞｰｼﾞｮﾝ                                                                                       0                   00210311200227ラバージヨン　　　　　　　　　　　　12208388ハーバーモンロー　　　　　　　　　　11300791Damascus                            00000000　　　　　　　　　　　　　　　　　　11100760ベンマーシヤル　　　　　　　　　　　12201214ハーバーマーチ　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300251Botticelli                          00000000　　　　　　　　　　　　　　　　　　11100671ジルドレ　　　　　　　　　　　　　　12102355ミナトケート　　　　　　　　　　　　100176斎藤籌敬　　　　　　　　　　600160栗山牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茨城県　　　　　　　331800ハーバー　　　　　　　　　　　　　　　　　　　　　　　　　　　　000002900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003291197912181980092519770313シャルールムーン　　　　　　　　　　ｼｬﾙｰﾙﾑｰﾝ                                                                                        0                   00210111200157ダストコマンダー　　　　　　　　　　12200463ダイニアヅマ　　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100535ユアハイネス　　　　　　　　　　　　12105189アズマ　　　　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300267Chamossaire                         00000000　　　　　　　　　　　　　　　　　　11100305アドミラルバード　　　　　　　　　　12102137レツドクロバー　　　　　　　　　　　100290藤本晋　　　　　　　　　　　400160池田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茨城県　　　　　　　584005木村　聡之　　　　　　　　　　　　　　　　　　　　　　　　　　　000002900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003341197902191980061119770329サガミ　　　　　　　　　　　　　　　ｻｶﾞﾐ                                                                                            0                   00210411200080エンドレスハネー　　　　　　　　　　12104899コウバイ　　　　　　　　　　　　　　11300100Never Say Die                       00000000　　　　　　　　　　　　　　　　　　11100173ライジングライト　　　　　　　　　　12100744タマリユウ　　　　　　　　　　　　　11300493Nasrullah                           12402674Singing Grass                       00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300417Hyperion                            00000000　　　　　　　　　　　　　　　　　　11100175ダイオライト　　　　　　　　　　　　12100383マリーユートピア　　　　　　　　　　100218高橋英夫　　　　　　　　　　400127扶桑牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　321000中村　勝五郎　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771003351197907201982102119770419ショウエン　　　　　　　　　　　　　ｼｮｳｴﾝ                               Shoen(JPN)                                                  0                   00210711200157ダストコマンダー　　　　　　　　　　12207701ジヨセツ　　　　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100500シーフユリユー　　　　　　　　　　　12103183セツシユウ　　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300611Sicambre                            00000000　　　　　　　　　　　　　　　　　　11100052グレーロード　　　　　　　　　　　　12101669アオバ　　　　　　　　　　　　　　　100207鈴木清　　　　　　　　　　　400127扶桑牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　321000中村　勝五郎　　　　　　　　　　　　　　　　　　　　　　　　　　000243750000000000000000478000000000000034500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003421197910251980070119770128フソウシデン　　　　　　　　　　　　ﾌｿｳｼﾃﾞﾝ                                                                                         0                   00210111200227ラバージヨン　　　　　　　　　　　　12103185克宝　　　　　　　　　　　　　　　　11300791Damascus                            00000000　　　　　　　　　　　　　　　　　　11100367マイナーズランプ　　　　　　　　　　12100868山宝　　　　　　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11301085Signal Light                        00000000　　　　　　　　　　　　　　　　　　11100010トシシロ　　　　　　　　　　　　　　12100383マリーユートピア　　　　　　　　　　100207鈴木清　　　　　　　　　　　400127扶桑牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　334800扶桑牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003601197905111980050819770428シャーリーブラウン　　　　　　　　　ｼｬｰﾘｰﾌﾞﾗｳﾝ                                                                                      0                   00210111200157ダストコマンダー　　　　　　　　　　12108052オキツタケ　　　　　　　　　　　　　11301193Bold Commander                      00000000　　　　　　　　　　　　　　　　　　11100609キノー　　　　　　　　　　　　　　　12100593オキツカゼ　　　　　　　　　　　　　11300247Bold Ruler                          12401315High Voltage                        00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300738Helioscope                          00000000　　　　　　　　　　　　　　　　　　11100192クレタケ　　　　　　　　　　　　　　12100129ミングル　　　　　　　　　　　　　　100183佐々木猛　　　　　　　　　　330122江原　萬吉　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　703005河村　孝　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771003631197904091980100119770318アンニークイーン　　　　　　　　　　ｱﾝﾆｰｸｲｰﾝ                                                                                        0                   00210411200150ビービービー　　　　　　　　　　　　12207722ミストミヒデ　　　　　　　　　　　　11301189Better Bee                          00000000　　　　　　　　　　　　　　　　　　11100956ダンスール　　　　　　　　　　　　　12108033ナンシー　　　　　　　　　　　　　　11400560Triplicate                          12402554S. Bee                              00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300648Tantieme                            00000000　　　　　　　　　　　　　　　　　　11100500シーフユリユー　　　　　　　　　　　12103271ライフレントゲン　　　　　　　　　　100141大和田稔　　　　　　　　　　700129安藤　格夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　千葉県　　　　　　　078009三橋　美智也　　　　　　　　　　　　　　　　　　　　　　　　　　000023400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
