UM42006061419771011771197902281982031019770502センリノホシ　　　　　　　　　　　　ｾﾝﾘﾉﾎｼ                              Senrino Hoshi(JPN)                                          0                   00210311200010ステインテイノ　　　　　　　　　　　12201036フイリバスター　　　　　　　　　　　11300063Sheshoon                            00000000　　　　　　　　　　　　　　　　　　11300111Busted                              12301331Tugboat Annie                       11300549Precipitation                       12402075Noorani                             00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300300Crepello                            12301127Sans Le Sou                         11300113Ballymoss                           12300115Annie Oakley                        200162久保道雄　　　　　　　　　　900019日進牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　879004梶山　高　　　　　　　　　　　　　　　　　　　　　　　　　　　　000187200000000000000000000000000000000054500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771011781197910031980111419770322リキユウホー　　　　　　　　　　　　ﾘｷﾕｳﾎｰ                                                                                          0                   00210311200220ボールドアンドフリー　　　　　　　　12104092マツトミ　　　　　　　　　　　　　　11300139Bold Lad (IRE)                      00000000　　　　　　　　　　　　　　　　　　11100263ヒンドスタン　　　　　　　　　　　　12100642エベレスト　　　　　　　　　　　　　11300247Bold Ruler                          12400233Barn Pride                          00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300245Bois Roussel                        00000000　　　　　　　　　　　　　　　　　　11100179セフト　　　　　　　　　　　　　　　12100366フオーラン　　　　　　　　　　　　　200279服部正利　　　　　　　　　　900019日進牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　202001水上　力夫　　　　　　　　　　　　　　　　　　　　　　　　　　　000162300000000000000001314000000000000054500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771011821197909271980100319770421レーシングコンソル　　　　　　　　　ﾚｰｼﾝｸﾞｺﾝｿﾙ                                                                                      0                   03210311100706シンザン　　　　　　　　　　　　　　12204918ニツソウコーター　　　　　　　　　　11100263ヒンドスタン　　　　　　　　　　　　12101048ハヤノボリ　　　　　　　　　　　　　11100796ブランブルー　　　　　　　　　　　　12101381ダイアンケー　　　　　　　　　　　　11300245Bois Roussel                        00000000　　　　　　　　　　　　　　　　　　11100099ハヤタケ　　　　　　　　　　　　　　12100456第五バツカナムビユーチー　　　　　　11300437Klairon                             00000000　　　　　　　　　　　　　　　　　　11300453Lillolkid                           12300222Bonnie Luna                         200283日迫良一　　　　　　　　　　200019日綜牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　188800荻伏レーシング・クラブ　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771011831197904251980040219770426ニッソウサニア　　　　　　　　　　　ﾆｯｿｳｻﾆｱ                                                                                         0                   00210311100744フイダルゴ　　　　　　　　　　　　　12209044ニツソウセダン　　　　　　　　　　　11301147Arctic Star                         00000000　　　　　　　　　　　　　　　　　　11100629セダン　　　　　　　　　　　　　　　12107667クレプスゼツト　　　　　　　　　　　11300496Nearco                              12402596Serena                              00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300554Prince Bio                          00000000　　　　　　　　　　　　　　　　　　11300300Crepello                            12105083サニア　　　　　　　　　　　　　　　200304松田由太　　　　　　　　　　200019日綜牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　794005赤松　繁行　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771011841197904251980072519770404ニッソウキロク　　　　　　　　　　　ﾆｯｿｳｷﾛｸ                                                                                         0                   00210311100575ダラノーア　　　　　　　　　　　　　12204588ニツソウリドン　　　　　　　　　　　11300637Sunny Boy                           00000000　　　　　　　　　　　　　　　　　　11100800ハードリドン　　　　　　　　　　　　12106121トキノタイホー　　　　　　　　　　　11301139Jock                                12401017Fille de Soleil                     00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300105Hard Sauce                          00000000　　　　　　　　　　　　　　　　　　11100408フエリオール　　　　　　　　　　　　12103868シンキロク　　　　　　　　　　　　　200304松田由太　　　　　　　　　　200019日綜牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　794005赤松　繁行　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771011861197911271980101219770503サンエムグリーン　　　　　　　　　　ｻﾝｴﾑｸﾞﾘｰﾝ                                                                                       0                   00210411200133オーバン　　　　　　　　　　　　　　12210983グリンジヨオー　　　　　　　　　　　11300611Sicambre                            00000000　　　　　　　　　　　　　　　　　　11100575ダラノーア　　　　　　　　　　　　　12105930グリンカツプカントウ　　　　　　　　11300554Prince Bio                          12402646Sif                                 00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300637Sunny Boy                           00000000　　　　　　　　　　　　　　　　　　11100326パールダイヴアー　　　　　　　　　　12101894ゴウシユウクイン　　　　　　　　　　200303松田正弘　　　　　　　　　　700019日大牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　329009松本　昭二　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771012001197907201980041119770326トウコウアドロ　　　　　　　　　　　ﾄｳｺｳｱﾄﾞﾛ                                                                                        0                   00210411200134ボールドリツク　　　　　　　　　　　12208305ニツトウチドリ　　　　　　　　　　　11300158Round Table                         00000000　　　　　　　　　　　　　　　　　　11100575ダラノーア　　　　　　　　　　　　　12104862テルギク　　　　　　　　　　　　　　11300559Princequillo                        12401511Knight's Daughter                   00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300637Sunny Boy                           00000000　　　　　　　　　　　　　　　　　　11100407ラツシー　　　　　　　　　　　　　　12102479ノースヴイクスン　　　　　　　　　　100118稲葉幸夫　　　　　　　　　　800019日東牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　404004渡辺　喜八郎　　　　　　　　　　　　　　　　　　　　　　　　　　000037000000000000000000000000000000000018500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771012051197905241983052019770421ラッキーハーケン　　　　　　　　　　ﾗｯｷｰﾊｰｹﾝ                            Lucky Harken(JPN)                                           0                   00210711200013ハーケン　　　　　　　　　　　　　　12202698キテイオンワード　　　　　　　　　　11300406Hethersett                          00000000　　　　　　　　　　　　　　　　　　11100626ナスアロー　　　　　　　　　　　　　12102525モウテイ　　　　　　　　　　　　　　11300415Hugh Lupus                          12300234Bride Elect                         00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300493Nasrullah                           00000000　　　　　　　　　　　　　　　　　　11300481Migoli                              12300695La Li                               200237田之上勲　　　　　　　　　　000012能登　勝一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　402000井上　睦朗　　　　　　　　　　　　　　　　　　　　　　　　　　　000337800000000000000001328000000000000074500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012121197906291979122619770423シバリーフ　　　　　　　　　　　　　ｼﾊﾞﾘｰﾌ                                                                                          0                   00210411200132ラム　　　　　　　　　　　　　　　　12202633オークテツク　　　　　　　　　　　　11300369Fleet Nasrullah                     00000000　　　　　　　　　　　　　　　　　　11100760ベンマーシヤル　　　　　　　　　　　12104467ストラスムアベル　　　　　　　　　　11300493Nasrullah                           12401267Happy Go Fleet                      00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300251Botticelli                          00000000　　　　　　　　　　　　　　　　　　11300439Krakatao                            12301246Sun Riot                            200144小川佐助　　　　　　　　　　900002能登牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　様似町　　　　　　　353009柴橋　一好　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012151197910241981071119770303プログレスフェミー　　　　　　　　　ﾌﾟﾛｸﾞﾚｽﾌｪﾐｰ                         Progress Femmy(JPN)                                         0                   04210311200010ステインテイノ　　　　　　　　　　　12108105イーグルツバメ　　　　　　　　　　　11300063Sheshoon                            00000000　　　　　　　　　　　　　　　　　　11100459タリヤートス　　　　　　　　　　　　12103254ハクツバメ　　　　　　　　　　　　　11300549Precipitation                       12402075Noorani                             00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300684Tulyar                              00000000　　　　　　　　　　　　　　　　　　11100248ハクリヨウ　　　　　　　　　　　　　12101022ウオーターミユージツク　　　　　　　200234田中良平　　　　　　　　　　100012信岡牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　334009小田切　有一　　　　　　　　　　　　　　　　　　　　　　　　　　000072200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012191197909061980101619770405チハヤヒリュウ　　　　　　　　　　　ﾁﾊﾔﾋﾘｭｳ                                                                                         0                   00210311100993フロリバンダ　　　　　　　　　　　　12201811マイスネツプ　　　　　　　　　　　　11300558Princely Gift                       00000000　　　　　　　　　　　　　　　　　　11100361ソロナウエー　　　　　　　　　　　　12103336フリシヤ　　　　　　　　　　　　　　11300493Nasrullah                           12400343Blue Gem                            00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11301082Solferino                           00000000　　　　　　　　　　　　　　　　　　11300194Alizier                             12300333Croix du Risque                     200128宇田明彦　　　　　　　　　　100012信岡牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　327800龍進撃　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012211197908161980062719770417ミマサカ　　　　　　　　　　　　　　ﾐﾏｻｶ                                                                                            0                   00210411200302ジヨツギング　　　　　　　　　　　　12205100ルネツテノアール　　　　　　　　　　11300075Swaps                               00000000　　　　　　　　　　　　　　　　　　11300017Val de Loir                         12300758Lunacy                              11300432Khaled                              12301948Iron Reward                         00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300696Vieux Manoir                        12403057Vali                                11300140Mark-Ye-Well                        12401709Lunaria                             200160清田十一　　　　　　　　　　100012信岡牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　653001伊藤　照三　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012341197906061981022519770307スタイルリバー　　　　　　　　　　　ｽﾀｲﾙﾘﾊﾞｰ                            Style River(JPN)                                            0                   00210411100754フアラモンド　　　　　　　　　　　　12104129ミスナンバイチバン　　　　　　　　　11300611Sicambre                            00000000　　　　　　　　　　　　　　　　　　11100161ハロウエー　　　　　　　　　　　　　12101652スタイルパツチ　　　　　　　　　　　11300554Prince Bio                          12402646Sif                                 00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11301041Fairway                             00000000　　　　　　　　　　　　　　　　　　11300327Dogpatch                            12301231Style Leader                        200195柴田不二　　　　　　　　　　300016日高山口牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　311009瀬川　敏幸　　　　　　　　　　　　　　　　　　　　　　　　　　　000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012351197902071980060419770302オリオングレイス　　　　　　　　　　ｵﾘｵﾝｸﾞﾚｲｽ                                                                                       0                   03210411100520ウイルデイール　　　　　　　　　　　12208779ネヴアーイチバン　　　　　　　　　　11300713Wilwyn                              12101124メードンスグリーン　　　　　　　　　11100568ネヴアービート　　　　　　　　　　　12104129ミスナンバイチバン　　　　　　　　　11300542Pink Flower                         12402538Saracen                             11300631Straight Deal                       12302308Windsor Lady                        11300100Never Say Die                       00000000　　　　　　　　　　　　　　　　　　11100161ハロウエー　　　　　　　　　　　　　12101652スタイルパツチ　　　　　　　　　　　100280稗田敏男　　　　　　　　　　300016日高山口牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　559004折原　正二　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771012501197902281981052719770325シロキタマジョ　　　　　　　　　　　ｼﾛｷﾀﾏｼﾞｮ                            Shirokita Majo(JPN)                                         0                   00210311100730サウンドトラツク　　　　　　　　　　12207560アートエンジエル　　　　　　　　　　11300709Whistler                            00000000　　　　　　　　　　　　　　　　　　11100800ハードリドン　　　　　　　　　　　　12105558エポロメント　　　　　　　　　　　　11300526Panorama                            12400978Farthing Damages                    00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300105Hard Sauce                          00000000　　　　　　　　　　　　　　　　　　11100458テイエポロ　　　　　　　　　　　　　12102150ホウシユウメント　　　　　　　　　　200251中尾謙太　　　　　　　　　　700016細道牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　775005小西　勇　　　　　　　　　　　　　　　　　　　　　　　　　　　　000146000000000000000000000000000000000039500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012731197904091980060519770403エリーランサー　　　　　　　　　　　ｴﾘｰﾗﾝｻｰ                                                                                         0                   00210311100629セダン　　　　　　　　　　　　　　　12201491ダスキーウエーヴ　　　　　　　　　　11300554Prince Bio                          00000000　　　　　　　　　　　　　　　　　　11300686Turn―to                            12300349Dark Honeymoon                      11301053Prince Rose                         12400309Biologie                            00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11301018Royal Charger                       12402723Source Sucree                       11300430Johns Joy                           12301093Rose of Africa                      100255仲住芳雄　　　　　　　　　　100017松田　敏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　066005久保谷　唯三　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012781197910171980091219770405ウオークオーバー　　　　　　　　　　ｳｵｰｸｵｰﾊﾞｰ                                                                                       0                   03210311200261ヒデハヤテ　　　　　　　　　　　　　12106369ヘリオメードン　　　　　　　　　　　11100680タマナー　　　　　　　　　　　　　　12103858ワカシラオキ　　　　　　　　　　　　11100255ヤシママンナ　　　　　　　　　　　　12100638慶光　　　　　　　　　　　　　　　　11300637Sunny Boy                           00000000　　　　　　　　　　　　　　　　　　11100361ソロナウエー　　　　　　　　　　　　12100944シラオキ　　　　　　　　　　　　　　11100002プリメロ　　　　　　　　　　　　　　12100052第参マンナ　　　　　　　　　　　　　11100180タエヤマ　　　　　　　　　　　　　　12100291サブライム　　　　　　　　　　　　　200130梅内慶蔵　　　　　　　　　　600017松山　量男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　947004宇多村　良男　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771012891197911301981011519770321ホウシュウラナーク　　　　　　　　　ﾎｳｼｭｳﾗﾅｰｸ                           Hoshu Lanark(JPN)                                           0                   00210711200018ラナーク　　　　　　　　　　　　　　12105139フアザラ　　　　　　　　　　　　　　11300048Grey Sovereign                      00000000　　　　　　　　　　　　　　　　　　11300213Auriban                             12300374Divinalh                            11300493Nasrullah                           12401515Kong                                00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300539Pharis                              12400158Arriba                              11300321Djebel                              12300490Flying Carpet                       200243坪正直　　　　　　　　　　　000018三枝牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　429000上田　清次郎　　　　　　　　　　　　　　　　　　　　　　　　　　000088000000000000000000000000000000000014500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771012901197906291980091819770227イズモサクラ　　　　　　　　　　　　ｲｽﾞﾓｻｸﾗ                                                                                         0                   00210311200134ボールドリツク　　　　　　　　　　　12202702フエアアスター　　　　　　　　　　　11300158Round Table                         00000000　　　　　　　　　　　　　　　　　　11100361ソロナウエー　　　　　　　　　　　　12102457パードラム　　　　　　　　　　　　　11300559Princequillo                        12401511Knight's Daughter                   00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11301082Solferino                           00000000　　　　　　　　　　　　　　　　　　11300528Pardal                              12300942Orum Star                           200260中村武志　　　　　　　　　　000018三枝牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　999001安達　保多　　　　　　　　　　　　　　　　　　　　　　　　　　　000067400000000000000000000000000000000014500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771012961197910051981030419770409ワイルドメドウ　　　　　　　　　　　ﾜｲﾙﾄﾞﾒﾄﾞｳ                           Wild Meadow(JPN)                                            0                   00210711200134ボールドリツク　　　　　　　　　　　12102807マーシユメドウ　　　　　　　　　　　11300158Round Table                         00000000　　　　　　　　　　　　　　　　　　11300048Grey Sovereign                      12300797May Meadow                          11300559Princequillo                        12401511Knight's Daughter                   00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300493Nasrullah                           12401515Kong                                11300411His Highness                        12301350Valerie                             200125上田三千　　　　　　　　　　000018三枝牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　052800三枝牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771013041197910171982021019770226ファインイースター　　　　　　　　　ﾌｧｲﾝｲｰｽﾀｰ                           Fine Easter(JPN)                                            0                   00210311200148ホイスリングウインド２　　　　　　　12202726イースター２　　　　　　　　　　　　11300709Whistler                            00000000　　　　　　　　　　　　　　　　　　11300059Santa Claus                         12300136Asia                                11300526Panorama                            12400978Farthing Damages                    00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300267Chamossaire                         12300144Aunt Clara                          11300150Milesian                            12403225Zenobia                             200286福島勝　　　　　　　　　　　700018向別牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　859001吉田　孝　　　　　　　　　　　　　　　　　　　　　　　　　　　　000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM42006061419771013091197904211981102819770224イエローダンサー　　　　　　　　　　ｲｴﾛｰﾀﾞﾝｻｰ                           Yellow Dancer(JPN)                                          0                   04210311200148ホイスリングウインド２　　　　　　　12202727バビロニア　　　　　　　　　　　　　11300709Whistler                            00000000　　　　　　　　　　　　　　　　　　11300100Never Say Die                       12301310Tigris                              11300526Panorama                            12400978Farthing Damages                    00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300493Nasrullah                           12402674Singing Grass                       11300150Milesian                            12301538Persian View                        200329山本正司　　　　　　　　　　700018向別牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　332800岡崎牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　000109500000000000000000000000000000000038500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
UM12004020219771013101197906291980101819770303シルクジョオー　　　　　　　　　　　ｼﾙｸｼﾞｮｵｰ                                                                                        0                   00210111200146イエローゴツド　　　　　　　　　　　12208769ライトタイセン　　　　　　　　　　　11300171Red God                             00000000　　　　　　　　　　　　　　　　　　11100921ミラルゴ　　　　　　　　　　　　　　12104671タカブヒメ　　　　　　　　　　　　　11300493Nasrullah                           12301204Spring Run                          00000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　　11300028Aureole                             00000000　　　　　　　　　　　　　　　　　　11300250Borealis                            12102059ノルマニア　　　　　　　　　　　　　200234田中良平　　　　　　　　　　700018向別牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　840004中山　信一　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
