HN120021220110000100000000000000000000クラツクマンナン　　　　　　　　　　ｸﾗﾂｸﾏﾝﾅﾝ                                Clackmannan                                                                     1919110331925英　　　　　　　　　1130097612404333
HN120021220110000200000000000000000000ポリグノータス　　　　　　　　　　　ﾎﾟﾘｸﾞﾉｰﾀｽ                               Polygnotus                                                                      1916110030000英　　　　　　　　　1130095912408816
HN120021220110000300000000000000000000ピユアークリスタル　　　　　　　　　ﾋﾟﾕｱｰｸﾘｽﾀﾙ                              Pure Crystal                                                                    1902110331906英　　　　　　　　　1130092200000000
HN120021220110000400000000000000000000山正　　　　　　　　　　　　　　　　                                                                                                                        1928110100000千葉県　　　　　　　1100001400000000
HN120021220110000500000000000000000000露越　　　　　　　　　　　　　　　　                                                                                                                        1923110100000青森県　　　　　　　1100002600000000
HN120021220110000600000000000000000000ヒラデエナモールド　　　　　　　　　ﾋﾗﾃﾞｴﾅﾓｰﾙﾄﾞ                             Hirade Enamoured                                                                1925110300000浦河町　　　　　　　0000000000000000
HN120021220110000700000000000000000000純雷　　　　　　　　　　　　　　　　                                                                                                                        1925110400000岩手県　　　　　　　1100002600000000
HN120021220110000800000000000000000000波藤　　　　　　　　　　　　　　　　                                                                                                                        1933110000000　　　　　　　　　　1100000612005018
HN120021220110000900000000000000000000パーナムビユコー　　　　　　　　　　ﾊﾟｰﾅﾑﾋﾞﾕｺｰ                                                                                                              1906110030000英　　　　　　　　　1130096200000000
HN120021220110001000000000000000000000第二十五ラピアス　　　　　　　　　　                                                                                                                        1917110000000　　　　　　　　　　1100009912000020
HN120021220111000100000000000000000000トシシロ　　　　　　　　　　　　　　ﾄｼｼﾛ                                    Toshishiro                                                                      1940110100000千葉県　　　　　　　1110017512100543
HN120021220111000200000000000000000000ミナミホマレ　　　　　　　　　　　　ﾐﾅﾐﾎﾏﾚ                                  Minami Homare                                                                   1939110300000岩手県　　　　　　　1110000212000087
HN120021220111000300000000000000000000ワカユドラ　　　　　　　　　　　　　ﾜｶﾕﾄﾞﾗ                                  Waka Yudora                                                                     1942110400000浦河町　　　　　　　1100000712000263
HN120021220111000500000000000000000000クモノハナ　　　　　　　　　　　　　ｸﾓﾉﾊﾅ                                   Kumono Hana                                                                     1947110400000岩手県　　　　　　　1110000212100052
HN120021220111000800000000000000000000タークスリライアンス　　　　　　　　ﾀｰｸｽﾘﾗｲｱﾝｽ                              Turk's Reliance                                                                 1948110130000仏　　　　　　　　　1130099812403904
HN120021220111001000000000000000000000マルヌマ　　　　　　　　　　　　　　ﾏﾙﾇﾏ                                    Marunuma                                                                        1933110300000群馬県　　　　　　　1100000812000147
HN120021220111001300000000000000000000マルゼア　　　　　　　　　　　　　　ﾏﾙｾﾞｱ                                   Maru There                                                                      1941110100000浦河町　　　　　　　1100001212000294
HN120021220111001500000000000000000000ブラツクウヰング　　　　　　　　　　ﾌﾞﾗﾂｸｳｲﾝｸﾞ                              Black Wing                                                                      1946110430000米　　　　　　　　　1130103612403909
HN120021220111001600000000000000000000フルブルーム　　　　　　　　　　　　ﾌﾙﾌﾞﾙｰﾑ                                 Full Bloom                                                                      1940110330000英　　　　　　　　　1130041712402375
HN120021220111001700000000000000000000ヤシマゴールド　　　　　　　　　　　ﾔｼﾏｺﾞｰﾙﾄﾞ                               Yashima Gold                                                                    1950110300000浦河町　　　　　　　1110000312100054
HN120021220111001800000000000000000000タエヤマ　　　　　　　　　　　　　　ﾀｴﾔﾏ                                    Taeyama                                                                         1935110100000千葉県　　　　　　　1100000612000133
HN120021220111001900000000000000000000ハツピーマイト　　　　　　　　　　　ﾊﾂﾋﾟｰﾏｲﾄ                                Happy Might                                                                     1934110100000千葉県　　　　　　　1100000612005018
HN120021220111002000000000000000000000トラツクオー　　　　　　　　　　　　ﾄﾗﾂｸｵｰ                                  Track O                                                                         1948110400000浦河町　　　　　　　1110017812100330
HN120021220111002200000000000000000000オールトヨシマ　　　　　　　　　　　ｵｰﾙﾄﾖｼﾏ                                 All Toyoshima                                                                   1943110400000千葉県　　　　　　　1110009712100392
HN120021220111002400000000000000000000レコードオー　　　　　　　　　　　　ﾚｺｰﾄﾞｵｰ                                 Record O                                                                        1947110300000浦河町　　　　　　　1110017912100337
HN120021220111002500000000000000000000シユンオー　　　　　　　　　　　　　ｼﾕﾝｵｰ                                   Shun O                                                                          1948110100000青森県　　　　　　　1110009612100310
HN120021220111002700000000000000000000タケゾノ　　　　　　　　　　　　　　ﾀｹｿﾞﾉ                                                                                                                   1942110300000秋田県　　　　　　　1110000212100014
HN120021220111002800000000000000000000プリムーン　　　　　　　　　　　　　ﾌﾟﾘﾑｰﾝ                                  Primoon                                                                         1947110300000浦河町　　　　　　　1110009612100357
HN120021220111003200000000000000000000セフトワイ　　　　　　　　　　　　　ｾﾌﾄﾜｲ                                   Theft Y.                                                                        1949110100000浦河町　　　　　　　1110017912100375
HN120021220111003300000000000000000000ヤサカ　　　　　　　　　　　　　　　ﾔｻｶ                                     Yasaka                                                                          1952110130000新　　　　　　　　　1130063512403928
HN120021220111003600000000000000000000アキツシマ　　　　　　　　　　　　　ｱｷﾂｼﾏ                                   Akitsushima                                                                     1951110300000青森県　　　　　　　1110000212100051
HN120021220111003700000000000000000000オーエスケー　　　　　　　　　　　　ｵｰｴｽｹｰ                                  O.S.K.                                                                          1953110100000浦河町　　　　　　　1110005812100910
HN120021220111003900000000000000000000カミサカエ　　　　　　　　　　　　　ｶﾐｻｶｴ                                   Kami Sakae                                                                      1952110300000静内町　　　　　　　1110019512100581
HN120021220111004000000000000000000000ツキミツル　　　　　　　　　　　　　ﾂｷﾐﾂﾙ                                   Tsuki Mitsuru                                                                   1948110300000浦河町　　　　　　　1110017912100154
