UM12004020219871000021198905181989090419870318プリティモーション　　　　　　　　　ﾌﾟﾘﾃｨﾓｰｼｮﾝ                          Pretty Motion(JPN)                                          0                   03210711200642アグネスホープ　　　　　　　　　　　12220627スペインロルカ　　　　　　　　　　　11100576パーソロン　　　　　　　　　　　　　12205066ピエザリンダ　　　　　　　　　　　　11200299フイリツプオブスペイン　　　　　　　12106185カレントクイン　　　　　　　　　　　11300150Milesian                            12404038Paleo                               11300540Pieces of Eight                     12300135Ash                                 11300090Tudor Melody                        12401645Lerida                              11100493モンタヴアル　　　　　　　　　　　　12102524クロヴアーハネー　　　　　　　　　　200338野元昭　　　　　　　　　　　300405吉村　功　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　熊本県　　　　　　　474009小園　一男　　　　　　　　　　　　　　　　　　　　　　　　　　　000006800000000000000000000000000000000000000000000000000000000001000004000000000001000004000000000000000000000000000001000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001003005
UM12004020219871000091198907201989092119870429マルシゲハーロック　　　　　　　　　ﾏﾙｼｹﾞﾊｰﾛｯｸ                          Marushige Harlock(JPN)                                      0                   04210111200554ジヤツジヤー　　　　　　　　　　　　12222269マツノハーロツク　　　　　　　　　　11300791Damascus                            12403346Face the Facts                      11200414トウシヨウボーイ　　　　　　　　　　12214968アサヒパレード　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              11300296Court Martial                       12403082Vashti                              11100795テスコボーイ　　　　　　　　　　　　12104558ソシアルバターフライ　　　　　　　　11200124アストラルグリーン　　　　　　　　　12104215ハーバーメイジ　　　　　　　　　　　200340安田伊佐　　　　　　　　　　900175重田　香　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　240009坂東島　繁藤　　　　　　　　　　　　　　　　　　　　　　　　　　000006800000000000000000000000000000000000000000000000000000000001000003000000000001000003000000000000000000000000000001000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000002004
UM42006061419871000151198906081991040619870406テーキングスマイル　　　　　　　　　ﾃｰｷﾝｸﾞｽﾏｲﾙ                          Taking Smile(JPN)                                           0                   03210311200780ハツピープログレス　　　　　　　　　12214194ケンセイクイン　　　　　　　　　　　11200066フリートウイング　　　　　　　　　　12210837シングルワン　　　　　　　　　　　　11200008ズグ　　　　　　　　　　　　　　　　12204169ミスケンセイ　　　　　　　　　　　　11300369Fleet Nasrullah                     12404253Akimbo                              11200085ヴイエナ　　　　　　　　　　　　　　12105736レスリーカリム　　　　　　　　　　　11300094Nasram                              12401703Lucerne                             11100568ネヴアービート　　　　　　　　　　　12103808イチテンシヨウ　　　　　　　　　　　200363古川平　　　　　　　　　　　700171杉安牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　563009杉安　浩一郎　　　　　　　　　　　　　　　　　　　　　　　　　　000135700000000000000000256000000000000020000000000000001001001002001013001001001002001013000000000000000000001001001002001009000000000000000000000000000000000000000000000000000003000000000000000001000000000000000000001001001000001006000000000001000001000000000000000001000000000001000001000000000000000003000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001001001007000001000001000002000000000000000000000000000000000003000000000000000001000000000000000000005002007005019
UM12004020219871000161198905251990040719870419ケンセイデビル　　　　　　　　　　　ｹﾝｾｲﾃﾞﾋﾞﾙ                           Kensei Devil(JPN)                                           0                   00210111200554ジヤツジヤー　　　　　　　　　　　　12221290ケンセイビクトリー　　　　　　　　　11300791Damascus                            12403346Face the Facts                      11200224ホーント　　　　　　　　　　　　　　12207483セカンドチエリオ　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              11300296Court Martial                       12403082Vashti                              11300397Habitat                             12401491Kew                                 11100533ダイハード　　　　　　　　　　　　　12107926メルド　　　　　　　　　　　　　　　200289藤岡範士　　　　　　　　　　700171杉安牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　458009杉安　謙一郎　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000002000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000001001002
UM12004020219871000171198905101990052919870419ケンセイミステリー　　　　　　　　　ｹﾝｾｲﾐｽﾃﾘｰ                           Kensei Mystery(JPN)                                         0                   00210311200554ジヤツジヤー　　　　　　　　　　　　12222654ケンセイリブ　　　　　　　　　　　　11300791Damascus                            12403346Face the Facts                      11200404ハンザダンサー　　　　　　　　　　　12202297ケンセイオカメ　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              11300296Court Martial                       12403082Vashti                              11300840Hawaii                              12402120Oonagh                              11100833キングスベンチ　　　　　　　　　　　12105083サニア　　　　　　　　　　　　　　　200246土門健司　　　　　　　　　　700171杉安牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　458009杉安　謙一郎　　　　　　　　　　　　　　　　　　　　　　　　　　000005400000000000000000000000000000000000000000000000000000000000001004000000000000001004000000000000000000000000000000001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001003000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002003005
UM12004020219871000181198905101990032219870502ケンセイチャーム　　　　　　　　　　ｹﾝｾｲﾁｬｰﾑ                            Kensei Charm(JPN)                                           0                   00210411200554ジヤツジヤー　　　　　　　　　　　　12218382ケンセイレデイ　　　　　　　　　　　11300791Damascus                            12403346Face the Facts                      11200062ラデイガ　　　　　　　　　　　　　　12200623アグライア　　　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              11300296Court Martial                       12403082Vashti                              11301186Graustark                           12301848Celia                               11100567サンプルーフ　　　　　　　　　　　　12103370トツプゴールド　　　　　　　　　　　200246土門健司　　　　　　　　　　700171杉安牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　458009杉安　謙一郎　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000001
UM12004020219871000201198905251989082019870407コウユーハナコ　　　　　　　　　　　ｺｳﾕｰﾊﾅｺ                             Koyu Hanako(JPN)                                            0                   00210111200554ジヤツジヤー　　　　　　　　　　　　12221292ジユピツクリツチ　　　　　　　　　　11300791Damascus                            12403346Face the Facts                      11200287リツチボーイ　　　　　　　　　　　　12202672ジユピツク　　　　　　　　　　　　　11300642Sword Dancer                        12401487Kerala                              11300296Court Martial                       12403082Vashti                              11300558Princely Gift                       12402418Riches                              11300681Tropique                            12105157ジユデラ　　　　　　　　　　　　　　200345領家政蔵　　　　　　　　　　800174万造寺牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　936009加治屋　康雄　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000003000000000000000003000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000003
UM12004020219871000241198904271989091019870306キョウワラビーム　　　　　　　　　　ｷｮｳﾜﾗﾋﾞｰﾑ                           Kyowa Loveam(JPN)                                           0                   00210311200559ダイナゴー　　　　　　　　　　　　　12221705キヨウワミラージユ　　　　　　　　　11300536Petingo                             12302439Side Step                           11200329キタノカチドキ　　　　　　　　　　　12108358ミツエイ　　　　　　　　　　　　　　11300537Petition                            12403802Alcazar                             11300087Double Jump                         12403390Heatherside                         11100795テスコボーイ　　　　　　　　　　　　12102916ライトフレーム　　　　　　　　　　　11100493モンタヴアル　　　　　　　　　　　　12102441仁英　　　　　　　　　　　　　　　　200354新井仁　　　　　　　　　　　730335協和牧場鹿児島分場　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　520005浅川　吉男　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000004000000000000000004000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001002004
UM12004020219871000251198904061990011819870228キョウワルミナス　　　　　　　　　　ｷｮｳﾜﾙﾐﾅｽ                            Kyowa Luminous(JPN)                                         0                   03210311200577サクラシヨウリ　　　　　　　　　　　12219689キヨウワラン　　　　　　　　　　　　11100576パーソロン　　　　　　　　　　　　　12200962シリネラ　　　　　　　　　　　　　　11200045アローエクスプレス　　　　　　　　　12211037ランソレイユ　　　　　　　　　　　　11300150Milesian                            12404038Paleo                               11400173Fortino                             12301160Shirini                             11100697スパニツシユイクスプレス　　　　　　12101405ソーダストリーム　　　　　　　　　　11100936ヴエンチア　　　　　　　　　　　　　12202798シラツカ　　　　　　　　　　　　　　200357佐山優　　　　　　　　　　　730335協和牧場鹿児島分場　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　520005浅川　吉男　　　　　　　　　　　　　　　　　　　　　　　　　　　000014900000000000000000000000000000000000000000000000000000000002000002000000000002000002000000000000000000000000000002000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002001001000004
UM12004020219871000271198906081990101019870503ナンシンピアン　　　　　　　　　　　ﾅﾝｼﾝﾋﾟｱﾝ                            Nanshin Pian(JPN)                                           0                   08210111200780ハツピープログレス　　　　　　　　　12219808スピリーホープ　　　　　　　　　　　11200066フリートウイング　　　　　　　　　　12210837シングルワン　　　　　　　　　　　　11200479スピリツトスワプス　　　　　　　　　12208947サトーホープ　　　　　　　　　　　　11300369Fleet Nasrullah                     12404253Akimbo                              11200085ヴイエナ　　　　　　　　　　　　　　12105736レスリーカリム　　　　　　　　　　　11300075Swaps                               12300013Candela                             11100754フアラモンド　　　　　　　　　　　　12104087アドミラルホープ　　　　　　　　　　200236谷八郎　　　　　　　　　　　230183有里　ノブ子　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　029009塗木　幸二　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001001
