02142101
1,ユメノマイホーム,71.89,56.5,48.4,109
2,サワヤカムスメ,71.92,57.1,49.1,105
3,カンタベリーキッズ,72.48,26.8,54.8,87
4,ドナソレイユ,71.40,64.0,51.1,106
5,ウインアキレア,72.25,77.0,52.2,110
6,カゼノトビラ,72.24,52.9,46.8,99
7,ペイシャパンドーラ,72.67,15.4,47.7,85
02142102
1,スリーチアサウス,61.06,43.0,53.0,93
2,ファービヨンド,60.52,67.1,50.9,116
3,ピサノナイトレイ,60.51,70.6,47.1,113
4,カンシャ,61.93,34.8,58.0,0
5,アップルシェア,60.73,62.7,44.5,103
6,クリノアシュラオー,61.15,51.1,52.3,94
7,ケンブリッジハーツ,61.77,22.6,48.2,86
8,ダンストゥゲザー,60.97,42.7,45.4,94
9,スイープアロー,60.84,57.8,55.3,106
10,クアトロマエストロ,61.09,51.6,49.3,104
11,マダムアグライア,60.33,72.7,50.7,117
12,ダイヤハート,61.62,22.7,45.3,88
02142103
1,デルママルコ,111.30,17.8,51.6,86
2,マッチレスヒーロー,108.86,58.0,49.0,105
3,ゴールデンキャット,110.11,50.2,47.7,95
4,オルドリン,108.45,73.7,52.1,111
5,カーライルシチー,110.02,38.9,50.7,90
6,アスカノゲルニカ,110.08,29.0,49.5,89
7,メイショウトキムネ,108.12,69.7,49.5,114
8,アグレッシブダリア,109.45,49.4,49.2,102
9,ミッキーナイト,108.46,70.4,51.7,0
10,メイショウヴェスタ,110.03,44.2,46.1,89
11,リリークライマー,110.43,35.7,53.9,86
12,マンボプリンス,108.64,62.3,49.0,105
02142104
1,アタルガティス,111.77,24.2,47.3,95
2,キャンティユッキ,112.42,20.0,47.0,81
3,バリス,111.01,57.2,50.7,113
4,エアジャモーサ,110.65,65.7,53.2,109
5,ハートオブクラリス,109.59,79.3,59.5,114
6,ポッドコンジュ,111.87,26.5,44.2,89
7,ローレルトルネード,110.35,80.9,47.5,121
8,プラチナジュエリー,110.80,46.1,57.4,105
9,マサノジュエリー,111.67,40.8,48.3,93
10,オールドケベック,111.04,35.3,55.8,94
11,キャンバス,112.74,22.5,45.7,96
12,ショウナンアトラス,110.23,78.8,54.7,107
13,マイネネフリティス,110.78,43.9,45.7,97
14,エイプキング,110.93,58.7,41.2,100
15,エイシンノーティス,110.99,64.0,48.3,107
16,ウォーターヴォイス,111.19,55.2,53.4,94
02142105
1,ポワソンダブリル,71.30,45.7,45.8,
2,カナリ,71.99,50.3,48.9,
3,マジックシャトル,71.78,74.7,56.1,
4,グランドポピー,70.61,43.0,46.0,
5,オージーアイドル,71.06,50.4,51.6,
6,ノブワイルド,72.20,44.2,48.7,
7,バリキ,70.93,50.3,48.8,
8,カツカモ,72.46,35.9,49.0,
9,ラブローレル,72.84,37.5,50.2,
10,プラチナコード,71.16,65.3,49.6,
11,サトノアッシュ,71.35,52.0,55.1,
02142106
1,マゼンタ,61.56,64.7,50.6,
2,ペイシャピュア,61.44,45.9,44.3,
3,エマージングウルフ,61.50,49.7,52.9,
4,ニーマルボス,61.61,54.3,49.5,
5,アパラパチア,62.35,23.7,42.1,
6,ポッドフィズ,61.76,56.8,50.3,
