2014120606040101
1,ナゲットレイツ,73.84,54.2,53.9
2,サンオーギ,74.19,48.0,55.4
3,ザキス,74.06,41.5,42.7
4,オルフィーク,73.28,65.7,57.7
5,ポッドフィズ,72.78,67.1,50.9
6,クラウンシトラス,73.17,59.8,50.1
7,トシフェアリー,74.94,29.0,43.0
8,ニシノバランス,73.31,67.5,52.3
9,ヌーベルバーグパリ,73.56,62.9,50.6
10,キンカチャ,74.38,36.8,46.7
11,ナンヨーチーク,73.74,48.2,50.3
12,モルジアナ,73.50,70.6,57.1
13,デルマゴシンゾサン,74.57,37.1,47.2
14,ハジメノイッポ,74.13,36.9,41.9
15,カンタベリーキッズ,74.12,44.2,53.1
16,テンプルオブラブ,74.87,29.6,47.1
2014120606040102
1,トーセンラブリー,116.79,63.9,60.0
2,ジョコーソ,119.52,35.8,46.4
3,ダイゴマサムネ,118.24,52.8,51.3
4,バイオンディップス,116.95,67.8,51.9
5,マイネルスウェルテ,119.43,22.6,50.7
6,ツクバイーメーカー,117.08,62.3,50.8
7,ハイヴォルテージ,119.30,18.6,47.9
8,スズカハイヤー,119.09,41.9,53.8
9,コマクサ,118.19,47.6,47.2
10,ヴェルトフリーデン,118.20,53.4,47.4
11,ツクバグランディー,118.43,43.9,51.7
12,クリノジュンチャン,118.15,44.7,43.3
13,ロマンホープ,117.89,58.7,49.7
14,ブラックブリーズ,116.86,69.3,56.1
15,チェリーポセイドン,118.33,58.0,44.0
16,コパノアルディー,117.92,58.0,47.8
2014120606040103
1,マイネルデアデビル,110.86,51.7,45.6
2,マイネルプレアデス,111.96,22.9,45.3
3,ジャジャンケン,112.21,44.6,45.9
4,ショウナンアイ,110.80,42.3,51.3
5,シゲルマツリダ,111.21,50.8,48.3
6,ナリノパシオン,110.61,69.1,48.1
7,ニシノプレシャス,110.75,41.9,43.5
8,ディリジェンテ,110.07,63.5,51.9
9,アルファキンバレー,111.20,29.6,44.9
10,ガルフスター,111.73,21.9,46.1
11,スターチェイサー,110.21,78.1,55.3
12,アヤミーチャン,110.88,45.9,52.4
13,ブレイクエース,110.58,65.9,55.2
14,ミエノサンキュー,111.53,37.9,56.3
15,パピーラヴ,111.08,48.8,57.2
16,ウインエスパシオ,110.65,84.3,52.4
2014120606040104
1,マイネルシュプレム,118.49,47.6,48.3
2,ティティショウジュ,118.57,45.2,45.3
3,ブラックバスター,118.20,52.4,47.9
4,ラブオーディーン,118.19,49.0,54.3
5,リザーヴド,117.90,52.0,44.7
6,コパノチャーリー,117.85,57.2,53.9
