2014041203010101
1,ニシノクラーケン,110.71,41.4,48.3
2,デザイアドライブ,110.88,18.8,47.5
3,ピンクプリンセス,109.31,53.8,50.7
4,シャンパンビーチ,109.36,57.0,61.7
5,パープルシャドウ,110.70,47.5,45.3
6,カガフローライト,111.41,30.4,43.1
7,トーセンパピー,109.41,50.6,56.6
8,ハタノエンジェル,107.79,75.1,56.5
9,イトハユリ,109.48,45.2,56.3
10,ピュアエクセル,107.97,70.0,46.4
11,クラシックセーラ,108.63,56.1,51.8
12,タガノラプランセス,108.91,65.6,47.4
13,ポルテシャンス,109.49,54.8,48.1
14,フロールシータ,109.64,58.0,42.6
15,ベルモントビーナス,111.80,24.9,47.6
2014041203010102
1,コウヨウパール,123.62,37.4,52.6
2,ステイインシアトル,124.11,78.1,54.3
3,アタリクジ,122.38,74.5,46.4
4,ボロブドゥール,124.48,19.8,40.2
5,メーリングキャット,123.30,54.2,53.6
6,ウインステージ,123.29,51.7,47.9
7,ダイナソア,123.58,47.3,49.4
8,マーシャルシップ,122.19,86.5,53.4
9,ドルチェレガート,122.64,53.1,45.1
10,ビビッドレッド,123.47,23.1,42.6
11,シンゲツ,123.73,31.7,58.8
12,トウカイバランス,124.94,46.9,47.6
13,サマーブリーズ,122.67,66.5,46.7
14,マイネルエルピス,123.98,40.1,58.5
15,バトルフェスタ,123.86,35.7,42.8
16,トウショウメソッド,125.19,52.5,60.1
2014041203010103
1,ドラゴングレイス,110.32,37.7,41.6
2,ヴィヴェク,110.31,37.0,48.3
3,ランデックハーツ,109.54,38.0,50.9
4,テイエムペガサス,109.63,41.6,48.6
5,フクノゲイボルグ,109.90,48.4,55.8
6,ショウナンガーラ,109.47,49.3,48.2
7,トウカイエントリー,109.12,62.0,58.9
8,サトノスティング,109.20,45.6,48.3
9,アクアマリンブレス,107.81,70.1,53.8
10,レッドフェザー,108.17,71.7,52.6
11,クリノビシャモン,109.97,39.3,44.9
12,レオトリビュート,110.66,28.2,50.2
13,ワイエムポーター,108.83,61.2,49.3
14,トウケイギムレット,110.21,46.1,46.7
15,メイショウワッフル,108.16,73.1,52.0
2014041203010104
1,タカラプリンス,188.20,,
2,スズカホープ,184.20,,
3,ノエルキャロル,186.45,,
4,トモロポケット,185.28,,
5,エリタージュ,185.16,,
6,タイキサクセション,189.59,,
7,ベロセットレコード,184.94,,
8,セクシイサウンド,184.34,,
9,ビックケン,186.96,,
10,ルーベル,186.02,,
11,トラバント,183.71,,
12,ニシノメイゲツ,183.50,,
13,スカイアクセス,185.44,,
14,テーオーゼウス,185.72,,
2014041203010105
1,ボストンプラチナ,183.81,,
2,シシャモフレンド,182.28,,
3,ヤマニンメダイユ,183.33,,
4,ミヤビファルネーゼ,182.47,,
