2013121506050601,中山,1200,ダート,良
1,パッシオーネラヴィ,73.65,,55.0
2,ヤマタケカントウ,75.27,,45.9
3,ギンザデスポット,73.25,,52.0
4,ランドロワ,73.97,,49.1
5,ローズマリーイチ,74.13,,59.9
6,パルメット,74.40,,47.6
7,ドータン,75.22,,43.4
8,アポロオオジャ,73.29,,54.6
9,デルマラムチャン,74.91,,44.9
10,ジャズコンボ,73.87,,48.8
11,ジョージバジー,75.53,,42.3
12,シェールライン,76.18,,46.7
13,オータムラヴ,73.41,,52.2
14,マイネルモヒート,74.29,,48.4
15,グラスティファニー,74.12,,56.1
16,アイティダイヤ,73.79,,53.0
2013121506050602,中山,1800,ダート,良
1,カンタベリーマーチ,121.29,,47.1
2,ファイントライ,120.60,,50.4
3,オベリスク,117.83,,54.2
4,ジョックロック,118.97,,49.1
5,ウインヴォイジャー,119.08,,51.6
6,シゲルスルガ,121.31,,47.4
7,ヤマニンシャージュ,119.88,,47.1
8,ジェイリーン,120.26,,41.9
9,スパルタカス,120.10,,50.3
10,ロジモン,118.60,,57.8
11,トーセンプレジオ,118.88,,59.6
12,クロフネフリート,118.58,,57.4
13,バーティカルテイル,119.79,,51.0
14,ツクバホシノオー,118.67,,43.7
15,レイニーアプローズ,119.48,,44.6
16,コスモパトラ,118.93,,46.9
2013121506050603,中山,1200,芝,良
1,フジノグランデ,68.62,,54.9
2,シングルカスク,68.86,,47.5
3,ワールドスローン,69.29,,41.3
4,サンデンバー,69.96,,50.7
5,ヴァンデミエール,68.80,,47.6
6,シャドウリーフ,69.20,,56.3
7,メニアオバ,69.02,,48.9
8,アラマサクリスエス,69.24,,50.8
9,カルネアデス,68.78,,48.3
10,スカーレットムーン,69.42,,45.0
11,コスモワッショイ,68.52,,51.6
12,ナリノサチ,68.89,,48.8
13,コーデュロイ,68.76,,53.5
14,コスモドガ,68.83,,54.2
15,フヨウアーミーデー,70.56,,51.3
16,ベニツバキ,68.96,,49.4
2013121506050604,中山,2000,芝,良
1,ヴァルコイネン,123.49,,51.2
2,ハイノリッジ,125.01,,41.8
3,パルファイア,124.92,,44.0
4,フジマサクラウン,123.60,,64.5
5,メリディアン,124.70,,47.7
6,コスモチョコレイ,123.68,,42.6
7,ケイクエスト,123.63,,63.6
8,レッドラウディー,122.90,,68.9
9,トーセンパピー,124.49,,59.6
10,ウインヤード,124.41,,40.3
11,レイズアスピリット,123.92,,47.3
12,ミラクルステイ,125.07,,47.3
13,ショウナンサバンナ,125.66,,40.8
14,カレーニナ,123.95,,61.0
15,クインズトロブラボ,125.08,,42.7
16,テイエムペガサス,124.71,,33.7
17,マイネソルプレーザ,124.66,,46.3
18,フジマサレグルス,124.85,,56.6
2013121506050605,中山,1600,芝,良
1,ホットランナー,97.63,,55.0
2,クールジャイロ,97.88,,51.8
3,スイートルイーズ,97.78,,50.1
4,ハラハラドキドキ,97.45,,53.1
5,オウケングレイ,97.76,,55.7
6,スパークルキャット,98.14,,52.6
7,パステルピンク,96.88,,47.6
8,リトルキング,98.08,,45.1
9,ショウナンバクフウ,98.09,,46.7
10,アサクサレーサー,97.00,,56.2
11,ショウナンガーラ,98.04,,51.6
12,マザーシップ,97.39,,44.1
13,レッドアシェット,96.99,,52.9
14,プロテッツィオーネ,98.44,,38.5
15,クイーンラズベリ,97.20,,49.6
16,ビジータイム,97.32,,49.4
2013121506050606,中山,1800,ダート,良
1,ブルーミーフラワー,119.51,,49.0
2,タケルマヤ,121.00,,46.8
3,マックスユーキャン,120.32,,56.5
4,フジノゴトク,120.10,,48.5
5,ストークス,120.07,,53.2
6,ミスティックアート,120.37,,52.7
7,バイオレットスター,119.46,,50.1
8,サウスゴビ,120.12,,49.8
9,ファンシーミューズ,119.82,,57.9
10,フォトンベルト,120.09,,49.1
11,シップウ,119.69,,46.8
12,フジマサミラージュ,120.97,,42.7
13,ノースエット,120.14,,46.8
2013121506050607,中山,1800,ダート,良
1,ノーブルガイア,115.37,,43.5
2,アポロダッシュ,114.99,,54.0
3,バイタルフォルム,114.91,,51.7
4,ハードロッカー,114.72,,50.1
5,スーパーマダム,115.76,,50.1
6,ウェルウィッチア,115.75,,52.1
7,ビックセイラー,116.95,,51.7
8,オアフライダー,114.98,,50.4
9,リバティーアゲイン,115.01,,51.4
10,マレンカヤ,116.92,,44.9
11,ジオメトリー,115.35,,50.8
12,アイアイエンデバー,116.28,,51.1
13,スリープレシャス,115.43,,51.4
14,ガウチョ,116.16,,46.8
2013121506050608,中山,1200,ダート,良
1,キングオブロー,71.11,,46.6
2,ベルストーリー,71.46,,46.3
3,ミヤビリファイン,71.36,,48.3
4,アルセーヌシチー,72.53,,42.1
5,モズブラックアイ,71.94,,47.1
6,サクラインザスカイ,71.68,,54.5
7,アルベルティ,71.44,,60.9
8,ストロングロビン,72.72,,47.9
9,ガクニホシ,71.64,,52.2
10,タプローム,72.00,,49.2
11,カディーシャ,72.19,,46.6
12,ウインプロスパー,71.57,,47.6
13,ピオニエトウショウ,71.70,,53.6
14,スマートレパード,71.27,,57.0
15,デルマネコムスメ,71.61,,51.7
16,タニマサホーク,71.53,,48.4
2013121506050609,中山,2000,芝,良
1,ブランクヴァース,121.41,,51.9
2,シャドウパーティー,121.50,,56.6
3,アルティスト,122.23,,46.1
4,ナンヨーケンゴー,122.05,,46.2
5,リルバイリル,121.97,,49.0
6,ライズトゥフェイム,121.96,,49.7
7,カムフィー,121.15,,49.6
8,ミエノワンダー,121.65,,49.2
9,アロヒラニ,121.53,,54.1
10,プレイ,122.27,,51.0
11,マグメル,121.51,,46.7
2013121506050610,中山,1200,ダート,良
1,ウッドシップ,71.52,,55.0
2,ノボレインボー,72.68,,41.3
3,クランチタイム,71.33,,49.3
4,ローブドヴルール,71.56,,50.4
5,レッドヴァンクール,71.41,,49.3
6,ルチャドルアスール,71.91,,52.6
7,トレボーネ,71.22,,51.1
8,ワールドエンド,71.07,,54.4
9,エステーラブ,71.76,,49.7
10,エイコオウイング,71.96,,50.3
11,ディアセルヴィス,71.24,,42.6
12,トーセントレジャー,71.43,,47.2
13,ゲンパチメジャー,71.21,,47.7
14,サウンドガガ,71.29,,53.3
15,カフェシュプリーム,71.00,,55.8
16,サザンブレイズ,71.64,,49.8
2013121506050611,中山,1600,芝,良
1,ベルカント,94.58,,48.2
2,テイエムキュウコー,94.65,,41.9
3,アトム,94.31,,52.9
4,マイネルディアベル,94.80,,53.8
5,サトノロブロイ,94.79,,52.8
6,アジアエクスプレス,94.52,,50.7
7,エルカミーノレアル,94.50,,52.9
8,ニシノデンジャラス,94.49,,49.7
9,ツィンクルソード,94.66,,47.9
10,グリサージュ,95.40,,50.9
11,ショウナンアチーヴ,94.51,,52.3
12,アポロスターズ,94.70,,50.2
13,プレイアンドリアル,94.84,,46.5
14,ウインフルブルーム,94.67,,45.1
15,ハイアーレート,94.81,,53.8
16,ショウナンワダチ,94.56,,50.3
2013121506050612,中山,1600,芝,良
1,サンライズメジャー,93.63,,57.3
2,フラアンジェリコ,93.99,,50.0
3,ウインクリアビュー,93.89,,56.6
4,シェルビー,93.95,,48.8
5,フルアクセル,94.05,,48.9
6,ノーブルディード,93.91,,45.1
7,サンブルエミューズ,94.56,,56.3
8,マイネヒメル,94.32,,46.6
9,プランスデトワール,93.64,,50.8
10,サトノネプチューン,94.21,,47.5
11,マイネルアダマス,93.78,,46.1
12,サニーヘイロー,94.45,,46.0
2013121507040601,中京,1800,ダート,良
1,オーミシャンクス,117.62,,50.2
2,ディープカジノ,117.44,,49.1
3,ファインコート,117.97,,49.2
4,ハタノカーリッジ,119.75,,49.6
5,サリレモンド,117.00,,50.6
6,サンライズレーヴ,116.55,,54.3
7,バイザスターン,116.15,,49.4
8,クインズストーム,116.84,,54.0
9,カシノグレイス,119.07,,48.8
10,ペイシャゴンジセ,118.41,,43.6
11,ホープフルハート,118.53,,44.8
12,メイショウバローダ,118.67,,58.3
13,ヤマニンリュタン,119.29,,51.6
14,ランガージュ,117.11,,50.3
15,ザマンダ,117.48,,45.9
16,ヒャクマンバリキ,117.24,,50.3
2013121507040602,中京,1400,ダート,良
