2014061502010201
1,スズカルーブル,107.51,40.8,47.7
2,ソルシエシチー,108.08,46.0,52.8
3,カシマブレイン,108.15,46.6,54.3
4,ショウナンガッチャ,105.70,73.8,53.3
5,メイショウトキムネ,106.98,62.0,50.4
6,セントコロナ,107.54,65.3,58.7
7,レオウィッシュ,108.07,54.0,44.4
8,センノイギダー,107.46,44.4,46.3
9,ティーエスギムレ,106.68,57.7,52.0
10,イノセンテス,106.75,56.7,53.6
11,メイショウヴェスタ,108.62,43.8,48.2
12,リネンアイアン,107.93,31.5,44.9
13,トライアンフシチー,108.29,26.8,43.4
2014061502010202
1,ナムラリズ,61.08,41.5,48.4
2,アルレジェンヌ,60.63,48.3,52.9
3,コスモピンチョス,60.36,68.7,54.3
4,ハンサムオウジ,60.76,60.3,48.2
5,ウールーシュヴァル,60.71,45.3,55.1
6,タイセイデザイア,60.70,50.2,47.6
7,ハッピーベリー,61.57,22.6,46.9
8,リストワール,60.52,76.4,44.4
9,ダイワランクアップ,60.86,47.8,49.2
10,デルマヨッチャン,60.69,21.9,44.8
11,ラダムドー,61.06,41.7,54.1
12,エゴイスト,59.96,74.7,54.1
2014061502010203
1,ファブラノヴァ,71.18,52.0,53.2
2,ケイエスポーラ,71.17,78.1,62.6
3,アイティルビー,71.76,37.1,43.6
4,セクシイガール,70.38,76.2,42.8
5,ヒアーズトウショウ,71.90,20.3,52.9
6,グランデラーゴ,70.64,64.0,51.0
7,ケンブリッジベラ,71.81,18.6,46.9
8,サンドミエシュ,71.21,41.9,49.0
9,クライフォージョイ,71.98,26.7,53.1
10,アメノウズメ,71.23,52.5,50.5
11,ランドロワ,71.10,54.5,54.3
12,エストスマイル,71.68,25.3,48.1
13,アロージェネシス,70.89,76.1,48.9
14,マイネルパナケーア,70.85,60.6,48.5
15,クリノハッチャン,70.66,49.1,44.0
16,ジューンブライトン,71.39,66.4,50.8
2014061502010204
1,ヴェントアウレオ,106.21,62.9,47.4
2,バイザスターン,107.48,59.0,52.5
3,ラモンターニュ,109.87,35.0,44.1
4,ミキノブルーグラス,108.64,29.2,46.9
5,スヴァラッシー,107.85,59.0,52.4
6,リキマル,108.09,53.6,51.2
7,サカジロハンサム,108.54,50.2,51.3
8,シーサイドバウンド,105.96,72.9,49.8
9,テイクトゥモロー,108.77,34.6,49.2
10,ゴールデンキャット,110.04,50.1,47.4
11,ジェイケイニュース,106.15,62.7,50.0
12,ラタンペットロゼ,109.29,25.6,54.7
13,シャッツクヴェレ,107.30,54.6,53.0
2014061502010205
1,トウショウピスト,71.04,65.3,54.4
2,クリノテツマン,72.56,42.3,49.7
3,コスモピンパーネル,72.14,51.9,59.2
4,パレススペシャル,71.20,53.2,55.4
5,クリノヤクマン,71.45,46.9,47.7
6,ガールズライン,71.13,39.2,50.0
7,ルミノーソ,72.33,44.1,43.1
8,ツェッペリン,71.65,58.8,45.0
9,ゴールドエッグ,72.48,39.7,50.9
10,エクシードリミッツ,71.27,55.5,50.2
11,シテール,71.93,39.1,43.8
12,ティーベレヌス,71.85,57.3,49.0
13,トーセンアスリート,71.51,56.1,51.7
2014061502010206
1,ジャストヴィークル,111.92,72.4,55.1
2,ケンタウルス,113.33,29.7,50.9
3,シップウ,112.07,41.8,44.3
4,キシュウセリカ,111.78,30.6,40.9
5,コスモソラフネ,111.45,50.1,56.9
6,カヴァリエール,114.61,22.6,46.2
7,テイエムトッピモン,111.28,58.7,48.7
8,ヘッドライン,113.95,50.3,53.3
9,ケレス,111.50,44.5,55.9
10,クールジョーカー,111.24,75.3,51.9
11,ダッシュスライダー,111.40,33.0,49.9
