06141601
1,サンバデジャネイロ,75.38,,54.6,92
2,カシノワンダラー,75.11,,42.5,81
3,リネンウッド,75.00,,42.7,81
4,ヤマタケカントウ,74.13,,51.2,98
5,マイネルスコープ,73.50,,41.6,97
6,ダイワランクアップ,74.71,,58.9,98
7,オールデフィート,73.27,,48.5,115
8,ワールドタイム,74.21,,59.1,95
9,オメガベントレー,73.77,,52.9,92
10,トーホウクローバー,74.03,,52.2,102
11,ラッキーゴールド,74.53,,48.5,87
12,モアアンドモア,74.06,,49.2,91
13,ディアキンカク,73.89,,49.4,92
14,シゲルシモウサ,74.08,,41.5,94
15,イエローストーン,74.26,,54.3,103
16,ケンブリッジアド,75.42,,52.8,0
06141602
1,ベック,118.23,,53.6,115
2,コスモパトラ,119.02,,47.0,104
3,サウスゴビ,119.26,,51.6,105
4,メイクザカット,119.70,,52.0,98
5,マイネルモヒート,119.40,,50.7,92
6,クールジャイロ,120.05,,52.2,92
7,ストークス,119.89,,52.8,95
8,ウインヤード,119.59,,47.4,104
9,バイタルワンダー,118.28,,45.8,106
10,ペイシャゴンジセ,119.56,,40.6,91
11,ヤマニンシャージュ,120.65,,45.4,89
12,マキシマムフロウ,120.09,,48.3,91
13,フォトンベルト,120.14,,48.9,96
14,スパルタカス,119.24,,51.7,100
15,チャンピオンリング,119.35,,57.3,91
16,ハクタイノカカク,118.34,,54.7,98
06141603
1,マリカ,73.83,,52.5,105
2,ヒラリアス,73.28,,55.4,110
3,マダムアグライア,73.82,,54.1,105
4,サンメンフィス,74.82,,45.3,108
5,ビオレント,74.22,,44.2,87
6,ピンクドラゴン,74.74,,43.6,95
7,ブラックソヴリン,73.39,,46.9,108
8,キレイナオヒメサマ,73.94,,48.2,100
9,プロテッツィオーネ,76.51,,45.2,79
10,トラヒメ,75.83,,53.0,98
11,サンタレジーナ,73.67,,49.5,107
12,サイプリペディウム,73.66,,52.3,94
13,ラララ,74.57,,52.5,98
14,クツワホームラン,74.14,,54.8,110
15,ヒメスズラン,73.37,,49.6,114
16,マイネジュラメント,74.34,,52.9,91
06141604
1,ロワジャルダン,119.31,,59.5,
2,カーリーズタイム,120.76,,42.9,
3,キープシャイニング,119.76,,55.0,
4,メルヘンハート,120.79,,47.9,
5,サトノアルバトロス,119.82,,56.1,
6,テイケイジュエル,120.24,,48.7,
7,ダイワバロニス,120.07,,52.3,
8,ジョイフルハニー,120.25,,52.7,
9,カシマブレイン,119.18,,54.3,
10,クオーターマスター,119.86,,52.0,
11,グラサンギャル,120.68,,49.7,
12,スーパースパーク,120.14,,38.8,
13,ボンドマティーニ,120.30,,51.1,
14,ショウナンマンボ,120.21,,45.2,
15,ベルウッドマカルー,120.28,,43.1,
16,スタースパーダ,120.20,,50.9,
06141605
1,ストーミング,123.79,,49.8,102
2,フェスティヴシー,125.87,,49.0,88
3,タケデンカイザー,123.89,,45.8,91
4,ポッドコンジュ,122.46,,52.0,106
5,キネオハンター,124.94,,53.8,102
6,パイストロピカル,123.03,,40.8,103
7,クラウンイヴ,123.14,,46.4,98
8,レディシャングリラ,122.92,,47.1,114
9,コスモカナメ,123.95,,49.1,93
10,アンリキャトル,123.81,,58.2,118
11,ホウショウマスター,126.24,,47.9,83
12,モンドクラッセ,123.65,,45.2,112
13,コスモヘルム,124.18,,47.8,94
14,マイネルヴェルト,123.22,,55.9,127
15,コズミックライト,122.81,,53.6,116
16,カフェテキーラ,125.66,,57.5,103
06141606
1,キネオリリー,73.30,,55.2,99
2,ケンブリッジサン,72.93,,48.6,116
3,セトノブロッサム,73.24,,51.7,100
4,トウショウブーム,73.59,,57.1,105
5,グリーティングワン,74.18,,49.5,0
6,バーニングハート,73.51,,43.1,113
7,オリオンザプラズマ,73.64,,52.5,96
8,ロマネクイーン,73.75,,47.2,104
9,スズカアーサー,73.76,,45.1,93
10,ガッダムアスカ,73.31,,49.6,107
11,アウルム,73.77,,47.2,93
12,モルフェメアリー,74.21,,46.0,92
13,アイネクライネ,73.28,,52.0,106
14,トドロック,73.25,,59.6,100
15,バルザック,73.82,,47.8,93
16,ファンアットコート,73.84,,47.8,85
06141607
1,デルマカマイタチ,117.91,,44.5,89
2,ミライヘノカゼ,117.53,,53.9,99
3,モンプレジール,116.85,,46.1,102
4,ジャーラベンナ,117.31,,54.5,101
5,リヴァロ,117.82,,54.8,106
6,シゲルリョウケンザ,117.54,,45.7,104
7,マイネルパイレーツ,117.33,,48.9,94
8,ウェルウィッチア,116.32,,56.4,115
9,ヴィルトグラーフ,116.18,,50.2,111
10,レッドレガーロ,117.16,,51.1,90
11,ホクレアポパイ,116.14,,51.3,96
12,リライブナカヤマ,116.26,,47.5,102
13,ナスノニシキ,116.84,,49.7,99
14,アルファメール,117.05,,46.6,103
15,リネンタキシード,118.23,,48.9,94
06141608
1,タサジャラ,72.83,,57.2,121
2,リネンヴィヴィッド,73.77,,42.1,99
3,アラマサウイン,74.57,,46.0,89
4,シークレットアーム,72.87,,50.1,107
5,ウエスタンソーレ,73.31,,47.3,107
6,ヒアルロンサン,74.10,,46.4,89
7,カワキタシャウト,73.53,,54.1,99
8,ユウヅキ,73.75,,46.0,96
9,トシスプリング,74.79,,51.8,96
10,ノボサイボーグ,72.65,,52.6,115
11,ロクイチスマイル,73.21,,46.5,91
12,ヴェンセール,73.45,,48.2,104
13,クリノトルネード,73.03,,54.2,91
14,アラビアンマジック,73.43,,48.9,108
15,タンブルブルータス,73.42,,51.0,110
16,トウカイチャーム,73.36,,57.6,110
06141609
1,ラグタイム,95.30,,54.1,91
2,リヴァートウショウ,96.03,,41.4,0
3,タカラジャンヌ,96.47,,49.0,97
4,ツクバアスナロ,95.93,,53.3,113
5,ペイシャフェリス,96.50,,52.0,110
6,イマスグキスミー,95.57,,51.9,121
7,ニシノミチシルベ,95.62,,49.7,142
8,カウニスクッカ,96.53,,53.6,99
9,ムードスウィングス,96.42,,52.9,110
10,レインボーラヴラヴ,97.20,,40.9,0
11,ダイワラスター,97.21,,52.5,99
12,アッリヴァーレ,97.34,,54.8,0
13,シニョリーナ,96.38,,42.6,93
14,レッドルシアン,96.87,,51.3,98
06141610
1,カフェシュプリーム,71.19,,55.0,121
2,レッドヴァンクール,71.42,,49.6,110
3,エステーラブ,72.08,,48.8,111
4,サウスビクトル,71.48,,52.7,114
5,ディアセルヴィス,71.54,,43.2,98
6,サクラインザスカイ,71.84,,55.5,109
7,ノボレインボー,72.42,,42.0,97
8,ローブドヴルール,71.77,,50.4,122
9,クロタカ,71.63,,61.4,114
10,トレボーネ,72.00,,48.4,85
11,グローリールピナス,72.30,,41.1,86
12,トーホウプリンセス,71.89,,45.4,0
13,ジャーエスペランサ,72.11,,53.8,100
14,キクノフレヴァン,71.60,,42.8,96
15,アメージングタクト,71.40,,53.9,114
16,レギス,71.10,,56.1,118
06141611
1,セイルラージ,93.66,,51.0,120
