06142601
1,オルディネ,119.13,,40.6,90
2,コウセイマユヒメ,117.91,,46.1,104
3,レンブラント,117.75,,51.9,113
4,ジェイケイウィーク,118.25,,53.6,98
5,マイネルラヴォーロ,117.94,,52.2,89
6,エースワン,117.28,,48.2,92
7,タイセイデューク,117.13,,46.4,89
8,トウショウエディタ,117.82,,49.0,101
9,メローワイン,117.39,,49.6,92
10,ラフィナート,118.04,,62.2,96
11,スズトラッド,116.98,,54.0,114
12,トーセンウィンザー,118.65,,43.8,97
13,コイフブキ,119.60,,54.0,98
14,マンボプリンス,117.36,,43.4,94
15,カネトシモナカ,118.35,,54.7,96
16,カガグレイハート,117.59,,50.3,102
06142602
1,アインクラング,72.18,,48.0,111
2,ドライトウショウ,73.91,,50.4,96
3,カシノサプライズ,74.01,,40.9,101
4,フジマサミラージュ,74.76,,45.2,89
5,コグノセンティ,72.15,,57.8,117
6,フジノマユサン,74.45,,55.7,85
7,ケージーオオゾラ,72.46,,52.9,103
8,ベニノラブリー,73.09,,50.9,88
9,スイートジョジョ,73.04,,62.6,93
10,ラヴィングルック,73.54,,51.3,107
11,サンタレジーナ,72.13,,50.7,125
12,サンメンフィス,73.53,,48.5,97
13,オーマイレディ,73.64,,41.4,91
14,アミフジテンショウ,73.95,,48.4,93
15,カイトウショウジョ,75.52,,45.4,96
06142603
1,ハードマティーニ,117.06,,52.6,106
2,タマモマズルカ,115.49,,54.6,113
3,メイクザカット,116.79,,50.7,102
4,タニタニ,117.57,,47.9,107
5,キュウコウノウ,120.06,,44.0,85
6,スーパーハリケーン,117.05,,55.1,104
7,サクラアンプルール,117.53,,57.9,99
8,ガラパゴス,117.41,,47.9,103
9,トーホウビースト,119.57,,49.3,93
10,キタノナガレボシ,119.96,,49.1,85
11,バルコドール,116.78,,44.5,105
12,トーセンエンブレム,117.94,,41.8,104
13,クインズアベハ,118.47,,47.4,93
14,ノースエット,117.13,,46.3,111
15,ピーキー,116.98,,56.4,99
16,リンガスアリュール,116.60,,54.6,109
06142604
1,ショッキングコート,118.55,,44.3,
2,ニシノウィード,118.87,,49.0,
3,ラストミストラスト,119.41,,46.8,
4,ドラゴンズタイム,119.29,,54.7,
5,ドゥーイット,119.56,,50.1,
6,ヴルカーン,119.39,,54.8,
7,ステラストリーム,117.80,,62.5,
8,ダイヤモンドキララ,119.69,,44.9,
9,アリソン,119.68,,46.0,
10,スプリングサヴァン,119.46,,56.2,
11,ララマドンナ,119.72,,50.9,
12,コウジンシュリー,119.36,,45.1,
13,ギンザデネボラ,119.35,,47.5,
14,レッドダニエル,118.62,,52.9,
15,メイプルチャンス,120.17,,41.5,
16,クリアレイク,119.74,,52.7,
06142605
1,パルファイア,136.98,,,96
2,アンプラグド,136.08,,,119
3,カーライルシチー,138.65,,,88
4,サプライズレナ,137.18,,,97
5,モンドクラッセ,135.91,,,129
6,ゾネブルム,139.42,,,98
7,ウルトラバローズ,136.91,,,110
8,ストークス,137.01,,,102
9,スピンタリス,137.88,,,0
10,マイネルミランダス,137.10,,,96
11,コマノアスリート,140.11,,,93
12,キングラナキラ,137.16,,,108
13,フェスティヴシー,138.11,,,86
14,センショウゴールド,138.10,,,97
15,ボビンレース,137.51,,,91
16,マイネグリンダ,137.87,,,97
06142606
1,スパーブデイ,122.76,,53.3,112
2,シャドウダンサー,123.54,,48.9,119
3,ウルパラクア,123.61,,52.9,100
4,ショウナンラグーン,122.67,,45.9,101
5,プリンスダム,124.64,,53.1,91
6,ヴァルコイネン,123.88,,48.6,111
7,ストーリーセラー,122.45,,50.6,113
8,コスモディクシー,124.32,,46.7,85
9,コスモレヴァータ,123.46,,44.0,109
10,カッテ,125.47,,46.3,93
11,テスタメント,124.04,,55.0,119
12,サムソンズシエル,124.22,,51.1,111
13,トップアート,124.15,,52.2,94
14,キミノナハセンター,123.94,,51.4,93
06142607
1,オータムカラー,95.54,,46.0,95
2,モリミヤビ,96.06,,50.8,88
3,ユッカマウンテン,94.95,,51.0,114
4,ボブキャット,95.76,,58.9,104
5,トーセンジャステス,94.99,,52.1,98
6,マイネルコンキスタ,95.13,,41.4,100
7,ベルゲンクライ,95.10,,48.9,106
8,ベラベラ,95.32,,40.1,90
9,アーマークラッド,94.64,,56.3,109
10,アンカジャポニカ,96.30,,51.2,89
11,インステイト,95.00,,50.0,120
12,エグゼビア,95.48,,50.8,104
13,オーゴンチャチャ,95.39,,45.7,103
14,ミッキールドラ,96.28,,58.3,90
15,グッドラックミー,95.27,,52.3,104
16,クロイゼリンチャン,95.52,,46.3,107
06142608
1,ナルミチャン,72.28,,61.0,97
2,フジマサマキシム,72.40,,50.0,113
3,フルーツガーデン,72.97,,44.7,91
4,サマーフェニックス,73.50,,40.4,86
5,ヴェルタート,71.72,,46.3,104
6,マリーズミイ,72.27,,52.3,99
7,セイユウスマイル,72.08,,54.4,118
8,フェアリーライン,71.84,,55.0,109
9,ベストヒット,72.63,,55.2,110
10,コウヨウチャンス,72.68,,55.6,102
11,ハルコマチ,72.86,,51.8,91
12,フランスギャル,71.85,,46.7,104
13,ベルベットメドウ,72.51,,45.9,90
14,トゥユアハート,74.04,,46.2,0
15,エトルアンフルール,72.11,,46.6,116
16,ディアルーモ,73.08,,47.9,88
06142609
1,アルベルトバローズ,69.26,,54.3,112
2,タイセイマテンロウ,69.61,,51.0,106
3,エターナルスター,69.73,,52.8,97
4,フレイムヘイロー,69.49,,51.5,100
5,ラインロバート,69.48,,49.4,101
6,サクラベル,69.46,,50.9,106
7,エネアド,69.80,,55.5,101
8,レッドエレンシア,69.23,,51.0,114
9,ブライトポジー,69.78,,47.0,85
10,ツクバリンカーン,69.71,,48.0,112
11,ファンデルワールス,69.44,,53.6,94
12,エターナルムーン,69.18,,49.8,115
13,マンドレイク,69.45,,46.1,97
14,アドマイヤサブリナ,69.20,,45.8,128
15,リアリティー,70.04,,43.3,91
06142610
1,ケイアイチョウサン,93.95,,50.4,115
2,シャイニープリンス,94.18,,47.3,119
3,チャーリーブレイヴ,94.56,,47.4,97
4,ドリームバスケット,93.69,,53.7,112
5,ザラストロ,94.45,,44.4,99
6,コスモセンサー,93.96,,55.7,104
7,ゼロス,93.86,,55.7,118
8,サンディエゴシチー,94.09,,47.4,110
9,アカンサス,95.32,,51.1,98
10,サワノパンサー,93.90,,51.1,125
11,カオスモス,94.11,,52.0,121
12,コスモソーンパーク,93.82,,50.3,114
13,アルフレード,94.22,,55.2,101
14,ワキノブレイブ,94.10,,39.7,111
15,スズジュピター,94.55,,48.0,85
16,ミッドサマーフェア,94.35,,50.5,119
06142611
1,クラウンロゼ,108.98,,47.2,97
2,ノボリディアーナ,108.13,,49.7,107
3,エバーブロッサム,108.38,,54.1,115
4,アグネスワルツ,108.20,,45.8,118
5,ノーブルジュエリー,107.74,,49.6,126
6,フーラブライド,108.03,,50.8,122
7,エディン,108.60,,46.3,98
8,セキショウ,108.83,,48.9,102
9,コウエイオトメ,107.95,,47.2,94
10,エクセラントカーヴ,107.67,,53.5,125
11,サンシャイン,109.05,,55.0,97
12,アロマティコ,107.98,,51.4,115
13,ケイアイエレガント,108.44,,51.6,99
14,キャトルフィーユ,108.52,,59.2,114
15,サクラプレジール,109.42,,44.3,90
16,トーセンベニザクラ,108.78,,45.4,104
06142612
1,サウンドトゥルー,113.74,,50.6,124
2,サマーティアラ,113.95,,52.2,101
3,グランマルシェ,114.71,,51.5,77
4,ワンダーロード,113.61,,50.0,120
5,バーチャルトラック,114.30,,41.2,88
6,ロマンシングジェム,114.09,,55.5,103
