2013120106050201,中山,1200,ダート,良
1,モリトビャクミ,73.29,,54.6
2,シゲルシモウサ,74.95,,41.1
3,ドリームアスリート,74.96,,67.2
4,カンタベリーワルツ,75.98,,41.8
5,ケイツーウラノス,75.15,,44.5
6,カウンターハッセキ,74.08,,47.0
7,レッドローズキング,74.47,,52.3
8,コスモクラヴィス,73.85,,55.5
9,メテオーロ,74.53,,42.8
10,フジマサレジェンド,73.31,,52.6
11,ギンザデスポット,74.46,,56.7
12,エヌワイゴールド,75.32,,39.3
13,イナカノホシ,75.07,,47.7
14,バイタルワンダー,74.15,,50.6
15,ダイメイリシャール,73.78,,55.2
16,ウソブキアリク,75.25,,51.1
2013120106050202,中山,1800,ダート,良
1,ポッドタイム,119.83,,50.2
2,ニヴォーズ,121.24,,48.5
3,トーセンエンブレム,119.29,,43.4
4,ロブロイクリス,120.23,,47.7
5,ニシノモリンガ,119.21,,53.8
6,アンジュバーグ,120.94,,50.7
7,メリーウィドウ,118.69,,54.5
8,デグニティクローズ,118.33,,50.0
9,パナシュドール,119.95,,58.1
10,コスモラヴモア,118.23,,45.3
11,ローツェ,120.81,,46.6
12,ディアヴォーグ,119.54,,45.5
13,バロンドール,120.44,,55.0
14,ドリームエルダー,119.42,,45.3
15,キネオフライト,118.79,,55.4
2013120106050203,中山,2000,芝,良
1,チリトテチン,125.54,,52.6
2,ボーノボーノ,123.60,,62.4
3,ファイネストアワー,123.55,,43.3
4,フリークウェーブ,125.27,,55.5
5,ラハイナルナ,123.62,,55.8
6,クリノグラスオー,125.87,,34.3
7,マイネルヴェルト,123.45,,59.5
8,イタリアンフェッテ,124.73,,48.2
9,グリーンソード,124.87,,48.2
10,レオパフューム,126.45,,48.8
11,ムードスウィングス,123.84,,66.1
12,カワキタアロー,124.27,,45.9
13,アイヅバレット,124.95,,41.5
14,ミュゼクリエイター,124.01,,60.6
15,コスモカパルア,123.92,,51.1
16,マイネルミランダス,124.63,,41.7
17,ダイワインテンス,124.24,,57.1
18,ポッドソレイユ,125.38,,27.5
2013120106050204,中山,2880,障害(直線ダ),良
1,ショウナンワヒネ,198.03,,
2,ドリームセーリング,196.58,,
3,スズカホープ,198.64,,
4,クリノメダリスト,199.49,,
5,イオンドライブ,197.14,,
6,ジョウノメジャー,198.29,,
7,ヤラマイカ,197.98,,
8,テンジンキヨモリ,199.40,,
9,ネフライト,198.32,,
10,レッドグルーヴァー,194.73,,
11,カシマシャドウ,198.77,,
12,キープトライン,199.79,,
13,トップエトワール,198.55,,
2013120106050205,中山,1200,芝,良
1,フェスティヴシー,69.85,,51.9
2,コスモドガ,69.84,,50.7
3,ジョウノローズ,69.57,,53.6
4,ムーンパスラブ,70.09,,50.0
5,デュフール,69.93,,47.7
6,ポケットエース,69.72,,51.7
7,フジミノル,69.87,,54.0
8,シゲルシナノ,70.17,,51.2
9,カシノレント,71.60,,48.1
10,アラマサクリスエス,69.94,,51.4
11,サプライズライン,69.83,,51.3
12,サンメンフィス,71.74,,46.8
13,アイティファースト,69.86,,41.7
2013120106050206,中山,1800,ダート,良
1,ツクバホシノオー,120.48,,44.7
2,カネトシモナカ,120.70,,50.3
3,グットノイズ,120.69,,60.9
4,ミレシア,120.77,,49.6
5,サピエンティア,120.26,,49.8
6,ミュゼストリート,119.59,,53.8
7,ネクストロード,120.25,,47.7
8,ストラクチャード,120.79,,44.5
9,メイクザカット,120.35,,50.5
10,ホワイトスネーク,120.46,,49.9
11,ベストヴィジョン,120.76,,48.4
2013120106050207,中山,1200,ダート,良
1,サノイチ,72.90,,50.6
2,クインズセブン,73.59,,53.5
3,ディアゴッホ,73.91,,47.7
4,プリサイスエース,72.73,,50.6
5,ロマンシーズ,73.17,,52.5
6,ウエスタンメルシー,74.04,,46.7
7,ファンファーレ,73.33,,49.3
8,アーネストミノル,72.95,,52.0
9,ペガサスジュニア,73.23,,53.2
10,キタサンシンゲキ,74.56,,47.9
11,フレンチフェロー,73.44,,47.9
12,ウイングラビティ,73.58,,48.1
2013120106050208,中山,1200,ダート,良
1,ハイエストクライム,73.01,,54.8
2,サーストンデンバー,72.03,,57.4
3,フィンデルムンド,72.20,,43.3
4,スズヨストラ,72.92,,42.5
5,シャトルアップ,73.22,,48.3
6,シュナップス,72.31,,58.1
7,セツナ,72.38,,47.6
8,タツショウワ,72.77,,51.4
9,タイキグラミー,72.32,,55.3
10,カワキタシャウト,73.90,,54.8
11,ヘンリーフォンテン,72.76,,50.3
12,アファーブル,72.57,,46.5
13,ビービーボイジャー,72.75,,41.2
14,アドバンスコンドル,72.74,,48.3
15,ナムラビーム,72.58,,48.5
16,ピグマリオン,71.88,,51.8
2013120106050209,中山,1800,ダート,良
1,イッシンドウタイ,114.01,,54.4
2,ヒラボクマジック,114.55,,53.1
3,トップオブカハラ,115.58,,44.1
4,クリノヒマラヤオー,115.20,,55.4
5,ラヴェルソナタ,115.78,,44.5
6,センキ,113.78,,55.5
7,テーオーストーム,117.01,,45.8
8,スカーレル,114.64,,50.5
9,エーペックス,115.43,,42.3
10,ヒメサクラ,115.60,,45.4
11,アサクサポイント,115.49,,59.5
12,トウショウギフト,114.40,,55.1
13,クラリスピンク,115.72,,50.3
14,リアライズナマステ,115.61,,49.0
15,オリオンザスター,115.62,,50.8
16,ポルスターシャイン,115.34,,44.3
2013120106050210,中山,1200,芝,良
1,セイコーライコウ,67.88,,54.9
2,ハングリージャック,69.34,,52.4
3,エスカーダ,68.65,,39.3
4,コウヨウアレス,67.87,,52.7
5,ブルームーンピサ,68.39,,56.8
6,ヤマニングルノイユ,68.75,,44.6
7,グローリールピナス,68.50,,38.9
8,シーブリーズライフ,68.64,,56.4
9,サトノヒーロー,68.34,,50.4
10,ジャーエスペランサ,68.35,,53.5
11,ターニングポイント,68.76,,41.5
12,ツインクルスター,68.44,,51.2
13,ダノンフェアリー,68.54,,50.0
14,アグネスウイッシュ,68.69,,52.2
15,ロードバロック,68.40,,48.2
16,ラフレーズカフェ,68.45,,56.9
2013120106050211,中山,1600,芝,良
1,ウインプリメーラ,93.47,,47.9
2,ウインクリアビュー,93.83,,57.1
3,ノボリディアーナ,93.84,,51.8
4,レイカーラ,93.86,,54.4
5,フローラルホール,94.64,,45.1
6,エスピナアスール,94.81,,49.0
7,トーセンベニザクラ,93.65,,52.1
8,ミッドサマーフェア,93.55,,48.0
9,マイネイディール,94.85,,46.3
10,ダンスファンタジア,94.09,,49.2
11,ビーナストリック,94.48,,42.0
12,アミカブルナンバー,93.59,,57.0
2013120106050212,中山,2500,芝,良
1,マイネルテンクウ,153.72,,
2,セミニョン,153.39,,
3,マイネルリヒト,153.48,,
4,マイネルサンオペラ,153.75,,
5,ミレニアムゴールド,153.70,,
6,コスモカンタービレ,154.06,,
7,マイネルジェイド,153.49,,
8,アースステップ,153.50,,
9,ゴーゴーヒュウガ,154.72,,
10,アドマイヤネアルコ,153.47,,
11,ルシャンベルタン,154.10,,
12,ピュアソルジャー,153.36,,
2013120107040201,中京,1400,ダート,良
1,クラウンデュナミス,86.68,,52.4
2,アスターノワール,87.82,,44.7
3,ザマンダ,87.14,,48.1
4,ヒシサブリナ,86.87,,54.9
5,チャーマー,87.10,,54.2
6,デモクラシー,88.04,,42.4
7,バンキッシュライン,89.94,,43.8
8,カシノグレイス,88.71,,58.1
9,アスターカウンティ,88.24,,55.1
10,タイセイパラゴン,86.77,,50.2
11,メンカウラー,87.17,,51.6
12,サンライズホーム,87.13,,49.8
13,シゲルキシュウ,87.29,,52.7
14,リンガスアリュール,86.80,,44.0
15,ナガラフライト,88.08,,57.8
16,ディープカジノ,87.01,,40.0
2013120107040202,中京,1200,ダート,良
1,ハルシュタット,72.98,,56.7
2,チェリービスティー,73.85,,42.3
3,ヴェリタスローズ,73.42,,43.4
4,アサケゴマ,72.86,,46.0
5,ミッドナイトリバー,73.52,,47.7
6,シンチノクリチャン,74.82,,52.0
7,シャンパンルージュ,73.15,,53.6
8,アグネスピンキー,73.10,,48.5
9,スーパーアース,73.56,,43.5
10,ジーピークロス,72.77,,53.0
11,ワキノネクサス,73.13,,50.9
12,オードゥルルド,73.20,,51.7
13,メイショウヒメユリ,72.73,,47.3
14,キセキノハナ,73.38,,48.6
15,ピースオブアイ,72.65,,56.5
16,プリティーキャロル,72.74,,58.1
2013120107040203,中京,1800,ダート,良
1,トウショウアミラル,114.57,,43.9
2,アズマユニヴァース,115.63,,52.9
3,ワンダーストラ,115.15,,43.5
4,メイショウソレイユ,116.04,,45.6
5,ヒミノオオタカ,114.29,,53.4
6,ノーネームホース,116.28,,48.1
7,スズカヘリオス,115.36,,42.8
8,トゥヴァビエン,114.19,,46.6
9,フューチャステップ,114.69,,50.1
10,ミキノノボリリュウ,113.88,,58.4
11,ウォースピリッツ,114.31,,57.2
12,エーシンデューク,114.06,,53.6
13,ムテキザセカンド,115.05,,47.7
14,ランドブリーズ,114.17,,53.5
15,ワンダーブラザウン,115.98,,51.7
16,トゥイードルダム,117.47,,51.0
2013120107040204,中京,1600,芝,良
1,ケイビエント,98.13,,56.7
2,ペルーティアラ,97.27,,53.6
3,トウケイアロー,97.21,,41.9
4,サトノスティング,97.69,,49.0
5,アサカバハムート,97.90,,56.1
6,カゼノコ,97.37,,42.2
7,キエレメムーチョ,96.36,,52.3
8,クリノカンパニー,96.78,,44.1
9,ペイシャフェリス,96.93,,57.4
10,ウインシビュラ,97.44,,55.5
11,ナイフリッジ,96.88,,51.4
12,クロスソード,96.76,,52.5
13,モーレアモーレ,96.46,,45.1
14,コスモミヅハノメ,97.56,,41.6
15,エンチャンター,97.25,,42.4
16,モンスターバローズ,96.68,,58.3
2013120107040205,中京,2000,芝,良
1,ルヴァンカー,123.72,,56.6
2,ミトノシンボリ,123.99,,55.8
3,ヒロシデラックス,123.78,,50.2
4,テイエムスラッガー,123.88,,42.3
5,ローレルトルネード,123.48,,47.8
6,ブラウンネプチュー,124.11,,44.0
7,ウイントゥモロー,123.70,,50.6
8,ブレイヴリー,122.58,,58.5
9,ジャストヴィークル,123.66,,53.3
10,サウンドモニカ,124.76,,49.9
11,ゼンノブローアップ,123.24,,58.7
12,ストーリーセラー,122.60,,57.8
13,オペラハット,123.65,,43.6
14,トウケイギムレット,124.09,,39.0
15,トシザシャイン,124.41,,48.2
16,ディープフォンテン,124.00,,44.7
17,グロリアスカフェ,122.83,,48.9
2013120107040206,中京,1900,ダート,良
1,ゴールデンパピオン,121.62,,
2,ブロードスター,121.35,,
3,ワンダーフロレゾン,122.94,,
4,マイネルハートレー,121.24,,
5,メイユール,121.53,,
6,メイショウシャイン,121.85,,
7,ジョウノグロリア,123.67,,
8,アグネスグローリー,123.31,,
9,ヴィアレーギア,120.88,,
10,メイショウソラーレ,121.05,,
11,ステアトゥヘヴン,121.76,,
12,オリオンザムーン,121.11,,
13,チュウワストライク,121.25,,
14,ナンヨーノキョー,121.63,,
15,アーサーバローズ,120.99,,
16,トウショウカムイ,122.29,,
2013120107040207,中京,2000,芝,良
1,マイネアルナイル,121.80,,39.1
2,プラチナテーラー,121.41,,43.9
3,ミラクルルージュ,121.71,,70.6
4,モスカートローザ,122.29,,49.2
5,ダイアゴナルクロス,121.74,,49.8
6,カラフルブラッサム,121.88,,56.2
7,ルーベンスクラフト,122.08,,53.1
8,エスターブレ,122.48,,40.9
9,モモトンボ,121.27,,59.3
10,カレンケカリーナ,122.19,,51.7
11,レッドカチューシャ,121.85,,71.8
12,インカンデセンス,122.15,,44.8
13,テイコフトウショウ,122.40,,45.7
14,トーセンオーラ,121.98,,35.2
15,マイネグラディウス,122.13,,41.8
16,ゴールドテーラー,121.84,,56.0
17,アースザスリー,122.30,,42.6
18,シュピッツェ,121.91,,48.4
2013120107040208,中京,1800,ダート,良
1,スナーククラウン,115.65,,52.0
2,カトラス,114.25,,47.4
3,トーホウビッグガン,114.74,,51.0
4,シナーラ,114.65,,59.7
5,リンガスクリフ,114.43,,43.3
6,ラブトゥオール,113.91,,47.0
7,パリーナチャン,115.11,,45.3
8,サクセスフルビッド,113.60,,58.7
9,アストロフォンテン,117.41,,43.4
10,タマモアルバ,115.25,,53.0
11,ユキノスライダー,114.68,,47.9
12,ボストンリョウマ,114.08,,55.1
13,クラウディオス,114.57,,43.2
14,ダイワマークスマン,114.90,,52.5
15,ブリスコーラ,114.59,,53.4
16,マルシゲサムライ,114.91,,47.2
2013120107040209,中京,1400,ダート,良
1,アンカジャポニカ,87.51,,38.4
2,ブランドハーバー,88.10,,47.4
3,ナムラケンシロウ,86.39,,52.1
4,プレミアムゴールド,85.74,,50.2
5,サイレンスバード,86.24,,46.3
6,スノーモンキー,85.85,,50.5
7,ドリームジェダイ,86.38,,52.2
8,アプローチミー,86.70,,55.2
9,サトノアビリティ,87.02,,56.1
10,シルクアポロン,86.69,,51.9
11,キクノメテオ,87.62,,46.7
12,グランラファル,86.95,,45.5
13,ラヴァンドゥー,86.99,,51.8
14,シゲルアボカド,86.94,,47.0
15,ワンダージョイア,88.37,,54.5
16,ムニン,88.54,,54.3
2013120107040210,中京,2200,芝,良
1,フェアープライド,136.75,,
2,グランスエルテ,135.39,,
3,トーセンギャラリー,134.98,,
4,アドマイヤエレノア,136.23,,
5,カンタベリーナイト,135.45,,
6,ゴッドフロアー,135.44,,
7,トウショウプライド,135.88,,
8,トリガー,136.22,,
9,サンライズウェイ,135.43,,
10,マルケサス,135.17,,
11,ダイシンハンター,135.87,,
12,コスモアウリンコ,136.20,,
13,スリーアフロディテ,134.61,,
14,スリーヴェローチェ,135.89,,
15,タイセイドリーム,135.27,,
16,セルリアンディンゴ,136.36,,
17,スペルヴィア,135.26,,
18,マイネルクレイズ,135.95,,
2013120107040211,中京,1200,芝,良
1,マイネサヴァラン,68.93,,68.1
2,ニコールバローズ,68.67,,46.5
3,ボンジュールココロ,68.83,,38.8
4,アンチュラス,69.36,,40.4
5,ゴールデンムーン,68.96,,49.1
6,ヤサカシャイニー,69.71,,49.7
7,シンジュボシ,68.76,,72.1
8,ヤマニンプチガトー,68.78,,61.7
9,シゲルオレンジ,69.99,,48.1
10,アブマーシュ,69.26,,63.3
11,コスモアンダルシア,70.30,,43.9
12,ラヴァーズポイント,69.20,,45.7
13,カフヴァール,69.11,,54.1
14,フィリラ,69.29,,46.8
15,バラードソング,69.25,,44.1
16,シェルエメール,68.92,,45.4
17,スピークソフトリー,69.50,,45.5
18,ラーストチカ,69.96,,36.7
2013120107040212,中京,1400,芝,良
1,メイショウライナー,82.46,,67.1
2,オメガセニョリーナ,82.33,,53.1
3,エーデルシュタイン,83.32,,53.4
4,キタサンエピソード,82.23,,56.4
5,ジェネスサンキュー,83.21,,50.9
6,トシザグレイト,82.09,,55.4
7,リネンヴィヴィッド,83.67,,36.5
8,エクスクライム,82.37,,61.8
9,クランドールゲラン,82.86,,55.4
10,グインネヴィア,82.85,,57.8
11,ドラゴンサクラ,82.68,,55.3
12,レインボーカムカム,82.87,,28.8
13,ジョーアカリン,82.11,,48.5
14,フレンチボウ,82.54,,44.1
15,ツヴァイハンダー,83.12,,41.2
16,ナンプー,83.20,,50.9
17,ピンポン,82.61,,51.1
18,マイネモントル,82.64,,32.5
2013120109050201,阪神,1200,ダート,良
1,カネツスペシャル,74.84,,44.9
2,イロリ,74.37,,49.5
3,メイショウホウトウ,73.52,,49.7
4,ハクユウカンベエ,74.18,,48.6
5,ティーエスキセキ,75.26,,46.8
6,カシノチャンプ,75.46,,48.9
7,ロードメビウス,73.75,,53.9
8,クーゲル,73.28,,51.7
9,ウォーターブギウギ,74.51,,48.0
10,カネトシエンパシー,75.02,,53.2
11,サージェントペパー,74.60,,56.8
12,シゲルビッチュウ,75.19,,49.8
13,シャイニングホープ,73.57,,51.2
14,タマモパンテオン,75.00,,46.9
2013120109050202,阪神,1800,ダート,良
1,シゲルヤシュウ,119.06,,52.3
2,ガルグイユ,116.40,,51.4
3,ダノンブレイブ,116.52,,53.5
4,ビクターミノル,116.91,,49.8
5,エクストラゴールド,115.92,,52.3
6,サザンキング,117.51,,47.7
7,モッシュ,116.80,,46.1
8,ワクワクカンヲ,115.94,,45.6
9,フドーシン,117.62,,47.4
10,シゲルエチゴ,117.25,,53.0
11,ロングリバイバル,116.09,,50.8
2013120109050203,阪神,1600,芝,良
1,ナムラキッス,95.74,,48.4
2,レッドハミング,96.86,,46.1
3,ビアンコカンドーレ,95.67,,50.8
4,アイスブレイク,95.79,,55.8
5,オールオブナイト,95.26,,54.6
6,ヒデノヒロイン,96.24,,44.2
7,マイネマレフィカ,96.34,,48.8
8,ジョーリブラン,98.62,,47.2
9,リラヴァティ,95.53,,48.3
10,イレーヌ,96.33,,52.1
11,アクトナチュラリー,95.57,,51.1
12,ティップトップ,96.08,,49.9
13,コスモアイオライト,96.22,,49.2
14,ミヤジレイナ,97.34,,53.4
2013120109050204,阪神,1800,芝,良
1,テイエムオドロキ,111.69,,45.9
2,ガリバルディ,109.12,,55.3
3,ウルパラクア,110.09,,53.1
4,マイネルティエラ,109.47,,47.4
5,ダノンロンシャン,109.27,,49.4
6,ハーレムシェイク,110.28,,46.6
7,ロードヴォルケーノ,108.99,,53.7
8,エクストレミティー,109.08,,51.8
9,アグネスミニッツ,109.33,,49.2
10,シーサイドバウンド,109.01,,49.6
11,クニサキオペラ,109.91,,47.0
12,ウインアルチザン,109.58,,51.0
2013120109050205,阪神,2000,芝,良
1,ミッキーデータ,126.35,,55.7
2,ナインテイルズ,126.70,,49.7
3,メジャーホープ,126.64,,46.2
4,リゼタイムス,126.29,,50.9
5,ヒルノアドリアーノ,126.21,,48.1
6,アバンサル,126.81,,48.4
7,アドマイヤコウベ,127.06,,49.2
8,エイシンミッキー,126.93,,45.9
9,ハートフルデイズ,126.28,,52.9
10,コルサーレ,125.94,,53.0
2013120109050206,阪神,1400,芝,良
1,ミヤジマルゴ,83.66,,61.6
2,メイショウサルーテ,84.09,,37.3
3,クイズリングテラス,84.26,,36.8
4,ムーンシャイン,84.37,,42.3
5,チョウアコガレ,84.85,,46.7
6,レインボーダンス,84.14,,40.5
7,クインズラッシュ,83.89,,58.3
8,ボワレット,83.68,,63.6
9,スズカローラー,83.97,,50.8
10,ヒルノマテーラ,83.88,,62.2
11,メイショウナギサ,84.08,,53.4
12,ツルミユニコーン,84.38,,40.2
13,キミニヒトメボレ,83.92,,59.9
14,ファービヨンド,83.84,,57.1
15,マサノロマンス,84.36,,37.9
16,サダムアリガトウ,83.64,,58.1
17,エイユーチャキーラ,83.95,,37.2
18,レモンティー,84.01,,55.9
2013120109050207,阪神,1400,ダート,良
1,メイショウゾンビ,85.50,,57.7
2,ミッキーワールド,86.99,,47.1
3,サウンドブレーヴ,86.01,,50.4
4,ニホンピロオーロラ,86.87,,50.9
5,ハヤブサ,85.54,,43.1
6,シゲルユズ,90.46,,51.6
7,テイエムキュウベエ,85.94,,50.1
8,ジョウショーキング,86.49,,40.4
9,スマートマーズ,85.74,,53.3
10,テイエムエビスオー,86.66,,38.2
11,シゲルケンシン,85.38,,49.5
12,アドマイヤシャドウ,86.26,,49.3
13,ジョーラプター,86.35,,49.3
14,ヴァルナビット,86.00,,49.8
15,トランザムスター,85.93,,59.4
16,エイシンライアン,86.23,,60.0
2013120109050208,阪神,1800,ダート,良
1,メイショウドゥーマ,113.65,,45.1
2,シルクプラズマ,113.47,,47.8
3,ソルモンターレ,114.00,,53.1
4,アドマイヤジャコモ,114.36,,43.1
5,エアラギオール,113.54,,50.3
6,シゲルモトナリ,114.70,,43.1
7,スズカウラノス,113.09,,50.8
8,トミケンユークアイ,113.48,,47.3
9,ランミネルバ,114.65,,53.0
10,エクストラセック,113.90,,55.3
11,エクセルフラッグ,113.80,,44.3
12,ピンウィール,113.24,,60.0
13,クローバーリーフ,113.68,,56.2
14,ショウナンマオ,114.17,,48.9
15,ファーマジェンヌ,114.75,,51.6
2013120109050209,阪神,1400,ダート,良
1,ケンブリッジギルド,86.28,,50.7
2,アンズチャン,86.07,,45.2
3,プロスパー,86.41,,45.2
4,セレッソレアル,87.11,,48.3
5,ビタミンエース,86.71,,53.9
6,クリノプリムラ,87.73,,49.0
7,ニューヘリテージ,86.63,,50.1
8,メイショウシンシア,86.08,,50.2
9,グランベラミ,87.43,,45.8
10,ベストルーラー,85.53,,61.0
11,ランウェイワルツ,86.68,,48.3
