2014101205040201
1,メイプルレインボー,101.86,64.5,45.8
2,クリノトイトイ,103.22,36.5,37.2
3,ノースランドボーイ,99.47,76.7,50.1
4,ドラゴンパイロ,101.08,73.5,61.0
5,ウインヴァンノ,103.21,36.8,50.5
6,ミュークロール,101.04,63.2,53.5
7,フライガイザー,103.23,47.3,55.5
8,トーセンアーネスト,101.35,61.2,48.5
9,ベニバナオンリー,104.96,25.8,44.0
10,ロードステルス,103.87,40.0,46.9
11,ロマンホープ,103.06,29.6,52.8
12,オルグ,101.80,62.6,59.4
13,スクリーンヒロイン,104.55,34.2,49.8
14,シルフ,101.79,63.7,52.1
15,セイウンアワード,104.05,31.5,48.8
16,ゴールドクェスト,102.38,52.0,44.1
2014101205040202
1,カッテカテグリーン,96.03,58.8,58.8
2,クリノスイートピー,96.57,42.5,47.1
3,ヴァンドデセール,96.74,31.3,44.7
4,バイレ,96.46,67.3,40.3
5,ラパンルージュ,96.56,49.2,45.7
6,ネコレーヌ,96.73,50.6,45.5
7,レディームーン,96.47,39.9,33.7
8,ダブルフラワー,96.28,62.1,42.5
9,カンデラ,95.83,75.9,55.6
10,エグランティーナ,96.10,75.5,63.2
11,メイショウサワヤカ,96.07,64.8,52.4
12,ブランダルジャン,95.96,72.3,67.4
13,トーセンバレッタ,97.62,29.4,48.4
14,ショウナンアデラ,95.67,78.4,68.3
15,カンタベリーヒメ,97.18,22.7,50.8
16,テンプルオブラブ,98.17,17.3,34.1
17,プラチナムスタング,96.30,33.0,54.1
18,ユノ,96.94,28.2,47.3
2014101205040203
1,ラブキッス,84.33,33.6,40.3
2,スマイルミーティア,83.04,74.0,59.1
3,ファルブナイト,83.55,69.1,51.1
4,イキオイ,83.80,67.4,65.5
5,カシノリコーダー,85.12,33.5,46.2
6,シテール,85.29,16.0,28.0
7,シゲルルミナリエ,83.72,53.4,49.5
8,スラリーアイス,83.88,36.5,45.1
9,ヴィクトリーノース,83.73,69.5,59.2
10,クリーミーボイス,82.61,76.0,66.4
11,ホウザンモモ,84.26,40.5,50.5
12,サンオーギ,84.40,23.3,48.5
13,レッドブラッサム,82.93,64.0,56.1
14,リガドール,84.08,34.9,48.0
15,モアニレフア,84.28,44.8,57.3
16,ペイシャランラン,84.25,41.8,45.2
17,リミットブレイク,83.98,68.2,50.7
18,サークルワルツ,83.87,52.6,33.1
2014101205040204
1,コンチプラン,82.23,52.6,45.8
2,リリーウイナー,81.53,64.3,44.9
3,フォーワンタイキ,82.22,45.1,51.6
4,ウォーターリリー,82.88,48.6,51.1
5,トーセンテレマーク,82.39,43.6,45.1
6,コウエイトゥルース,81.45,61.4,58.2
7,スピンキャッシュ,82.98,43.3,45.9
8,ケイジーオプティー,83.36,49.8,44.4
9,グローリアスアーク,82.42,50.2,49.4
10,サンチュータ,82.47,49.7,64.6
11,レーヴシャルマン,81.50,46.2,54.3
12,サンコールドウェル,82.48,42.6,44.8
13,ヒルプリンセス,82.72,49.0,46.7
14,ブラウンマリンガー,82.10,53.7,53.3
15,レザンドゥオール,81.39,57.1,57.0
16,フルオブラヴ,82.35,42.1,42.8
2014101205040205
1,ラブユアマン,111.70,51.9,48.9
2,ロジナン,111.45,44.8,56.5
3,ステイリッチ,111.95,62.5,52.5
4,アフェクシオン,111.88,32.8,45.4
5,ダイニヨシゼン,112.08,41.9,43.7
6,エニグマバリエート,111.65,59.0,57.6
7,ウイングチップ,111.62,60.5,53.3
8,ギンザミラージュ,112.19,40.0,42.8
9,テキスタイルアート,111.99,45.9,46.7
10,フランクジョイ,112.29,47.6,47.2
11,ドゥラメンテ,111.73,62.5,55.5
2014101205040206
1,サプライズライン,80.09,67.2,61.7
2,マリーズミイ,80.76,38.7,44.0
3,マイネオレンジ,80.34,34.1,43.9
4,アルテミシア,79.99,54.6,47.8
5,マレーナ,79.74,77.2,52.3
6,グラスルノン,80.38,55.2,55.3
7,メテオレイン,80.50,45.2,49.1
8,フランスギャル,80.91,30.5,48.8
9,ミュール,81.13,28.7,45.3
10,パイメイメイ,79.71,75.2,46.1
11,ユキノビリーブ,80.92,36.6,51.8
12,ニシノラピート,80.17,69.2,55.1
13,カゼノサファイア,80.08,55.9,52.7
14,ヒメスズラン,80.28,51.0,47.8
15,レディーピンク,81.09,28.6,48.4
16,スペルオンミー,80.74,51.1,49.8
2014101205040207
1,ジューヌノーブル,101.54,17.5,40.7
2,ビッグギグ,98.74,71.8,54.9
3,ボンジュールキラリ,99.65,49.4,48.8
4,カシノカーム,100.32,25.4,47.4
5,エストゥペンド,99.06,74.5,60.4
6,ラシアンカウボーイ,99.22,54.2,50.9
7,ポンデザムール,99.13,64.6,44.9
8,アイアイエンデバー,99.51,55.5,50.7
9,トウショウプライド,99.61,48.5,47.5
10,コスモチャイム,100.06,29.5,49.0
11,ホクレアポパイ,99.52,51.4,49.3
12,ジュガンティーヤ,99.64,48.5,49.9
13,キネオレジェンド,99.46,49.3,55.1
14,アンジェリック,99.50,59.2,50.4
2014101205040208
1,タイセイグルーヴィ,146.49,72.2,53.2
2,イルポスティーノ,147.01,34.2,45.2
3,カムイミンタラ,146.47,54.1,47.1
4,サウンドメモリー,146.65,62.9,54.4
5,シンボリジャズ,146.11,81.4,48.6
6,パリソワール,147.17,32.4,46.0
