2013122306050901,中山,1200,ダート,稍
1,プティットコピーヌ,73.43,,54.2
2,ラズライトブルー,73.55,,49.3
3,リックバナード,73.56,,50.6
4,アマアマ,72.86,,54.9
5,ハンサムオウジ,72.93,,53.9
6,デモクラシー,73.41,,40.8
7,ドスコイサーファー,73.44,,46.9
8,ハリケーンリリー,73.22,,46.9
9,チュウワベイビー,73.11,,59.8
10,コスモポーカー,74.31,,45.6
11,アイファーカウント,74.54,,54.0
12,サンデンバー,73.09,,48.1
13,ビオレント,73.87,,46.8
14,ニーチェ,73.40,,45.2
15,スガノギムレット,73.70,,49.3
16,ミシェルメモリアル,73.42,,53.5
2013122306050902,中山,1600,芝,良
1,ボデギータ,96.91,,54.2
2,コスモミヅハノメ,96.15,,45.8
3,ローズビジュー,96.62,,46.5
4,ステキステキ,97.18,,47.3
5,チェーザレ,96.30,,60.2
6,アキノムーン,97.29,,44.9
7,ベアファースト,96.23,,47.5
8,メイショウボイス,96.05,,45.6
9,カシノスティーヴ,97.61,,42.0
10,アプレイザル,97.08,,50.6
11,カウニスクッカ,96.77,,60.8
12,ヘヴンリーシチー,96.70,,53.8
13,コスモベツァーリ,96.67,,51.3
14,シゲルキシュウ,96.45,,46.9
15,レッドファルクス,96.47,,50.6
16,ショウブキセキ,97.43,,52.1
2013122306050903,中山,1800,芝,良
1,カメレオンアミ,111.06,,47.5
2,ヴィータアレグリア,110.74,,51.7
3,マルーンドロップ,110.39,,44.9
4,タケショウレーブ,112.18,,49.8
5,コスモトレント,111.25,,45.0
6,キョウエイマグマ,110.75,,48.2
7,ミスアシング,110.23,,56.2
8,ダイワリベラル,110.55,,54.8
9,ウインベルグラーノ,111.58,,45.4
10,トレランシア,112.05,,42.6
11,エリーフェアリー,110.33,,47.2
12,デイライト,110.87,,49.3
13,ジョニー,110.35,,42.5
14,ギンザフェアレディ,110.57,,52.3
15,マイネルシャルフ,110.28,,57.7
16,シュタインベルガー,110.54,,64.8
2013122306050904,中山,1200,ダート,稍
1,ヴェルダンディ,73.91,,49.1
2,ラヴィングルック,73.60,,48.2
3,ラダムドー,73.40,,48.2
4,ニナフェアリー,73.61,,53.7
5,ファンディータ,73.80,,53.0
6,ベルモントビジン,73.33,,53.2
7,ダーエ,73.42,,44.5
8,パープルシャドウ,73.26,,51.1
9,キレイナオヒメサマ,73.37,,49.1
10,スイートワンダー,73.55,,42.3
11,デジタルアート,73.41,,55.1
12,ヒカリヴェロニカ,73.35,,56.1
13,ケージーオオゾラ,73.66,,49.5
14,ヤマイチヒカリ,73.36,,53.8
15,エリースプラッシュ,74.75,,43.3
2013122306050905,中山,1800,ダート,稍
1,トーセンミラージュ,118.30,,56.7
2,ハブーブ,119.01,,52.4
3,ユーガッタフレンド,119.41,,44.4
4,ペイシャンスオウ,119.53,,41.6
5,アンフォルタス,119.02,,47.0
6,エメラルタイガー,118.38,,49.4
7,グロリアスステップ,119.56,,49.3
8,チェイスザルーア,117.23,,52.7
9,カネコメオスター,119.33,,53.2
10,パロパロ,118.53,,50.8
11,ベック,118.87,,53.8
12,ミルオーカン,118.48,,51.9
13,フクノグングニル,119.40,,43.2
14,タイセイバリオス,119.06,,50.2
15,ディープリアン,119.26,,53.3
2013122306050906,中山,1200,ダート,稍
1,アタッキングゾーン,71.93,,44.6
2,イヤーオブドラゴン,72.02,,63.0
3,シンキングマシーン,71.54,,54.0
4,ロクイチスマイル,72.43,,46.1
5,イナズマソリオ,72.19,,46.4
6,ベルウッドシーマ,72.88,,50.3
7,スターオブミューズ,73.60,,50.4
8,ニチドウレパード,72.67,,39.0
9,マリーズミイ,71.86,,56.7
10,シークレットアーム,71.80,,52.8
11,サーストンデンバー,71.57,,56.4
12,ガッダムアスカ,72.13,,46.9
13,セトノブロッサム,72.32,,47.4
14,ハヤブサフィーバー,72.11,,42.4
15,オードゥルルド,72.48,,48.7
16,タニセンジャッキー,71.92,,55.1
2013122306050907,中山,2000,芝,良
1,ワールドレーヴ,121.43,,39.4
2,ソムニアシチー,121.73,,59.2
3,エバーグリーン,121.88,,56.2
4,エイダイポイント,121.46,,58.3
5,ルイーザシアター,121.28,,56.5
6,コスモユッカ,120.49,,56.3
7,モビール,121.18,,50.9
8,ライトヴァース,121.09,,41.4
9,フローズンムーン,122.15,,44.9
10,マイネルスパーブ,121.08,,44.2
11,クロクモ,122.98,,39.1
12,カウウェラ,121.56,,60.1
13,ロジメジャー,120.89,,55.6
14,スプリングパリオ,121.52,,25.7
15,シンセラメンテ,122.05,,53.3
16,トーセンワープ,121.53,,64.1
17,モモトンボ,122.11,,55.0
18,コスモマスタング,121.75,,39.9
2013122306050908,中山,1800,ダート,稍
1,ニシノゲイナー,113.98,,51.8
2,ローマンエンブレム,114.11,,44.4
3,テンゲントッパ,115.03,,46.0
4,ドラゴンピース,113.99,,55.3
5,ハヤブサペコチャン,114.00,,49.8
6,ケツァルコアトル,113.80,,41.3
7,ケイジータイタン,115.04,,47.7
8,ブルーチッパー,114.45,,49.7
9,ボーカリスト,114.40,,48.2
10,ミッキーナチュラル,114.09,,56.2
11,サマーティアラ,114.06,,48.9
12,ロンギングエース,114.16,,49.9
13,ファストソング,114.57,,45.1
14,モントリヒト,113.72,,51.3
15,ガムラン,113.81,,53.4
16,アサクサポイント,113.43,,61.0
2013122306050909,中山,1200,ダート,稍
1,スウィープアウェイ,72.27,,48.7
2,プリサイスエース,71.96,,50.9
3,ロマンシーズ,72.05,,53.5
4,ウエスタンメルシー,72.62,,45.7
5,ヴィスビー,72.32,,46.2
6,ウイングラビティ,72.37,,47.1
7,ナンチンノン,72.23,,54.1
8,ファイトユアソング,72.35,,39.4
9,ニシノイナズマ,72.16,,49.4
10,ファンファーレ,72.76,,50.8
11,クインズセブン,72.57,,53.9
12,ヒマラヤタカコ,72.56,,48.6
13,クーゲル,72.02,,51.4
14,サノイチ,71.88,,51.0
15,ジャリーヴ,73.23,,45.3
16,サンマディソン,72.55,,63.9
2013122306050910,中山,2200,芝,良
1,ソルレヴァンテ,133.77,,
2,キングズクエスト,134.31,,
3,ガチバトル,133.64,,
4,コウヨウレジェンド,134.50,,
5,ドリームゴスペル,134.14,,
6,マイネオーチャード,133.85,,
7,エクセリオン,134.67,,
8,ピュアブリーゼ,134.16,,
9,シンボリボルドー,134.38,,
10,エーシングングン,133.97,,
11,サクラボールド,134.18,,
12,リベルタス,133.42,,
13,レオプログレス,134.72,,
14,クリールカイザー,134.17,,
15,マイネルマーク,134.68,,
16,ミカエルビスティー,133.95,,
17,クイーンオリーブ,133.80,,
18,ステラウインド,134.28,,
2013122306050911,中山,1800,ダート,稍
1,クリールパッション,111.48,,46.8
2,ナイトフッド,112.57,,51.3
3,オーブルチェフ,112.90,,45.7
4,タイセイスティング,112.31,,47.5
5,ジェベルムーサ,111.84,,52.1
6,コパノリッキー,112.85,,49.9
7,ロイヤルクレスト,112.53,,46.0
8,チャーリーブレイヴ,113.03,,43.6
9,ナムラタイタン,111.89,,50.0
10,ドコフクカゼ,112.54,,51.2
11,ワイルドフラッパー,111.94,,58.4
12,ダブルスター,112.47,,50.8
13,ボレアス,112.96,,54.7
14,サトノタイガー,113.93,,54.0
15,サイレントメロディ,112.02,,47.1
16,メイショウサミット,114.39,,50.9
2013122306050912,中山,1200,芝,良
1,キャストロメファ,68.87,,42.0
2,ポピュラーストック,69.14,,55.1
3,ワキノキセキ,68.70,,47.2
4,ヤサカシャイニー,68.62,,49.0
5,エターナルムーン,68.11,,45.0
6,ランドシャーク,68.95,,48.8
7,スマートオリオン,68.37,,50.1
8,ルナフォンターナ,68.26,,55.9
9,ヨシカワクン,68.82,,54.4
10,クリノロッキー,69.29,,44.9
11,ツクバリンカーン,68.65,,47.7
12,アポロオラクル,68.77,,57.2
13,グレカーレ,68.88,,44.7
14,イトククリ,69.05,,55.7
15,ベストブルーム,68.86,,50.2
16,ビップイシマツ,68.92,,52.3
2013122309050901,阪神,1800,ダート,重
1,オーミハンコック,118.63,,42.9
2,セントコロナ,115.13,,55.1
3,ワクワクカンヲ,115.08,,44.4
4,クァンタムギア,114.66,,57.4
5,ワイエムポーター,116.37,,43.9
6,ウォーヘッド,116.56,,53.5
7,ホワイトクリスマス,116.68,,44.1
8,テイエムファラオ,117.30,,45.5
9,シゲルエチゴ,116.71,,52.8
10,ラッキーハンター,116.35,,59.9
11,サザンキング,117.44,,47.4
12,アドマイヤコウベ,115.32,,53.3
13,アカリロンドン,115.47,,48.6
14,ジョウイチロウ,115.99,,52.4
15,ヴォルスング,116.27,,49.1
16,シャッツクヴェレ,116.49,,49.6
2013122309050902,阪神,1200,ダート,重
1,テイエムロカビリー,73.57,,50.8
2,クリノミクス,74.89,,43.8
3,カゼヲアツメテ,73.79,,52.4
4,アサカファルコン,73.34,,45.3
5,マサノロマンス,73.64,,44.7
6,プレフェリート,72.61,,43.2
7,トットコ,73.91,,49.9
8,ロードメビウス,73.01,,53.8
9,レモンティー,73.39,,45.4
10,ストレイトウェザー,73.86,,55.4
11,シップウハヤト,74.02,,40.4
12,メイショウナギサ,74.64,,49.1
13,デランテーロ,73.25,,62.1
14,シゲルハリマ,73.35,,55.1
15,ステキナシンノスケ,73.43,,54.6
16,ハードモンラッシェ,73.65,,53.9
2013122309050903,阪神,1800,ダート,重
1,テイエムステルス,117.36,,48.3
2,タガノトッピー,117.44,,45.1
3,サクラヴァローレ,117.24,,48.3
4,アスカノゲルニカ,117.69,,47.8
5,メイショウキトラ,117.54,,39.7
6,カシマフェニックス,117.42,,52.4
7,エスシープリンセス,118.34,,48.0
8,メイショウアラワシ,117.35,,49.0
9,アグネスオラシオン,116.85,,55.5
10,キネオグランデ,115.97,,58.0
11,スウィフトシャドウ,116.92,,48.7
12,ホクセツヒーロー,117.12,,52.6
13,リーガルウイナー,117.87,,48.7
14,マウンテンラピード,118.24,,51.0
15,クリューサオール,116.04,,57.0
2013122309050904,阪神,2970,障害(直線ダ),稍
1,テワヒポウナム,207.06,,
2,ビコーピリラニ,203.05,,
3,テイエムドンマイ,201.30,,
4,ソンブレロ,203.70,,
5,アマノレインジャー,202.47,,
6,アラビアンドラゴン,209.88,,
7,リアルブラック,202.45,,
8,ニホンピロプアラニ,204.35,,
9,ナシュワンヒーロー,201.58,,
10,アドマイヤバートン,202.50,,
11,バードバーニング,200.63,,
