2014083001020301
1,ネコレーヌ,92.19,29.8,
2,ラタナキリ,90.56,51.7,
3,スノーフォレスト,92.04,19.4,
4,アプリコットベリー,90.68,62.5,
5,タマモルミエール,91.52,60.0,
6,グラマラスカーヴ,90.40,78.6,
7,ウェーブランチャン,90.85,77.9,
8,エスティエッキー,92.20,39.5,
9,ベニイモン,91.72,38.8,
10,ペパーミント,92.26,41.4,
2014083001020302
1,ナガラブルボン,60.58,59.8,51.7
2,リコリッチ,61.30,30.6,50.7
3,グリーンフラッシュ,60.90,46.8,51.3
4,プロセキューション,60.80,37.6,47.7
5,ダノンブロンコ,60.74,44.0,44.5
6,ゴッドマザー,60.64,65.8,51.8
7,メイショウヴェスタ,60.89,34.2,46.5
8,ピサノナイトレイ,60.35,76.7,51.8
9,サンドミエシュ,60.59,47.9,49.7
10,ティアップシンガー,61.03,37.6,49.4
11,ヴァリアンティー,60.57,45.6,44.7
12,ディプロムソング,60.23,72.7,60.2
2014083001020303
1,デルマシズカチャン,109.08,44.0,49.9
2,トーセンパピー,108.90,55.6,52.3
3,ブライティアスワン,110.30,33.1,54.9
4,アルレジェンヌ,108.93,65.8,53.3
5,ウインバレリーナ,108.66,54.8,43.8
6,パイストロピカル,108.95,50.2,45.5
7,トゥーレドゥー,110.33,21.9,53.9
8,グレイスビクトリア,107.83,60.5,50.6
9,クイズリングテラス,108.91,66.2,49.2
10,クィーンオブシバ,108.43,66.1,52.5
11,ラブシューペ,109.57,39.8,49.1
12,ピアーノ,109.97,30.0,49.4
13,プラネタリウム,109.94,61.4,45.7
2014083001020304
1,ユーガッタフレンド,110.52,19.3,45.4
2,ホトトヤエ,108.98,53.6,41.9
3,ソルシエシチー,109.30,40.3,50.3
4,マルカシグナス,108.30,53.3,47.0
5,クリューサオール,107.33,64.8,57.0
6,ウィアーワン,109.26,56.6,49.1
7,ゴールデンスキトマ,109.41,25.3,50.8
8,パラディドル,108.32,53.6,53.9
9,ダンスールクレール,107.45,67.7,48.4
10,リリークライマー,107.68,61.1,54.0
11,セントコロナ,109.23,45.8,56.3
12,レオウィッシュ,108.24,56.7,47.5
13,デンコウエポック,107.50,51.4,48.3
2014083001020305
1,サンセットビーチ,71.96,59.4,51.5
2,パパラヴズマンボ,73.05,38.3,45.1
3,ヴィヴィッドモズ,72.33,54.9,49.7
4,フレンドガール,72.36,36.3,49.0
5,レジェンドパワー,70.34,57.7,51.4
6,タマモクラリティー,71.66,66.8,57.5
7,メイショウモイライ,72.93,36.3,45.7
2014083001020306
1,コスモソウルメイト,124.14,25.6,46.4
2,ブルーロータス,122.65,62.8,58.9
3,トーセンマルシェ,123.57,73.7,47.5
4,エイシンルフィー,123.64,51.4,52.1
5,スカラブルー,124.51,25.6,44.0
6,クリノキングムーン,123.83,52.5,46.2
7,クリノミユキチャン,124.45,32.6,44.7
8,シャイニーパティオ,123.86,20.6,50.6
9,ペイグラブル,123.42,37.0,50.0
10,ゴッドエンペラー,123.02,38.0,53.9
11,ストームインパクト,123.36,43.3,57.4
12,マーシャルシップ,123.22,75.1,49.0
13,モーレアモーレ,124.57,47.1,41.0
14,ビキニスタイル,123.38,70.5,57.5
15,ライトパープル,123.07,76.1,49.6
16,コパノミクス,123.11,67.2,51.1
2014083001020307
1,アスカクイン,108.20,34.2,50.4
2,ハヤブサペコチャン,106.72,82.1,50.5
3,クリノプリムラ,107.65,39.6,47.7
4,チャードリー,107.25,32.8,50.7
5,ファストソング,107.30,70.4,49.9
6,ホワイトアルバム,108.23,55.0,47.3
7,スズカシャーマン,107.89,53.6,50.2
8,テイエムペガサス,108.21,22.1,53.5
9,シュヴァリエ,107.34,62.2,48.3
10,ベルフィオーレ,107.61,47.6,51.6
2014083001020308
1,キクノアリア,60.09,54.1,46.3
2,ユキノラムセス,60.12,57.5,48.6
3,ブルーモントレー,60.28,35.1,58.7
4,アスキットキング,60.22,24.2,44.5
5,ディアゴッホ,59.38,80.9,52.7
6,シゲルウシュウ,59.87,55.8,47.6
7,エリモフェザー,59.80,55.8,52.9
8,モエレベローチェ,60.27,28.5,44.7
9,ピンクプリンセス,59.76,71.9,49.6
10,カウンターハッセキ,60.06,30.3,50.9
11,スリーチアサウス,59.85,55.3,53.7
2014083001020309
1,アグネスオピニオン,108.85,23.2,46.9
2,サウススターマン,107.12,65.9,53.9
3,ディアイッセイ,108.39,30.8,48.0
4,アイアムナチュラル,107.22,58.0,53.4
5,ニューハウン,106.97,77.7,51.7
6,スワンボート,107.46,48.6,45.0
7,ショウナンアポロン,107.31,61.6,49.8
8,アラビアンドラゴン,107.85,34.6,49.9
9,ヴァリュービジョン,108.63,25.0,50.5
10,マコトグロズヌイ,107.02,74.1,51.1
2014083001020310
1,ダブルファンタジー,89.78,43.4,
2,テーオーレイチェル,89.31,42.0,
3,マリーナベイ,89.82,37.3,
4,ヒカルブルービー,89.54,31.3,
5,ニシノミチシルベ,89.27,54.0,
6,デスティニーシチー,89.86,58.9,
7,ショウナンアンカー,89.97,39.2,
8,ウインイルソーレ,89.39,40.9,
9,ハーブティー,90.96,9.4,
10,ダンツアトラス,89.60,66.6,
11,ウインレーベン,89.40,74.7,
12,アドマイヤオウジャ,89.19,78.4,
13,マイネヴァリエンテ,89.32,73.2,
2014083001020311
1,セミニョン,109.55,19.4,46.0
2,ショウナンバーキン,109.35,67.5,53.0
3,ウエスタンレベッカ,109.30,29.2,51.4
4,サングラス,109.82,28.5,46.0
5,インナーアージ,108.52,60.7,53.8
6,サングップ,109.20,56.1,49.7
7,コスモスターター,109.31,46.4,47.4
8,ツクバアズマオー,109.14,66.1,51.3
9,ブレイヴリー,109.13,61.1,52.6
10,ロジテール,110.17,63.4,49.4
11,シャドウライフ,110.02,51.0,49.4
2014083001020312
1,スワーヴカイザー,163.17,73.4,
2,クリノクレオパトラ,163.82,49.9,
3,フォントルロイ,164.12,68.4,
4,セルリアンディンゴ,163.85,38.1,
5,ツクバインドラ,164.26,21.9,
6,オムニバス,164.14,77.6,
7,マーヴェリックス,163.92,49.9,
8,マイネルカーミン,163.68,47.0,
9,ネルトスグアサ,164.63,26.8,
10,リッカタキシード,164.64,32.5,
11,モンサンカノープス,163.51,67.0,
12,グレートヴァリュー,163.93,47.0,
2014083004020901
1,コスモカンプ,95.96,71.7,51.1
2,タマモカチューシャ,96.90,42.8,49.0
3,アポロノシンザン,95.73,80.7,62.0
4,ホワイトトラップ,97.27,26.1,49.1
5,フクノグリュック,96.65,37.2,58.4
6,コスモポッポ,96.57,28.1,37.7
7,カシシ,95.53,68.0,46.5
8,ナリノパシオン,96.04,59.4,58.4
9,ゴールドクェスト,97.00,30.3,53.4
10,ピックアンドポップ,95.83,74.1,26.8
11,トーセンヌーヴォー,97.04,48.7,51.1
12,ラッシュダンス,97.60,20.2,36.9
