RC120021220119870919060403080000カンナ賞　　　　　　　　　　　　　　　　　　　　　　　　　　E11120018210912201985105294ツジノショウグン　　　　　　　　　　00100198清水　利章　　　　　　　　　　　　53000140岡部　幸雄　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119911207060503090000黒松賞　　　　　　　　　　　　　　　　　　　　　　　　　　　E11120018210841101989108307エアジョーダン　　　　　　　　　　　03100349尾形　充弘　　　　　　　　　　　　54000187柴田　政人　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119901216060506100000スプリンターズステークス　　　　　　　　　　　　　　　　　　A13120018210781101985104122バンブーメモリー　　　　　　　　　　00100373武　邦彦　　　　　　　　　　　　　57000666武　豊　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119911130060501110000仲冬ステークス　　　　　　　　　　　　　　　　　　　　　　　E13120018210761101988106468サクラミライ　　　　　　　　　　　　03200178境　勝太郎　　　　　　　　　　　　52000166小島　太　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119941218060506100000スプリンターズステークス　　　　　　　　　　　　　　　　　　A13120018210711101989108341サクラバクシンオー　　　　　　　　　03100178境　勝太郎　　　　　　　　　　　　57000166小島　太　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120120903120010930060408110000スプリンターズステークス　　　　　　　　　　　　　　　　　　A13120018210702101996103651トロットスター　　　　　　　　　　　00101010中野　栄治　　　　　　　　　　　　57000663蛯名　正義　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120120924120120909060402100000セプテンバーステークス　　　　　　　　　　　　　　　　　　　E13120018210691102008102454ニシノステディー　　　　　　　　　　00200349尾形　充弘　　　　　　　　　　　　55001096大野　拓弥　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120091130119761226060000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11120024211091040000000000トキノガバナー　　　　　　　　　　　00100000　　　　　　　　　　　　　　　　　53000000東　信二　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120081208119980110060103110000ガーネットステークス　　　　　　　　　　　　　　　　　　　　C14120024210912041994109449スーパーナカヤマ　　　　　　　　　　06100405小西　一男　　　　　　　　　　　　55000666武　豊　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119861129060501020000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11140017112471101984106135ジュウール　　　　　　　　　　　　　07200320森安　弘昭　　　　　　　　　　　　52000633天間　昭一　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119871205060501020000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11140017212382101985102528ミール　　　　　　　　　　　　　　　01200183佐々木　猛　　　　　　　　　　　　53000159郷原　洋行　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119881203060201020000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11140017212371101986102044ハシノサンダー　　　　　　　　　　　07200386藤澤　和雄　　　　　　　　　　　　53000229田村　正光　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119870118060106030000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 12140017112531101984105511ウイントーコー　　　　　　　　　　　01100136大久保　房松　　　　　　　　　　　55000159郷原　洋行　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119861206060503010000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 21140017112461101984501688ファイアーマン　　　　　　　　　　　02100341栗田　博憲　　　　　　　　　　　　53000638岩戸　孝樹　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119871212060503010000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 21140017212452201985500148ライトアルファー　　　　　　　　　　02100298本郷　重彦　　　　　　　　　　　　56000202菅原　泰夫　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119901209060504110000朝日杯３歳ステークス　　　　　　　　　　　　　　　　　　　　A11160018213404101988107894リンドシェーバー　　　　　　　　　　06100317元石　孝昭　　　　　　　　　　　　54000503的場　均　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119971207060504110000朝日杯３歳ステークス　　　　　　　　　　　　　　　　　　　　A11160018213362101995108676グラスワンダー　　　　　　　　　　　06100349尾形　充弘　　　　　　　　　　　　54000503的場　均　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120041206120021208060504110000朝日杯フューチュリティステークス　　　　　　　　　　　　　　A11160018213352202000110003エイシンチャンプ　　　　　　　　　　00100212瀬戸口　勉　　　　　　　　　　　　55001014福永　祐一　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119870913060402110000京王杯オータムハンデキャップ　　　　　　　　　　　　　　　　C13160018213222101983104087ダイナアクトレス　　　　　　　　　　00200325矢野　進　　　　　　　　　　　　　56000140岡部　幸雄　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
