RC120021220119900630010107060000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100017105821101988107602トキオアルテミス　　　　　　　　　　00200264中村　好夫　　　　　　　　　　　　53000367河内　洋　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119940709010201050000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100017205802101992109494プライムステージ　　　　　　　　　　00200116伊藤　雄二　　　　　　　　　　　　53000140岡部　幸雄　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119940813010303060000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100017205792101992102177ニホンピロスタディ　　　　　　　　　03100387目野　哲也　　　　　　　　　　　　50000722小林　徹弥　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119970831010202010000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100017205781101995100284プレミアムローズ　　　　　　　　　　04200211大沢　真　　　　　　　　　　　　　53000657松永　幹夫　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119910615010103110000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 13100017105814101987100570ヘイセイトミオー　　　　　　　　　　04100264中村　好夫　　　　　　　　　　　　57000568田原　成貴　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119920613010101080000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 13100017205752101989104832シーズアウーマン　　　　　　　　　　03200395長浜　博之　　　　　　　　　　　　53000367河内　洋　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119940626010106100000白樺賞　　　　　　　　　　　　　　　　　　　　　　　　　　　E13100017205692101990104493ユキミザケ　　　　　　　　　　　　　00200295星川　薫　　　　　　　　　　　　　54000600本田　優　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021221119940807010302110000マリーンステークス　　　　　　　　　　　　　　　　　　　　　E13100017205671101990107249ロングキャロット　　　　　　　　　　00200350小野　幸治　　　　　　　　　　　　52000698河北　通　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119880619010104030000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100024205891031986106056マツスイフト　　　　　　　　　　　　04200170古賀　末喜　　　　　　　　　　　　53000307安田　富男　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
RC120021220119890610010101030000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 11100024110031011987106942アスクヒーロー　　　　　　　　　　　03100116伊藤　雄二　　　　　　　　　　　　53000367河内　洋　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　00000000　　　　　　　　　　　　　　　　　
