RAA20090608200906075404061020000四国カルスト特別　Ａ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        四国カルスト特別　Ａ四国カルスト四国カ0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    000018000000045000000220000001500000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090606200906055404050180000サラ系３歳　イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　イ　　　サラ系３歳　サラ系0000  120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,9,5,6,3,8,(1,4)                                                   202,7,9,5,6,3,8,1,4                                                     302,7,5,(8,9),6,1,4,3                                                   402,5,7,8,9,1,6,4,3                                                     0
RAA20090606200906055404051080000四万十悠久の流れ特別　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          四万十悠久の流れ特別四万十悠久の四万十0000E 000003000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000140000000350000001700000012000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,3,6,5,4,2,7,1                                                       208,3,6,5,2,4,1,7                                                       308,2,3,6,5,4,7,1                                                       402,8,3,6,5,4,7,1                                                       0
RAA20090628200906275405041010000水無月特別　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          水無月特別　Ｂ１　　水無月特別　水無月0000E 000003000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000140000000350000001700000012000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,7,(5,9),3,8,6,2                                                   20(1,4),7,9,5,2,3,8,6                                                   304,7,(1,5),2,9,3,8,6                                                   405,2,3,7,(1,4),8,6,9                                                   0
RAA20090614200906135405010410000サラ系３歳　２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　２　　　サラ系３歳　サラ系0000  120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,(1,4),(5,7),6,2,3                                                 209,1,4,8,5,7,6,2,3                                                     309,4,5,6,8,1,7,2,3                                                     405,6,9,4,2,7,3,8,1                                                     0
RAA20100105200906265405031080000高知優駿　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOCHI YUSHUN                                                                                                                                                                                                                                                                                                                                                            高知優駿　　　　　　高知優駿　　高知優0000D 120003000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　190000002400    0000270000000680000003300000022000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,7,6,1,3,5,10,4,2                                                  208,9,6,7,1,3,5,10,4,2                                                  306,8,1,9,5,3,10,2,4,7                                                  401,6,10,9,(3,5,8),2,4,7                                                0
