RAA20090202200902015417041020000黒潮スプリンターズＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        黒潮スプリンターズＣ黒潮スプリン黒潮ス0000D 000000000000000000000サラ系４歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　130000002400    000050000000125000000600000004000000025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090223200902225418021020000だるま夕日特別　Ａ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        だるま夕日特別　Ａ１だるま夕日特だるま0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    000018000000045000000220000001500000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090202200902015417040420000サラ系一般　Ｅ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｅ３　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,(7,12),(3,5),1,(2,10),8,11,4                                        209,(7,12),5,3,10,(1,2),4,11,8                                          309,(5,7),12,3,10,1,2,(4,8,11)                                          405,7,9,10,3,12,1,11,4,2,8                                              0
RAA20090202200902015417040520000サラ系一般　Ｅ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｅ２　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,11,(1,6),2,5,7,3,10,8,9                                             204,11,(1,6),2,3,(5,7),8,10,9                                           30(4,6,11),1,2,(3,7),8,5,10,9                                           406,4,(2,7,11),1,8,5,(3,10),9                                           0
RAA20090208200902075417050110000サラ系３歳　２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　２　　　サラ系３歳　サラ系0000  120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,3,6,(2,4),5                                                       201,7,3,4,6,(2,5)                                                       30(1,7),3,(4,6),5,2                                                     40(3,7),1,5,6,4,2                                                       0
RAA20090209200902085417060320000サラ系一般　Ｅロ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｅロ　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,(3,10),7,1,5,6,11,2                                               204,8,(3,10),(1,7),(5,6),11,2                                           30(6,8),1,4,(3,7),5,10,11,2                                             406,(5,7),(1,8),(3,11),4,10,2                                           0
RAA20090222200902215418010710000ガンバレ！誠一郎特別　Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ガンバレ！誠一郎特別ガンバレ！誠ガンバ0000  000003000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000280000001400000009000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,1,7,(2,3),4,8,9                                                   205,6,1,7,3,(2,4),9,8                                                   30(5,6),3,7,1,2,(4,9),8                                                 406,3,5,(2,7),9,1,(4,8)                                                 0
RAA20090222200902215418010910000みとっぺ競馬の旅特別　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     みとっぺ競馬の旅特別みとっぺ競馬みとっ0000  000003000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000280000001400000009000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,(4,6),7,5,10,8,3,9                                                201,2,(4,6),5,7,8,10,3,9                                                301,2,(4,5),(6,8),3,7,10,9                                              40(1,5),(2,4),8,3,6,10,7,9                                              0
RAA20090223200902225418020220000サラ系一般　Ｅ５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｅ５　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000009000000023000000110000000800000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(3,6),8,1,7,(4,10,11),2,9,5                                           203,6,1,8,7,11,4,10,2,9,5                                               308,3,(7,11),1,6,4,10,9,2,5                                             408,7,1,(10,11),4,9,6,3,5,2                                             0
RAA20090223200902225418020320000サラ系一般　Ｅ４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｅ４　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,4,3,(2,6),7,10,9,1,5                                                208,4,3,6,2,1,7,(9,10),5                                                308,4,3,6,2,1,10,(5,9),7                                                408,4,3,6,2,10,9,5,1,7                                                  0
RAA20090301200902285418030210000サラ系３歳　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　１　　　サラ系３歳　サラ系0000  120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,(1,4),7,3,6,5                                                       202,4,1,7,3,6,5                                                         302,4,1,7,(3,6),5                                                       402,(3,6,7),4,5,1                                                       0
RAA20090208200902075417050710000荒磯特別　Ｄ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     荒磯特別　Ｄ２　　　荒磯特別　Ｄ荒磯特0000  000003000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,8,5,10,9,2,7,6,3                                                  201,4,8,5,9,10,(2,7),6,3                                                304,(1,5,8),(6,10),9,2,7,3                                              40(4,6),5,2,10,7,9,1,3                                                  0
