RAA20091112200911023608020740000Ｂ２六組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２六組　　　　　　Ｂ２六組　　Ｂ２六0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000220000000440000002200000016000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,6,1,3,8,7,2,10,9                                                  204,5,6,1,8,3,7,2,10,9                                                  304,6,1,8,7,5,3,9,10,2                                                  404,6,(1,8),7,5,3,2,9,10                                                0
RAA20091102200911013608010220000Ｃ２十三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十三組　　　　　Ｃ２十三組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010104010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,10,2,6,7,9,5,1,4                                                  203,8,10,2,6,7,5,9,1,4                                                  303,10,8,2,6,7,5,9,1,4                                                  403,2,10,8,7,6,5,9,1,4                                                  0
RAA20091112200911033608030450000Ｃ２二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二組　　　　　　Ｃ２二組　　Ｃ２二0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,1,4,10,2,7,8,6,5                                                  203,9,1,4,2,6,10,7,8,5                                                  309,2,4,1,3,6,10,8,7,5                                                  402,4,9,1,3,6,8,10,5,7                                                  0
RAA20091109200911083608050220000２歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳　　　　　　　　２歳　　　　２歳　0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000310000000620000003100000022000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,6,8,3,2,1,9,5                                                     204,6,7,2,3,8,1,5,9                                                     304,6,1,7,8,3,2,5,9                                                     404,6,1,8,7,3,2,5,9                                                     0
RAA20091116200911143609010210000Ｃ２十三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十三組　　　　　Ｃ２十三組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,8,2,3,4,1,5,9,10                                                  206,8,7,2,1,3,5,4,9,10                                                  306,8,7,2,1,3,4,5,9,10                                                  406,(7,8),2,1,3,5,4,9,10                                                0
RAA20091116200911153609020420000ホープフル（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ホープフル（中央認定ホープフル（ホープ0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001200000002760000015600000108000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,5,10,9,4,2,7,3,8                                                  201,6,5,10,9,4,3,7,2,8                                                  301,6,4,10,9,3,5,7,2,8                                                  406,1,4,10,3,9,2,7,5,8                                                  0
RAA20091116200911153609020520000Ｃ２二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二組　　　　　　Ｃ２二組　　Ｃ２二0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,4,2,(1,5),3,8,6                                                   207,9,4,2,1,5,3,8,6                                                     307,9,4,(2,5),3,1,8,6                                                   407,9,4,2,5,1,3,8,6                                                     0
RAA20091116200911153609021020000南部駒賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　NAMBUKOMA SHO                                                                                                                                                                                                                                                                                                                                                           南部駒賞　　　　　　南部駒賞　　南部駒0000D 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0005000000011500000065000000450000002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,9,1,4,12,10,11,5,8,6,7                                            202,3,1,9,4,12,10,11,5,8,6,7                                            302,3,12,(1,9,11),4,10,8,6,7,5                                          402,3,12,11,8,(1,9),4,10,6,7,5                                          0
RAA20091124200911223609050220000Ｃ２十組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十組　　　　　　Ｃ２十組　　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,6,7,1,9,3,(2,5),4                                                20(8,10),7,6,1,9,3,5,2,4                                                30(8,10),6,7,1,9,3,2,5,4                                                40(8,10),1,6,2,7,4,5,9,3                                                0
RAA20091201200911303610031040000プリンセスＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 プリンセスＣ　　　　プリンセスＣプリン0000E 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001500000003000000015000000105000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,9,8,7,5,1,12,4,11,6,10                                            202,3,9,8,7,5,1,12,6,11,4,10                                            302,9,3,5,7,12,11,6,1,8,10,4                                            40(2,9),5,3,12,1,11,6,7,8,10,4                                          0
