RAA20090427200904265502020820000有田焼特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        有田焼特別　　　　　有田焼特別　有田焼0000E 000000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    000040000000092000000360000002000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070707202000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090420200904195501040920000由布岳特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        由布岳特別　　　　　由布岳特別　由布岳0000E 000000000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　200000002400    000100000000230000000900000005000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090406200904055501020220000Ｃ２－１１組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－１１組　Ｃ２　Ｃ２－１１組Ｃ２－0000  140003000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,4,3,5,9,6,2,7                                                     201,8,4,9,3,5,6,2,7                                                     301,8,9,4,6,5,3,2,7                                                     401,8,9,4,6,5,3,2,7                                                     0
RAA20090405200904045501010810000かささぎ特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               かささぎ特別　　　　かささぎ特別かささ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000400000000920000003600000020000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001109094030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,4,10,5,9,11,2,3                                                   201,8,4,10,5,9,11,2,3                                                   301,8,10,4,5,2,9,11,3                                                   401,8,2,5,4,10,11,9,3                                                   0
RAA20090420200904195501040520000Ｃ２－４組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－４組　Ｃ２　　Ｃ２－４組　Ｃ２－0000  140003000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,8,10,6,2,9,1,5,4                                                  203,7,8,10,6,9,5,2,1,4                                                  303,7,8,10,9,6,5,1,2,4                                                  403,7,9,8,6,10,5,1,2,4                                                  0
