RAA20090704200907034203050280000中央認定　ア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        中央認定　ア　　　　中央認定　ア中央認0000  000000000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　080000002300    000200000000600000003400000026000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060606204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20090702200907014203030660000サラ系一般　Ｃ２七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,11,7,2,9,12,4,1,5,8,6                                            203,10,11,2,9,12,7,1,4,5,8,6                                            303,10,11,2,12,1,9,5,8,4,7,6                                            403,11,10,1,2,5,12,9,8,4,6,7                                            0
RAA20090702200907014203030860000特選　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     特選　Ｃ２三　　　　特選　Ｃ２三特選　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,6,8,(9,11),1,(7,10),2,5                                           203,4,8,6,11,(1,9),2,10,7,5                                             303,6,4,8,11,1,9,2,10,7,5                                               403,8,4,6,2,11,9,1,10,7,5                                               0
RAA20090704200907034203050980000夕凪特別　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          夕凪特別　Ｃ１二　　夕凪特別　Ｃ夕凪特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001800000005400000030600000234000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,4,3,5,11,8,7,9,10                                                 201,3,4,5,2,11,8,7,10,9                                                 301,5,3,11,4,2,9,8,10,7                                                 405,1,11,3,9,4,2,(8,10),7                                               0
RAA20090704200907034203051180000宵待草特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          宵待草特別　Ｃ１一　宵待草特別　宵待草0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001800000005400000030600000234000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,10,3,5,9,1,8,6,4,7                                                  202,10,3,1,5,9,8,6,4,7                                                  302,10,1,3,5,6,9,7,8,4                                                  402,5,10,1,6,9,3,7,8,4                                                  0
RAA20090703200907024203040770000ツイントップ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツイントップ特別（中ツイントップツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,3,8,10,9,2,1,5,6                                                  204,7,3,8,9,10,1,5,2,6                                                  304,8,10,7,3,1,9,5,6,2                                                  404,10,1,8,3,9,5,6,7,2                                                  0
RAA20090704200907034203051080000サルビア特別　Ｂ２二Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          サルビア特別　Ｂ２二サルビア特別サルビ0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00022000000066000000374000002860000022000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,1,5,2,11,3,8,10,4,7,6,9                                            2012,1,5,2,11,3,8,10,4,6,7,9                                            3012,1,11,2,5,8,3,10,7,6,4,9                                            4012,1,2,11,8,3,5,10,(6,7),4,9                                          0
RAA20090703200907024203041070000盛夏特別　Ａ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          盛夏特別　Ａ３　　　盛夏特別　Ａ盛夏特0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0003200000009600000054400000416000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,2,3,9,4,8,5,(7,11),10,1                                             206,3,2,9,4,8,11,5,7,1,10                                               303,2,6,11,9,4,8,1,5,10,7                                               403,2,9,11,8,6,1,4,5,10,7                                               0
