RAA20090909200909074507030640000サラ系一般　Ｃ２六七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六七サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,1,5,12,4,3,2,7,6,9,11                                            208,10,1,5,4,12,3,2,6,7,9,11                                            308,10,5,1,12,2,4,7,3,6,11,9                                            408,10,1,2,4,5,12,7,6,11,3,9                                            0
RAA20090905200909044507010880000若武者賞　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD OP)                                                                                                                                                                                                                                                                                                                                              若武者賞　１　　　　若武者賞　１若武者0000E 110002000000000000000サラ系２歳　１７１万上　ＯＰ　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,4,1,5,6,7                                                         202,3,1,4,5,6,7                                                         302,(4,6),1,3,5,7                                                       402,(1,4),7,6,3,5                                                       0
RAA20090907200909064507020820000権太坂特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               権太坂特別　１　　　権太坂特別　権太坂0000E 120002000000000000000サラ系３歳　２６８万上　　　　　　　　　　　　　　　　　　　150000002300    0001800000005400000036000000216000001440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,3,9,10,12,8,4,14,5,6,1,13,11                                      202,3,7,12,10,9,4,14,8,5,6,1,13,11                                      302,7,12,9,10,14,3,4,5,8,6,1,13,11                                      407,2,10,12,4,9,14,3,5,6,13,8,1,11                                      0
RAA20090909200909074507030440000サラ系一般　Ｃ２六七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六七サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,5,3,4,2,11,8,7,9,1                                                  206,3,5,4,2,11,8,7,9,1                                                  306,3,5,(2,4,11),(7,8),9,1                                              406,3,11,5,4,8,2,1,7,9                                                  0
RAA20090909200909074507030840000サファイアフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               サファイアフラワー賞サファイアフサファ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,3,7,5,6,4,11,10,1                                               202,8,9,3,7,5,4,6,1,10,11                                               308,2,9,3,7,(4,5),10,6,1,11                                             408,2,9,3,1,4,5,6,10,7,11                                               0
RAA20090909200909084507040950000セプテンバーフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               セプテンバーフラワーセプテンバーセプテ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,9,2,10,4,5,1,3,8                                                  206,7,9,2,4,10,1,5,3,8                                                  306,7,9,2,10,4,5,3,8,1                                                  406,9,7,2,10,4,3,5,8,1                                                  0
RAA20090905200909044507010280000サラ系一般　Ｃ３八九　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３八九サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00008000000024000000144000000960000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,11,12,1,8,2,3,7,5,6,4,9                                            2010,11,12,1,8,2,3,7,5,6,4,9                                            3010,11,12,(1,8),3,2,6,5,7,4,9                                          4010,11,1,12,8,2,3,5,6,7,4,9                                            0
RAA20090907200909064507020920000保土ヶ谷宿特別　Ｂ２二Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          保土ヶ谷宿特別　Ｂ２保土ヶ谷宿特保土ヶ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00026000000078000000520000003120000020800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,10,8,9,5,1,4,2,7,3,6                                               2011,10,8,9,1,5,2,4,7,3,6                                               30(5,8,10,11),1,9,2,7,3,4,6                                             405,8,10,1,11,2,3,7,4,6,9                                               0
RAA20090909200909074507030940000イーバンク銀行賞　Ｂ１二Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          イーバンク銀行賞　Ｂイーバンク銀イーバ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0003000000009000000060000000360000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,1,5,7,9,10,11,6,4,8,2                                               201,3,10,5,7,9,11,4,6,8,2                                               301,3,10,7,9,11,5,6,2,8,4                                               401,9,3,11,10,7,8,6,4,5,2                                               0
