RAA20091104200911035014040750000ＯＢＣラジオ大阪賞　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ＯＢＣラジオ大阪賞　ＯＢＣラジオＯＢＣ0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000550000001100000005500000033000000220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,10,5,3,11,9,(2,12),7,1,6,8                                          204,10,(3,5),11,9,12,2,(1,7),6,8                                        30(4,5,10),1,2,(11,12),3,9,7,6,8                                        40(4,10),5,1,2,11,3,12,9,(6,7),8                                        0
RAA20091119200911185015050960000サラ系３歳上　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,(4,11),1,2,6,8,9,3,7                                             205,10,1,11,4,2,6,8,9,3,7                                               3010,11,6,4,5,8,2,1,9,7,3                                               4010,11,4,6,8,2,9,7,5,(1,3)                                             0
RAA20091119200911185015051060000円山川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          円山川特別（中央交流円山川特別（円山川0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　187000002400    0001300000002600000013000000078000000520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,(2,8),1,3,4,5,7                                                   206,9,(2,8),1,(3,4),5,7                                                 309,1,6,2,5,4,8,3,7                                                     409,1,2,5,4,6,3,8,7                                                     0
RAA20091124200911235016020540000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003000000006000000030000000180000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,12,11,3,6,9,(4,7),2,8,1,5                                          2010,12,11,3,6,9,4,7,2,8,1,5                                            3011,(10,12),9,3,6,4,(2,7),(1,8),5                                      4011,10,12,3,9,1,6,4,2,7,8,5                                            0
RAA20091124200911235016020640000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,10,2,6,4,11,9,1,5,12,8                                            203,7,10,2,6,4,11,9,1,5,12,8                                            303,7,10,2,11,4,6,9,1,5,12,8                                            403,7,10,2,11,4,6,5,1,9,12,8                                            0
RAA20091124200911235016020740000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,12,1,5,(8,9),4,(6,11),3,10                                        202,7,1,12,5,4,8,9,6,(3,11),10                                          307,2,4,11,5,6,8,12,1,3,9,10                                            407,2,4,5,11,8,6,3,12,(1,10),9                                          0
RAA20091124200911235016021040000兵庫ジュニアＧＰ（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HYOGO JUNIOR GRAND PRIX                                                                                                                                                                                                                                                                                                                                                 兵庫ジュニアＧＰ（中兵庫ジュニア兵庫ジ0000B 110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0022000000070400000396000002640000017600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,1,7,4,8,9,(11,12),10,3,6,2                                          205,1,(4,7),8,9,12,11,10,3,6,2                                          305,(1,7),(4,9),8,12,11,3,6,10,2                                        405,1,4,7,9,12,(3,8),11,6,10,2                                          0
RAA20091125200911245016030650000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,11,3,9,1,6,2,10,5,7,8,12                                            204,11,3,9,2,1,6,(7,10),5,8,12                                          3011,2,(4,9),3,7,12,6,(1,5),8,10                                        4011,2,9,4,7,3,5,6,(1,12),8,10                                          0
RAA20091126200911255016040360000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,11,3,7,9,10,12,4,8,5,2                                            201,6,3,11,7,10,9,12,(4,8),5,2                                          301,6,(7,10),3,9,11,(5,8),12,2,4                                        401,6,10,7,5,8,11,(2,9),(3,12),4                                        0
RAA20091127200911265016050770000サラ系２歳　一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 サラ系２歳　一組　　サラ系２歳　サラ系0000E 110003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000080000000160000000800000004800000032000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(7,8),9,10,2,1,3,6,4,5                                                207,8,9,2,1,10,3,6,4,5                                                  309,10,6,8,7,4,3,2,1,5                                                  409,10,4,(6,8),3,7,2,1,5                                                0
RAA20091106200911055014061070000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003500000007000000035000000210000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121120100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,2,12,9,6,1,8,5,4,7,11                                              2010,2,12,1,6,9,8,4,5,7,11                                              3010,2,12,1,8,6,5,9,4,7,11                                              4010,2,1,12,5,(6,8),7,9,4,11                                            0
RAA20091111200911105015010150000サラ系３歳上　Ｃ３三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ３三サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,12,5,4,9,6,(3,7),11,8,1,10                                          202,12,5,(4,9),6,7,(3,11),8,1,10                                        302,5,12,4,(6,8),11,(3,9),7,10,1                                        402,5,4,12,6,10,(3,8,11),9,(1,7)                                        0
RAA20091111200911105015010850000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000035000000070000000350000002100000014000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,9),4,2,12,11,(7,8),10,1,6,3                                        205,9,4,2,12,11,8,7,10,1,6,3                                            305,9,4,11,2,(7,8),10,12,6,1,3                                          405,11,4,7,10,8,6,2,12,9,1,3                                            0
RAA20091118200911175015041050000デイリー昆陽特別　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          デイリー昆陽特別　Ｂデイリー昆陽デイリ0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000650000001300000006500000039000000260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,7,2,11,1,(3,12),5,10,8,9                                          204,6,7,2,11,12,1,3,5,10,8,9                                            304,(6,7),8,2,12,11,3,1,(5,9),10                                        404,8,7,6,2,11,12,1,9,5,3,10                                            0
RAA20091119200911185015050460000サラ系３歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,11,5,(8,12),9,3,7,2,4,6                                          201,10,11,5,(8,12),9,3,7,2,4,6                                          30(1,10,11),12,5,8,9,7,3,(2,4),6                                        40(10,11),(1,12),5,8,9,7,3,(2,4),6                                      0
RAA20091125200911245016031150000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,2,9,7,4,6,3,8,1,10                                                  205,2,9,4,7,6,3,8,1,10                                                  304,2,(5,6),9,7,3,1,(8,10)                                              404,2,6,5,(7,8),9,(1,3,10)                                              0
RAA20091120200911195016010870000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,1,10,12,2,6,8,4,3,11                                              205,7,1,10,12,(2,6),8,4,3,11                                            305,7,12,10,8,(4,6),1,2,11,3                                            405,7,10,12,6,4,2,8,1,11,3                                              0
RAA20091119200911185015050360000サラ系３歳上　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２三サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,11,2,3,1,10,5,4,8,6,12,9                                            207,11,2,3,(1,10),5,4,8,6,(9,12)                                        3011,2,7,10,3,5,1,8,4,6,12,9                                            402,11,10,7,5,3,(4,8),1,12,6,9                                          0
RAA20091126200911255016040660000セカンドトライ（中央認定）　一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            セカンドトライ（中央セカンドトラセカン0000  110003000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001500000003000000015000000090000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,(4,9),6,3,10,2,7,8                                                201,5,(4,9),6,3,10,2,7,8                                                30(1,5),9,(3,4),6,2,10,7,8                                              405,6,1,4,(3,9),2,10,7,8                                                0
RAA20091127200911265016050970000トパーズ特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          トパーズ特別　Ｃ１　トパーズ特別トパー0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000400000000800000004000000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,12,(4,9),11,2,7,10,1,8,5,3                                          206,12,(4,9),2,11,7,10,1,8,5,3                                          3012,6,9,11,4,5,7,2,8,1,10,3                                            406,(9,12),5,11,4,7,1,2,10,8,3                                          0
RAA20091106200911055014060770000サラ系３歳上　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          サラ系３歳上　Ａ２　サラ系３歳上サラ系0000E 130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000800000001600000008000000048000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,7,2,8,6,5,4,1,3                                                     209,7,6,2,8,5,4,1,3                                                     307,6,9,2,8,4,5,1,3                                                     407,6,8,2,(1,5),3,9,4                                                   0
RAA20091113200911125015030670000サラ系３歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,10,7,4,6,8,11,(2,9),1                                            20(5,12),10,7,4,6,(2,8),11,9,1                                          305,(10,12),(4,6),7,9,2,8,11,1                                          405,10,12,(4,6),7,9,2,11,1,8                                            0
RAA20091120200911195016010970000兵庫オーナーズＣ　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          兵庫オーナーズＣ　Ｂ兵庫オーナー兵庫オ0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000650000001300000006500000039000000260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,11,4,10,8,7,9,1,6,5                                               202,3,11,4,10,8,7,9,6,1,5                                               308,3,4,9,2,11,10,7,6,(1,5)                                             408,3,9,4,6,11,7,10,2,5,1                                               0
RAA20091127200911265016050670000サラ系３歳上　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２一サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,12,5,8,9,7,1,4,2,(6,11)                                          203,10,12,5,8,9,7,1,4,2,6,11                                            303,8,12,9,5,7,(1,10),2,4,11,6                                          403,9,8,12,5,(1,7),2,4,10,6,11                                          0
RAA20091124200911235016020840000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,9,1,10,3,(8,11),12,7,6,4                                          202,(5,9),1,10,3,11,7,8,(6,12),4                                        302,9,5,1,10,(3,7),11,6,8,(4,12)                                        402,9,1,7,(10,11),5,3,8,6,12,4                                          0
RAA20091120200911195016011170000サラ系３歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｂ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,12,4,2,8,1,11,7,(6,9),10,5                                          203,12,4,8,2,1,(9,11),7,6,10,5                                          303,12,8,4,2,9,1,7,(6,10),5,11                                          4012,3,8,4,2,9,1,10,6,7,5,11                                            0
