RAA20111031201110264307030760000フェイスフルホイップ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          フェイスフルホイップフェイスフルフェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,1,5,(4,6),2                                                       203,7,1,5,6,4,2                                                         303,7,5,1,6,(2,4)                                                       403,7,5,1,(2,4),6                                                       0
RAA20111031201110264307030960000フェイスフルレイン特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          フェイスフルレイン特フェイスフルフェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,6,4,2,8,3,7                                                       201,5,(4,6),(2,8),3,7                                                   301,(5,6),4,3,(2,8),7                                                   401,(5,6),4,3,2,7,8                                                     0
RAA20111025201110244307010740000コスモス賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          コスモス賞　　　　　コスモス賞　コスモ0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    000110000000330000001980000013200000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080808103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,3),(4,5),6,8,7,1                                                   20(2,3),5,4,6,8,7,1                                                     30(2,3),5,(6,8),4,7,1                                                   403,8,5,7,6,4,2,1                                                       0
RAA20111025201110244307010840000シーサイドアイドル特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 シーサイドアイドル特シーサイドアシーサ0000E 110000000000000000000サラ系２歳　６２万上　　　　　　　　　　　　　　　　　　　　160000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,10,12,3,4,5,1,9,2,11                                              206,7,10,3,(4,12),(1,5),9,11,2                                          306,7,10,12,4,(2,3),(1,5),9,11                                          406,(7,10),(4,12),(1,2),3,9,5,11                                        0
RAA20111029201110284307050780000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,(3,5,8),(2,4,7),(1,6,11),10                                      209,12,(3,8),5,(2,4,7),(6,11),1,10                                      30(9,12),8,(3,5,7),(2,4,11),6,1,10                                      40(9,12),8,(5,7),3,4,(2,6),11,1,10                                      0
RAA20111025201110244307010240000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１２７万上　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    000100000000300000001800000012000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909203000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020(2,5),9,1,3,8,4,7,6                                                   30(2,5),9,(3,8),1,4,7,6                                                 402,5,9,3,8,4,7,1,6                                                     00                                                                      0
RAA20111029201110274307040970000良月特別　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          良月特別　Ｂ１　　　良月特別　Ｂ良月特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0003000000009000000060000000360000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,8,(4,11),3,6,(1,10),7,2,5                                        209,12,8,4,3,11,6,(1,10),7,2,5                                          309,12,8,(3,4),(6,11),(7,10),2,1,5                                      40(9,12),8,3,6,4,7,11,10,(2,5),1                                        0
RAA20111027201110264307030160000サラ系２歳　イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            サラ系２歳　イ　　　サラ系２歳　サラ系0000  110000000000000000000１８万未満　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001300000003900000023400000156000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201,4,7,6,3,2,5                                                         301,4,6,3,7,(2,5)                                                       401,4,6,3,7,2,5                                                         00                                                                      0
RAA20111029201110284307050480000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,12,2,6,3,(5,9),4,8,7,11,10                                          201,12,2,6,9,3,5,4,8,11,7,10                                            301,(2,12),9,6,3,5,(8,11),4,7,10                                        401,12,2,9,6,3,8,5,11,(4,7),10                                          0
RAA20111027201110264307030560000サラ系一般　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３　　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    000100000000300000001800000012000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121211102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020(5,7),12,6,4,10,(1,11),8,3,2,9                                        305,7,12,6,(10,11),(1,8),(2,9),3,4                                      405,7,12,6,(10,11),9,(1,8),2,3                                          00                                                                      0
RAA20111029201110284307050280000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000３７万未満　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201,(2,3),12,(5,6),(9,10,11),4,8,7                                      301,2,(3,5),12,(4,11),6,10,9,8,7                                        401,2,(3,4),12,(10,11),5,(6,9),8,7                                      00                                                                      0
RAA20111025201110244307010440000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１２７万上　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    000100000000300000001800000012000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(8,10,12),(1,9),2,6,7,4,5,3,11                                        208,10,12,(1,9),6,2,4,7,3,5,11                                          308,(3,10),12,7,(1,9),2,4,6,11,5                                        40(3,8),10,7,2,12,1,9,11,4,6,5                                          0
