RAA20110414201104134801020860000名古屋ＣＣチェリー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               名古屋ＣＣチェリー賞名古屋ＣＣチ名古屋0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000920000003700000022000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,8,4,7,1,3,9,2,5                                                  206,10,8,4,7,1,3,2,9,5                                                  306,10,8,7,4,3,2,1,9,5                                                  406,10,8,4,7,3,2,1,9,5                                                  0
RAA20110414201104134801021060000名古屋ＣＣジュピター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          名古屋ＣＣジュピター名古屋ＣＣジ名古屋0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000041000000102000000410000002400000016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,3,9),8,10,2,7,4,6,5                                                201,3,9,8,10,2,4,7,6,5                                                  301,3,9,2,7,8,10,4,5,6                                                  401,3,2,9,7,4,8,10,5,6                                                  0
RAA20110421201104204802021060000名古屋ＣＣパパイヤ賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               名古屋ＣＣパパイヤ賞名古屋ＣＣパ名古屋0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000920000003700000022000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,8,1,3,9,6,7,2                                                     204,5,8,1,3,9,6,7,2                                                     304,8,1,5,3,9,7,6,2                                                     404,1,5,8,3,9,7,6,2                                                     0
RAA20110412201104114801010840000うぐいす特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               うぐいす特別　１　　うぐいす特別うぐい0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003800000007600000038000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,8,5,9,7,1,6,4,3,2                                                  2010,8,5,9,7,1,6,4,3,2                                                  3010,8,5,9,7,1,6,4,3,2                                                  4010,8,5,7,9,1,6,4,3,2                                                  0
RAA20110414201104134801020260000サラＣ１７組　Ｃ１７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１７組　Ｃ１７サラＣ１７組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　080000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,9,2,3,4,7,6,8,5                                                     401,9,2,3,4,6,8,7,5                                                     00                                                                      00                                                                      0
RAA20110414201104134801020360000サラＣ１６組　Ｃ１６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１６組　Ｃ１６サラＣ１６組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,6,3,1,7,2,4,8                                                     209,5,3,6,1,7,2,4,8                                                     309,5,3,1,7,6,2,4,8                                                     409,3,5,1,7,6,2,4,8                                                     0
RAA20110414201104134801020660000尚之末永くお幸せにネ記念　Ｃ１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     尚之末永くお幸せにネ尚之末永くお尚之末0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000140000000280000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,10,5,8,6,4,7,3                                                    202,9,10,5,8,6,4,7,3                                                    302,9,10,5,8,6,4,7,3                                                    402,9,10,5,8,6,4,7,3                                                    0
RAA20110415201104144801030670000サラ３歳４組　４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ３歳４組　４　　サラ３歳４組サラ３0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000210000000420000002100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,6,9,1,3,2,7,4,10                                                  205,8,6,9,1,3,2,7,4,10                                                  305,8,6,1,9,3,2,7,4,10                                                  405,6,3,9,1,2,10,4,7,8                                                  0
RAA20110419201104184802010640000サラＣ１９組　Ｃ１９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１９組　Ｃ１９サラＣ１９組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,7,1,4,3,10,5,9,6                                                  202,8,7,1,4,3,10,5,9,6                                                  308,3,2,1,7,4,5,9,10,6                                                  408,3,2,1,7,5,4,9,10,6                                                  0
RAA20110419201104184802010840000つばめ特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               つばめ特別　１　　　つばめ特別　つばめ0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000380000000760000003800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,9,2,7,3,5,10,8,1                                                  204,6,9,2,7,3,5,10,8,1                                                  304,6,9,3,2,7,5,10,8,1                                                  404,6,9,2,3,7,5,10,8,1                                                  0
