RAA20110924201109234306041180000日本ＴＶ盃（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　NIPPON TV HAI                                                                                                                                                                                                                                                                                                                                                           日本ＴＶ盃（中央交流日本ＴＶ盃（日本Ｔ0000B 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　180000002300    00400000001400000008000000040000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013121220300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,7,1,6,9,2,11,10,4,8,5,3                                            2012,7,1,6,2,9,11,10,8,4,5,3                                            3012,7,1,6,11,9,2,8,10,5,4,3                                            4012,7,1,6,8,11,9,2,5,10,4,3                                            0
RAA20110924201109234306041080000九美上特別　Ｂ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          九美上特別　Ｂ３二　九美上特別　九美上0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002400000007200000048000000288000001920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010092030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,10,1,(7,8),3,5,(4,6)                                              202,9,10,1,8,7,5,3,4,6                                                  302,9,10,(1,8),7,(4,5),3                                                409,2,8,(1,10),(4,7),3,5                                                0
RAA20110924201109234306040580000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１５０万上２３８万未満　　　　　　　　　　　　　　　　　　　160000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,(2,5,7),13,4,10,3,14,6,11,9,1,12                                    208,7,10,2,13,5,3,14,4,6,11,9,1,12                                      30(7,8),11,(10,13),2,14,3,(4,5,6),1,9,12                                408,11,7,13,(2,14),10,3,6,1,4,5,9,12                                    0
RAA20110924201109234306040380000中央認定　イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   中央認定　イ　　　　中央認定　イ中央認0000  110000000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　100000002300    000200000000600000003600000024000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(4,5),7,6,3,10,8,2,1,9                                                40(4,5),7,6,10,3,(2,8),9,1                                              00                                                                      00                                                                      0
RAA20110921201109204306010550000サラ系一般　Ｃ２三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,11,7,4,14,5,10,1,(6,12),3,8,13,9                                    202,11,7,4,14,5,1,10,6,12,3,8,13,9                                      30(2,11),13,(4,7),(5,9,14),1,10,12,6,8,3                                4011,2,4,13,5,14,7,1,9,10,6,(8,12),3                                    0
RAA20110921201109204306010850000サラ系一般　Ｃ１五六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１五六サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00012000000036000000216000001440000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014141420300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001013,14,10,5,7,(3,4),2,1,11,6,12,8,9                                    2013,14,10,5,7,4,3,2,1,11,8,(6,12),9                                    30(13,14),(3,4,7,10),5,(8,11),2,12,6,1,9                                40(5,13,14),(4,7),3,11,8,2,12,10,6,9,1                                  0
RAA20110923201109224306030470000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１０１万上１５０万未満　　　　　　　　　　　　　　　　　　　160000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,11,(1,6),10,4,12,(5,8),3,7                                        202,9,11,(1,6),10,4,12,(5,8),3,7                                        302,9,11,(1,6),(10,12),(5,8),(4,7),3                                    402,9,11,6,1,(10,12),(5,8),7,3,4                                        0
