RAA20110903201109025607040880000増永川Ｃ　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          増永川Ｃ　Ｂ　　　　増永川Ｃ　Ｂ増永川0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000200000000500000002000000006000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,5,7,6,1,2,3                                                       204,8,7,5,6,1,2,3                                                       304,8,7,5,6,1,2,3                                                       408,4,7,5,6,1,2,3                                                       0
RAA20110903201109025607041180000おとめ座特選　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     おとめ座特選　Ｃ２　おとめ座特選おとめ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,2,3,1,5,6                                                         204,7,2,3,1,5,6                                                         304,3,7,2,1,5,6                                                         404,7,3,1,5,6,2                                                         0
RAA20110909201109085608010170000Ｃ１９組　Ｃ１９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１９組　Ｃ１９　　Ｃ１９組　ＣＣ１９0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　095000002400    0000100000000200000001000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,1,6,3,2,4                                                           405,1,6,2,3,4                                                           00                                                                      00                                                                      0
RAA20110917201109165608031180000Ｃ１２組　Ｃ１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１２組　Ｃ１２　　Ｃ１２組　ＣＣ１２0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,1,4,3,5,6,7                                                       208,2,1,3,5,4,6,7                                                       308,2,1,3,5,4,6,7                                                       408,1,2,3,5,6,7,4                                                       0
RAA20110924201109235608040780000食べよう！くまもとの牛肉賞Ｃ３組　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     食べよう！くまもとの食べよう！く食べよ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,9,1,6,10,3,2,8,7                                                  204,5,1,9,6,3,10,2,8,7                                                  304,5,9,1,6,10,3,2,8,7                                                  404,5,1,9,3,6,2,10,7,8                                                  0
RAA20110924201109235608041180000秋分の日特選Ｃ１組　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     秋分の日特選Ｃ１組　秋分の日特選秋分の0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000300000001500000004000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,2,9,8,4,1,6,3                                                     205,7,2,9,4,8,1,3,6                                                     305,7,2,9,4,8,1,3,6                                                     405,2,4,8,7,9,1,3,6                                                     0
RAA20110930201109295609010970000グリーンランドリゾートＣ　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          グリーンランドリゾーグリーンラングリー0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000150000000370000001500000004000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,9,7,6,2,5,3,1                                                     204,8,9,7,6,2,(1,3),5                                                   304,8,9,7,6,2,3,1,5                                                     404,8,6,7,9,2,3,1,5                                                     0
RAA20111001201109305609021080000大観峰Ｃ　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          大観峰Ｃ　Ｂ　　　　大観峰Ｃ　Ｂ大観峰0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000200000000500000002000000006000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807072040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,5,3,8,1,2,6                                                         207,5,3,8,1,2,6                                                         307,5,3,8,1,2,6                                                         405,7,3,1,8,2,6                                                         0
RAA20110930201109295609010170000Ｃ１７組　Ｃ１７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１７組　Ｃ１７　　Ｃ１７組　ＣＣ１７0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　095000002400    0000100000000200000001000000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,4,6,5,8,3,2,1                                                       407,4,6,5,2,3,8,1                                                       00                                                                      00                                                                      0
RAA20110909201109085608011070000白髪岳Ｃ　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          白髪岳Ｃ　Ａ　　　　白髪岳Ｃ　Ａ白髪岳0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000300000000750000003000000009000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,4,6,1,5,7                                                         202,3,4,6,1,5,7                                                         302,3,4,6,7,5,1                                                         402,4,6,3,7,1,5                                                         0
