RAA20110719201107184203011240000雲取山特別　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          雲取山特別　Ｃ２一　雲取山特別　雲取山0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,3,10,1,7,2,4,6,11,12,9,5                                            208,3,1,7,10,2,6,4,12,11,9,5                                            303,8,7,2,10,1,4,6,12,11,9,5                                            403,7,2,8,6,1,4,9,10,11,12,5                                            0
RAA20110719201107184203011040000夏木立特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               夏木立特別　Ｃ１　　夏木立特別　夏木立0000E 120001000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001800000005400000030600000234000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,2,1,10,9,8,3,5,6,7                                                  202,4,1,10,3,9,5,8,7,6                                                  302,4,10,1,3,9,5,7,8,6                                                  4010,2,4,1,3,9,5,7,6,8                                                  0
RAA20110720201107194203020250000中央認定　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   中央認定　　　　　　中央認定　　中央認0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　080000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303,6,7,8,4,1,5,2                                                       403,6,4,7,8,1,5,2                                                       00                                                                      00                                                                      0
RAA20110719201107184203010940000みどりと清流ちちぶ賞　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     みどりと清流ちちぶ賞みどりと清流みどり0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00011000000033000000187000001430000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,8,10,1,9,2,7,6,11,3,5,4                                            2012,8,10,1,7,2,(3,9),6,(5,11),4                                        3012,8,10,2,3,9,7,1,5,6,4,11                                            4012,8,2,10,3,9,6,5,11,4,1,7                                            0
RAA20110720201107194203020850000サラ系一般　Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２四　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,1,8,3,6,7,10,11,4,9,2                                            205,12,1,8,3,6,10,7,4,11,9,2                                            305,12,8,1,10,3,6,4,9,11,7,2                                            4012,5,8,10,1,3,6,4,9,11,7,2                                            0
