RAA20111019201110184206021050000マルチグレート特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチグレート特別（マルチグレーマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,6,11,4,8,3,9,1,2,7,10                                            205,6,12,11,4,8,9,3,2,1,7,10                                            305,6,12,4,11,9,8,3,2,7,1,10                                            405,4,9,11,3,6,8,12,2,7,1,10                                            0
RAA20111019201110184206020750000サラ系一般　Ｃ２六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,2,10,3,6,11,7,8,1,5,12                                            204,9,2,3,10,1,6,11,7,5,8,12                                            304,9,2,3,6,10,11,1,8,5,12,7                                            409,4,6,3,1,11,8,12,5,10,2,7                                            0
RAA20111019201110184206020950000特選　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     特選　Ｃ２　　　　　特選　Ｃ２　特選　0000  000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,10,2,11,4,6,9,5,1,7                                               203,8,10,2,11,4,9,6,5,1,7                                               303,10,8,11,2,4,5,6,9,1,7                                               4011,10,3,4,2,5,6,8,1,9,7                                               0
RAA20111020201110194206031060000埼玉栄冠賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SAITAMA EIKAN SHO                                                                                                                                                                                                                                                                                                                                                       埼玉栄冠賞　　　　　埼玉栄冠賞　埼玉栄0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　190000002300    0012000000042000000240000001200000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,8,6,7,2,4,9,3,11,1                                               205,10,8,6,2,4,7,9,1,3,11                                               305,3,6,8,2,4,9,7,1,11,10                                               405,3,6,2,1,8,4,11,7,9,10                                               0
RAA20111018201110174206011040000陽月特別　Ｂ１選抜Ｂ２選抜　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          陽月特別　Ｂ１選抜Ｂ陽月特別　Ｂ陽月特0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002400000007200000040800000312000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,10,1,12,4,2,5,3,8,11,6                                            207,9,10,12,1,2,4,5,3,8,11,6                                            307,9,10,12,4,1,5,3,2,6,11,8                                            40(7,10),12,4,9,5,1,2,(3,6),11,8                                        0
RAA20111020201110194206030560000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,5,9,8,10,7,1,11,6,2                                               203,4,9,5,8,10,7,6,1,11,2                                               304,10,3,9,5,6,8,7,11,1,2                                               4010,4,5,3,8,1,9,7,6,11,2                                               0
RAA20111018201110174206010640000サラ系一般　Ｃ１八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１八　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00011000000033000000187000001430000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,4,5,8,10,2,1,7,3,6,9                                               2011,4,5,8,1,2,10,7,6,3,9                                               3011,5,8,1,4,2,7,6,10,3,9                                               402,11,8,1,5,4,7,6,3,9,10                                               0
RAA20111018201110174206010940000秋麗特別　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          秋麗特別　Ｃ２一　　秋麗特別　Ｃ秋麗特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,6,5,1,7,8,2                                                       203,4,6,1,5,7,8,2                                                       30(3,6),4,8,5,1,2,7                                                     406,3,8,5,4,1,2,7                                                       0
