RAA20110301201102284513010940000うぐいす特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               うぐいす特別　１　　うぐいす特別うぐい0000E 120002000000000000000サラ系３歳　２９０万上　　　　　　　　　　　　　　　　　　　160000002300    0002200000006600000044000000264000001760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,5,3,(2,8),6,7                                                     201,4,5,3,8,2,6,7                                                       301,4,5,8,3,2,6,7                                                       401,4,5,8,3,2,6,7                                                       0
RAA20110301201102284513010440000特選　２イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          特選　２イ　　　　　特選　２イ　特選　0000  120000000000000000000サラ系３歳　１３１万上２９０万未満　　　　　　　　　　　　　150000002300    0001400000004200000025200000168000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,4,7,5,3,8,10,9,6                                                  201,2,4,7,5,3,10,8,9,6                                                  301,2,4,3,7,5,8,9,10,6                                                  401,2,3,7,9,8,6,4,10,5                                                  0
RAA20110301201102284513010840000サラ系一般　Ｃ１四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１四五サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00012000000036000000216000001440000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013121130400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,9,2,13,11,7,12,5,1,4,6                                             202,9,10,13,11,5,12,7,1,4,6                                             302,13,10,9,11,7,5,12,4,1,6                                             4013,2,10,7,9,11,1,(4,12),5,6                                           0
RAA20110301201102284513011040000馬事畜産振興中央協議会賞　Ｂ２二Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          馬事畜産振興中央協議馬事畜産振興馬事畜0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002600000007800000052000000312000002080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,10,3,1,5,4,7,6                                                  202,8,9,3,1,10,5,4,7,6                                                  302,8,9,(3,5),10,1,4,7,6                                                402,5,8,3,9,(1,7),10,4,6                                                0
