RAA20110430201104293001010780000プレセペ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               プレセペ特別（中央交プレセペ特別プレセ0000E 120004000000000000000サラ系３歳　１５０万下　　　　　　　　　　　　　　　　　　　120000002400    000050000000100000000750000005000000025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080808103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(6,7),3,8,(1,2,4),5                                                   40(3,6,7),4,(1,2),8,5                                                   00                                                                      00                                                                      0
RAA20110430201104293001010880000スピカ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               スピカ特別（中央交流スピカ特別（スピカ0000E 120004000000000000000サラ系３歳　１５０万下　　　　　　　　　　　　　　　　　　　180000002400    000050000000100000000750000005000000025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070707103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,5),4,2,7,3,6                                                       201,5,4,2,7,3,6                                                         30(1,5),7,6,4,(2,3)                                                     40(1,5),7,6,4,3,2                                                       0
RAA20110430201104293001010680000スーパーフレッシュＣｈ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   スーパーフレッシュＣスーパーフレスーパ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　120000002400    000300000000600000004500000030000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(8,9),12,6,(4,5,7),(1,10),(2,11),3                                    40(8,9),12,(4,5,6),7,1,(2,10,11),3                                      00                                                                      00                                                                      0
RAA20110430201104293001011280000北斗盃　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HOKUTO HAI                                                                                                                                                                                                                                                                                                                                                              北斗盃　　　　　　　北斗盃　　　北斗盃0000D 120004000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　120000002400    000200000000400000003000000020000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141313103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(6,14),(3,9,10),12,(5,11,13),2,1,8,7                                  4014,(6,10),(3,9),12,(2,5,13),1,(8,11),7                                00                                                                      00                                                                      0
RAA20110430201104293001010580000門別軽種馬生産振興会賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD OP                                                                                                                                                                                                                                                                                                                                                       門別軽種馬生産振興会門別軽種馬生門別軽0000  120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　170000002400    0000400000000800000006000000040000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807071030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,6,2,5,4,7                                                         201,3,6,2,5,4,7                                                         301,3,2,6,5,(4,7)                                                       40(1,3),2,4,5,6,7                                                       0
RAA20110430201104293001010180000サラ系３歳上　Ｃ４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ４　サラ系３歳上サラ系0000  130004000000000000000８０万下　　　　　　　　　　　　　　　　　　　　　　　　　　120000002400    0000150000000240000001800000012000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,4,6,(2,3,5)                                                         401,4,6,(2,5),3                                                         00                                                                      00                                                                      0
