RAA20110321201103205419020320000サラ系一般　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３　　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,(6,8),2,4,7,10,3,11,5                                             201,(2,9),8,(4,6),10,7,3,5,11                                           301,2,9,8,4,6,5,10,11,7,3                                               401,2,8,5,10,4,11,(6,9),3,7                                             0
RAA20110321201103205419021120000牧野公園桜まつり特別　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          牧野公園桜まつり特別牧野公園桜ま牧野公0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000120000000300000001500000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,9,(2,4),3,10,6,8,5                                                201,7,(4,9),2,3,10,6,8,5                                                301,7,4,9,(2,3),10,6,8,5                                                401,7,4,3,9,2,10,8,6,5                                                  0
RAA20110327201103265419030810000共に頑張ろう福島特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     共に頑張ろう福島特別共に頑張ろう共に頑0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,(1,4,6),5,3                                                       202,7,1,(4,6),(3,5)                                                     30(2,5,6,7),1,4,3                                                       402,(1,6),5,7,4,3                                                       0
RAA20110307201103065418040220000土佐珍味どろめ特別　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     土佐珍味どろめ特別　土佐珍味どろ土佐珍0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000380000001800000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,(5,6),2,4,1,7                                                     203,8,(5,6),2,4,1,7                                                     303,8,(2,5,6),(1,4),7                                                   403,8,2,(1,5),6,4,7                                                     0
RAA20110320201103195419011110000香川県オリーブ特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          香川県オリーブ特別　香川県オリー香川県0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000330000001600000011000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,7,3,(2,5),6,1,4                                                     208,3,7,5,2,6,1,4                                                       308,7,5,3,6,1,2,4                                                       408,(3,5),7,6,2,1,4                                                     0
RAA20110328201103275419040520000仁淀川町安居渓谷特別　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     仁淀川町安居渓谷特別仁淀川町安居仁淀川0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000150000000380000001800000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807071020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,4,7,3,(1,8),6                                                       205,4,7,3,1,8,6                                                         30(5,7),3,(4,6,8),1                                                     407,3,(5,6),4,8,1                                                       0
