RAA20070728200707274304031280000ガーナ共和国盃　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        ガーナ共和国盃　Ｂ１ガーナ共和国ガーナ0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000002300    000350000001050000007000000042000000280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20070726200707254304010360000サラ系３歳　アイ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　アイ　　サラ系３歳　サラ系0000  120000000000000000000１０９万上２０８万下　　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,7,4,8,3,6,2                                                       201,9,7,4,8,3,6,2                                                       301,9,7,4,8,3,2,6                                                       401,9,(4,7),8,2,3,6                                                     0
RAA20070728200707274304031080000朝顔特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               朝顔特別　　　　　　朝顔特別　　朝顔特0000E 120000000000000000000サラ系３歳　２０８万上２７４万下　　　　　　　　　　　　　　160000002300    0001800000005400000036000000216000001440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,6,7,8,2,5,3                                                       201,4,6,8,5,7,2,3                                                       301,4,6,7,5,2,8,3                                                       401,4,7,2,6,3,8,5                                                       0
