RAA20070614200706134503031060000関東オークス（中央交流）　Ｇ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        関東オークス（中央交関東オークス関東オ0000B 000000000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　210000002300    003200000011200000064000000320000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141414101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20070613200706124503020650000サラ系一般　Ｃ２四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        サラ系一般　Ｃ２四五サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    000100000000300000001800000012000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20070613200706124503020850000あじさい特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               あじさい特別　１　　あじさい特別あじさ0000E 120002000000000000000サラ系３歳　３００万上　　　　　　　　　　　　　　　　　　　150000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,2,7,5,6,10,8,4,3                                                  201,9,2,7,5,6,10,4,8,3                                                  301,9,7,8,(5,10),3,(2,6),4                                              40(1,9),7,5,10,3,6,8,4,2                                                0
RAA20070614200706134503030860000ジューンフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ジューンフラワー賞（ジューンフラジュー0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,10,9,11,13,12,3,4,6,1,5,2                                         207,8,9,10,12,11,13,3,4,6,1,5,2                                         307,8,10,9,11,13,12,4,3,6,1,2,5                                         40(7,8),9,12,10,13,11,6,4,1,2,5,3                                       0
RAA20070612200706114503011040000ギャラクシー特別　Ｂ２二Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ギャラクシー特別　Ｂギャラクシーギャラ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002600000007800000052000000312000002080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,5,7,8,6,4,3,1,2                                                  209,10,(5,7),(6,8),4,3,1,2                                              307,9,5,8,10,6,4,2,3,1                                                  407,8,5,(2,6,9),4,3,10,1                                                0
