O112018090820180909090402090908193815157773010051020200001503000015040000150500560306000015070102040800170109017006100512071105120712000015130512071400001515012805                                                                                                        010010004301020000000015030000000015040000000015050010002001060000000015070010002101080000000015090040043204100000000015110000000015120000000015130040043204140000000015150040043204                                                                                                                                                                     120000035130000035140000035150000035160000035170000035180000035220000035230000035240000035250006902260006902270000035280000035330000035340006902350000035360000035370000035380000035440006902450000035460006902470006902480003401550000035560000035570000035580000035660000035670000035680000035770000035780006902880000035000000000640000000005400000000009
O112018090820180909090402090908194315157773010067030200001503000015041144120500760606006302070067030800380109019009100286101100710512057211130127071400001515014308                                                                                                        010020004605020232064012030232064012040000000015050015003103060011001901070013002302080062016308090033008306100118032210110062016308120043011007130017003904140232064012150118032210                                                                                                                                                                     120000035130011104140000035150000035160000035170033311180033311220000035230000035240033311250016608260033311270000035280000035330000035340016608350033311360033311370011104380011104440033311450000035460011104470006602480005501550000035560000035570000035580000035660000035670033311680016608770033311780006602880000035000000001430000000016000000000043
O112018090820180909090402090908194915157773010074030200001503033411040445120500780506007403070070020800400109022209100222091100780512066813130083071400001515016708                                                                                                        010027003906020357054415030055008308040028004107050020002803060014001801070016002102080055008308090021003004100093014111110093014111120064009610130021003004140122018613150181027614                                                                                                                                                                     120000035130015305140061219150000035160000035170061219180015305220061219230000035240030612250030612260061219270030612280030612330000035340020409350020409360030612370015305380007603440061219450061219460020409470012204480006801550000035560000035570061219580030612660000035670061219680015305770061219780006801880030612000000001670000000020700000000079
O112018090820180909090402090908195415157773010075030200001503065812040188080500770406014606070114050800730209032911100292091101540712131614130022011406581215029209                                                                                                        010019002401020594079715030089011911040027003406050019002401060019002401070021002704080070009409090029003807100070009409110152020513120026003305130029003807140089011911150152020513                                                                                                                                                                     120000035130011004140019309150155030160038716170014006180038716220155030230155030240077525250077525260038716270077525280077525330022111340031014350009101360022111370009101380012905440051619450051619460009101470019309480015507550155030560051619570051619580051619660051619670031014680022111770155030780015507880077525000000003290000000030500000000200
O112018090820180909090402090908200015157773010094040200001503088812040296090500760306014806070158070801160509040311100341101102610812222014130035021408881215002701                                                                                                        010018002602020260044115030101017012040032005206050024003704060021003403070026004105080064010711090032005206100060009910110158026814120032005206130032005206140101017012150012001301                                                                                                                                                                     120000035130012804140024114150192932160048217170016007180048217220192932230096426240096426250096426260048217270064322280096426330021411340019210350010102360021411370006801380012804440064322450064322460010102470017509480016007550192932560048217570038516580048217660064322670027515680021411770096426780013706880096426000000005550000000050400000000249
O112018090820180909090402090908200515157773010092040200001503054612040307090500690306015807070129060801140509032810100351111102730812070214130038021406151315003001                                                                                                        010019002702020333052215030075011711040040006109050025003704060026003905070019002702080075011711090029004306100060009210110169026514120031004607130038005708140087013613150013001501                                                                                                                                                                     120000035130015207140028514150228632160057120170019011180057120220228632230114326240114326250114326260045717270076222280114326330017509340012705350009902360017509370006001380012004440076222450076222460011403470014206480019011550228632560045717570038116580045717660076222670032615680022813770114326780015207880114326000000006150000000060000000000295
O112018090820180909090402090908201115157773010098050200001503069812040369100500880406015308070142060801460709025109100369101100520312089814130044021407861315003501                                                                                                        010023004304020263055015030086017712040046009410050030005805060033006506070019003403080086017712090036007207100069014311110011001201120039007709130037007408140112023414150014002202                                                                                                                                                                     120000035130015807140029714150237932160059421170019811180059421220237932230118927240118927250079323260047518270079323280118927330018309340011803350009502360018309370006201380011803440047518450079323460011803470013206480019811550237932560039616570039616580047518660079323670033915680021613770118927780015807880118927000000007860000000105100000000307
O112018090820180909090402090908201615157773010099050271601503079513040311100500890406016608070106060801320709019309100311101100590312102214130045021404471215003801                                                                                                        010026004505020285052415030110020114040059010710050037006607060035006106070023003804080067012211090017002703100085015513110011001301120049008809130039006908140081014812150015002402                                                                                                                                                                     120000035130017108140030416150137129160045719170022812180045719220274333230137129240091424250091424260039118270091424280137129330019509340013005350009702360021111370006501380012403440045719450068523460012403470013706480019509550274333560045719570022812580024915660091424670034217680022812770137129780015207880091424000000008950000000120500000000354
O112018090820180909090402090908202215157773010112070284321503093613040255110500780406019609070087050800990609018308100337121100690312120414130049021402211015004301                                                                                                        010028004605020319055915030123021414040064011011050039006506060039006506070021003304080045007609090017002703100087015112110011001301120053009110130039006506140091015813150016002502                                                                                                                                                                     120000035130018608140033116150149129160049720170022912180049720220298333230149129240099425250074524260042618270099425280149129330021310340013505350010203360018608370006701380013505440049720450049720460012904470013505480021310550298333560042618570024814580024814660099425670033116680022912770149129780009602880099425000000010540000000128400000000385
O112018090820180909090402090908202715157773010108070287601503097313040265110500810406018209070088050801030609018610100336121100710312125114130047021401780815004401                                                                                                        010025004005020303050915030128021414040068011311050042006907060042006907070018002803080048007909090018002803100074012412110012001401120057009410130040006406140096016013150017002602                                                                                                                                                                     120000035130030010140056817150170526160073018170036513180073018220511533230255730240170526250127824260073018270170526280255730330031911340003901350017606360004002370010203380011104440073018450085223460017606470021308480034112550511533560073018570042615580039314660170526670042615680026909770255730780015505880127824000000010950000000136300000000660
O112018090820180909090402090908203315157773010111070292401503102613040236110500800406019210070082050801080609018408100355121100750312132014130048021401880915004201                                                                                                        010027004305020340056615030135022514040033005206050036005707060043007008070016002302080054008810090020003004100083013712110012001501120064010411130043007008140107017713150018002803                                                                                                                                                                     120000035130024909140060917150060917160078320170028811180078320220548733230274330240182927250137125260078320270182927280274330330034214340004201350016106360004302370009703380011904440078320450091424460017707470022808480036515550548733560068519570032213580028811660182927670045716680026110770274330780015605880137125000000011550000000151300000000708
O112018090820180909090402090908203815157773010164060299991503059213040379110501050406030210070022010801680709025008100528121101180512211414130058021402840915006103                                                                                                        010026003805020424064815030091013912040039005908050033004907060051007609070018002502080062009410090020002803100097014813110013001601120078011911130027003906140127019414150020002803                                                                                                                                                                     120000035130024709140066017150066017160084921170028310180084921220594433230198129240148627250148627260074319270118825280198129330033014340004501350016907360004602370009403380012304440084921450099024460018508470013205480039615550594433560074319570029713580028310660198129670042416680028310770297232780015206880118825000000018500000000174500000000767
O112018090820180909090402090908204415157773010168070253461503061613040411110501120506032010070024010800850409025808100553121101260612178214130058021402620915006603                                                                                                        010027003905020325048115030044006409040042006208050029004207060053007810070019002602080068009911090021002903100099014713110014001601120079011712130028004006140119017714150021003003                                                                                                                                                                     120000035130026109140062717150069718160089623170028511180089623220627733230209229240104625250156928260078419270104625280209229330034814340004701350017907360004902370008903380011204440078419450078419460019008470013005480036915550627733560078419570027210580028511660209229670041816680029813770209229780013606880125527000000020050000000184800000000810
O112018090820180909090402090908204915157773010166070219001503063313040417120501000506033510070025010800900409025508100363111101340612114014130055021402750915007003                                                                                                        010030004207020172024415030050007009040042005908050026003506060053007510070020002602080065009211090022002903100080011313110015001701120078011112130025003405140123017514150024003204                                                                                                                                                                     120000035130027209140065317150065317160093324170029612180081620220653333230217730240108825250163329260072519270108825280217730330036215340004801350017607360005102370008903380011204440081620450081620460018608470011805480029612550653333560081620570028410580028410660217730670040816680031114770108825780013906880130628000000021380000000204900000000843
O112018090820180909090402090908205515157773010172070219891503059613040426120500960506032510070024010800920409026308100365111101360612111914130056021402750915007203                                                                                                        010032005007020171027315030052008109040045007108050025003805060053008410070021003103080068010811090023003504100086013813110015002002120083013212130013001601140115018514150025003805                                                                                                                                                                     120000035130027310140062017150068218160097525170031013180075821220682733230227530240068218250170629260075821270113726280227530330037915340004901350018408360005202370009203380011704440075821450068218460018408470012105480028411550682733560085324570028411580017907660227530670040116680032514770113726780014206880136528000000022380000000250100000000881
O112018090820180909090402090908210015157773010171070219071503037312040454130500980406034010070025010800980409026109100340101101250612105914130054021402470815007503                                                                                                        010033005107020176028015030053008409040045007008050025003805060055008610070021003103080070011112090022003304100068010811110016002002120082013113130013001601140116018414150026003906                                                                                                                                                                     120732333130028111140061017150061017160091525170031813180066519220732333230183030240066519250146429260066519270091525280183030330034815340005101350017807360005402370009103380011804440081323450066519460018708470012805480028111550732333560081323570026110580018708660244132670036616680031813770122027780014006880122027000000023840000000256900000000945
O112018090820180909090402090908210615157773010182070220311503039812040472130501040506035611070026010800680309026008100344101101310612112814130057021402600815007104                                                                                                        010034005107020178027715030054008309040046007108050026003805060056008610070019002803080068010611090023003404100069010812110016002102120082012813130013001601140113017614150027004006                                                                                                                                                                     120746333130028712140062117150062117160093225170032413180067819220746333230186530240067819250149229260067819270093225280186530330035515340005201350018207360005502370008603380011804440082924450067819460019108470012405480027611550746333560067819570026610580019108660248732670035515680032413770124328780014006880106627000000025390000000265200000000963
O112018090820180909090402090908211115157773010191070210191403038212040475130501090606036811070028010800720309022508100339101101030512112615130056021402600915007504                                                                                                        010036005507020192030315030055008609040049007508050027004106060055008609070020003003080068010711090021003104100073011412110015001902120089014013130014001701140109017214150024003505                                                                                                                                                                     120409533130029212140068220150045517160091026170030313180058518220819134230163831240074423250117029260068220270074423280117029330039016340005601350018607360006002370008503380012004440081925450068220460021009470013006480024810550819134560063019570025511580019508660273032670032715680030313770102328780012004880091026000000026750000000289900000001057
O112018090820180909090402090908211715157773010191070210501403039412040490130501050506032911070027010800740309021208100290101101060612110315130058021402690915007704                                                                                                        010036005407020188029415030056008710040049007608050027004106060055008609070020003003080069010812090022003204100064009911110015001902120087013613130014001701140110017314150024003505                                                                                                                                                                     120418533130029813140069720150046517160093026170031014180059718220837034230167431240076025250119529260069720270069720280119529330039816340005701350018607360006102370008703380012105440069720450069720460021409470012406480023910550837034560059718570026111580019408660279032670033415680028812770104628780011304880093026000000027580000000292700000001080
