O11201809082018090906040210090819331313777301000013020000130300001304000013050000130600001307000013080000130900001310000013110000131200001313000013                                                                                                                        010010001001020000000013030000000013040000000013050000000013060000000013070000000013080000000013090000000013100000000013110000000013120000000013130000000013                                                                                                                                                                                             120000033130000033140000033150000033160000033170000033180000033         230000033240000033250000033260000033270000033280000033         340000033350000033360000033370000033380000033440000033450000033460000033470000033480000033550000033560000033570000033580000033660000033670000033680000033770000033780000033880000033000000000000000000000100000000000
O11201809082018090906040210090819381313777301000013020000130300001304040005050000130600001307020003080000130902000310010002110400051200110113000013                                                                                                                        010010009601020000000013030000000013040000000013050000000013060000000013070010001001080000000013090000000013100000000013110000000013120000000013130000000013                                                                                                                                                                                             120000033130000033140000033150000033160000033170000033180000033         230000033240000033250000033260011606270000033280000033         340000033350000033360000033370000033380000033440000033450000033460005802470011606480003801550000033560000033570011606580011606660000033670005802680005802770000033780005802880000033000000000500000000001200000000015
O11201809082018090906040210090819441313777301102413020064030303410804005602050093050601460607017007080512120903410810008504110341081200230113034108                                                                                                                        010078034809020021007704030026009907040078034809050015004602060000000013070014004001080023008706090000000013100021007704110000000013120042017408130015004902                                                                                                                                                                                             120000033130030210140000033150000033160000033170000033180030210         230000033240015108250030210260015108270000033280000033         340000033350000033360000033370030210380000033440000033450000033460010006470006001480007504550000033560030210570030210580010006660000033670006001680007504770000033780006001880000033000000001280000000008700000000039
O11201809082018090906040210090819491313777301230413020144060304600904012804050192070601920707010903080135050907681110002001110768111200370213057610                                                                                                                        010083018010020026005206030031006208040122026811050020003703060020003903070016002601080026005206090122026811100016002801110000000013120064013609130020003903                                                                                                                                                                                             120000033130044112140000033150000033160000033170000033180044112         230000033240022009250044112260014706270044112280044112         340000033350044112360000033370044112380022009440000033450000033460014706470007303480008805550000033560044112570022009580014706660000033670006302680007303770000033780004401880000033000000002880000000013400000000057
O11201809082018090906040210090819551313777301137213020144060304571004010504050161070602280907011405080098030909141110002201110914111200410213019608                                                                                                                        010082019409020030006707030033007308040082019409050013002201060024005105070016003203080028006206090158038012100014002502110000000013120082019409130019003804                                                                                                                                                                                             120000033130015007140015007150075120160000033170075120180037513         230000033240037513250037513260010704270025011280037513         340000033350037513360075120370037513380037513440075120450075120460025011470012506480010704550000033560075120570015007580015007660000033670009303680007502770000033780006201880075120000000003430000000019200000000097
O11201809082018090906040210090820001313777301108812020163060304661104012505050181070602721007012004080116030910881210001901110233091200470213021708                                                                                                                        010095013612020024003305030037005209040080011511050016002001060031004407070021002803080031004407090118016813100016002001110025003506120069009910130022003004                                                                                                                                                                                             120000033130018208140018208150091422160091422170091422180045715         230000033240045715250045715260011404270022811280045715         340000033350045715360045715370030413380045715440091422450091422460022811470013006480013006550091422560030413570018208580011404660000033670007602680008303770000033780006001880091422000000004080000000025600000000118
O11201809082018090906040210090820061313777301158113020128050301000404013106050215080603951107015807080048020906771210002401110338101200590313031609                                                                                                                        010125018213020026003705030048006909040105015312050017002202060040005808070021002904080014001701090059008711100018002503110032004607120051007410130028004006                                                                                                                                                                                             120000033130024009140024009150120125160120125170060020180040017         230120125240060020250060020260015007270030013280040017         340060020350030013360030013370030013380024009440120125450120125460020008470012005480013306550120125560040017570024009580010904660120125670008503680007002770000033780006601880060020000000005930000000034900000000155
O11201809082018090906040210090820111313777301126813020133060301050404012005050220080603901207015807080047020902200810002601110338101200610313033810                                                                                                                        010085011712020030004006030045006109040108014813050019002402060047006510070022002904080015001801090025003305100020002603110036004908120056007811130032004307                                                                                                                                                                                             120000033130027210140027210150045418160136427170068222180034117         230136427240068222250045418260015107270027210280045418         340068222350027210360027210370022709380027210440136427450136427460017008470012405480013606550136427560045418570027210580010404660068222670008503680008002770000033780006801880068222000000006340000000039800000000176
O11201809082018090906040210090820171313777301162613020158060300430204014705050224090602160807018007080055030902601010003001110433121200720413029511                                                                                                                        010106013613020036004609030053006811040081010412050021002602060029003706070023002803080018002101090029003706100023002903110044005710120033004308130027003405                                                                                                                                                                                             120000033130038117140031715150063522160190628170095324180038117         230190628240095324250047620260015805270027213280031715         340063522350021110360017308370021110380027213440190628450095324460015805470015805480019009550190628560038117570023812580011904660047620670007602680008203770000033780005901880095324000000008130000000047300000000246
O11201809082018090906040210090820221313777301137213020167060300460204015605050236090602280807018507080054030902641010002901110429121200670413029811                                                                                                                        010108014413020040005409030056007611040091012212050022002903060017002101070024003204080018002302090031004008100025003305110046006210120027003606130029003907                                                                                                                                                                                             120000033130035615140035615150071322160213928170106924180042720         230213928240106924250035615260017807270030513280035615         340071322350021310360015205370023711380030513440213928450106924460017807470016406480017807550213928560035615570023711580013304660053421670007902680008203770000033780004701880106924000000008580000000055500000000276
O11201809082018090906040210090820281313777301098013020150060300490204014205050196080601630707020609080056030902111010003301110290121200710413023011                                                                                                                        010056007211020044005709030060007812040099012713050025003205060019002301070024003004080020002503090033004207100028003606110054006910120019002301130033004207                                                                                                                                                                                             120006603130047717140055621150111326160334030170111326180055621         230006501240167029250047717260025610270047717280047717         340083523350033413360018506370033413380041716440334030450111326460020808470022209480025610550334030560037115570030312580019607660083523670009004680009205770000033780006501880083523000000009800000000064100000000431
O11201809082018090906040210090820331313777301093213020172070300570304015205050216090601900807016306080062040902331010003701110321121200410213023911                                                                                                                        010062007812020048006010030040005009040096012013050027003305060020002402070021002603080021002603090035004307100029003606110054006811120019002301130036004508                                                                                                                                                                                             120007603130031915140054621150047817160382831170047817180063824         230007502240127629250054621260029414270047817280054621         340076525350025511360020107370025511380047817440191430450076525460021208470022509480025511550382831560042516570022509580018206660095727670009305680009104770000033780006901880095727000000011660000000070200000000494
O11201809082018090906040210090820391313777301100513020186070300610304009905050209100602050907015906080066040902010810003701110304121200440213025111                                                                                                                        010077010113020059007811030024003004040072009412050029003707060024003104070025003206080020002402090043005608100017002001110048006310120022002803130044005709                                                                                                                                                                                             120008803130033816140062822150055019160440231170055019180062822         230008602240110029250062822260024412270036617280055019         340088026350029315360022010370027514380048918440220130450073325460019107470018306480024412550440231560020909570022010580020008660088026670009105680008904770000033780006701880088026000000012570000000092700000000568
O11201809082018090906040210090820441313777301112913020173070300690404010806050235100602210907006403080073050901940810004101110332121200480213028211                                                                                                                        010079010113020048006210030025003205040076009712050030003807060024003004070026003306080020002402090036004608100018002101110048006210120023002903130046005909                                                                                                                                                                                             120009305130033416140066922150058619160468831170058619180066922         230009104240093727250066922260026012270039017280058619         340093727350031215360021308370027514380052018440234430450066922460018706470019507480026012550468831560021308570022311580021308660093727670008302680008302770468831780006201880078126000000014120000000097100000000605
O11201809082018090906040210090820501313777301114513020148070300760504011806050206100601750807007104080068030902000910004301110225121200500213021711                                                                                                                        010087011313020044005810030028003605040084010912050033004307060025003204070028003705080020002603090040005209100018002201110044005810120018002201130034004408                                                                                                                                                                                             120009805130035317140070624150061819160494431170061819180061819         230009604240098828250070624260026013270032915280061819         340061819350032915360022409370027414380054918440247230450070624460017006470018307480024712550494431560022409570023511580021408660098828670008102680008303770494431780006101880082427000000015750000000113400000000638
O11201809082018090906040210090820551313777301102013020154070300790504012506050217100601810807007204080064030902040910004401110232121200460213022811                                                                                                                        010078010013020045005811030028003605040073009512050033004307060025003204070028003505080021002603090041005309100018002201110043005510120018002201130034004408                                                                                                                                                                                             120010405130037217140065123150065123160520831170047318180057819         230010204240086827250074426260027413270027413280065123         340057819350034716360023610370028915380057819440173630450057819460016806470017307480023610550520831560022608570024812580022608660104129670008102680008403770520831780005901880086827000000016580000000116100000000672
O11201809082018090906040210090821011313777301110713020156070300840504013406050228100601910907007704080063030901840810004402110248111200410113024811                                                                                                                        010082011713020046006611030029004005040073010412050035004907060027003704070029004005080017002202090038005409100018002503110044006310120014001701130036005108                                                                                                                                                                                             120013205130042218140075026150067522160337931170051919180067522         230012704240075026250061421260016807270016406280022510         340067522350039717360028113370032116380056320440225230450067522460020409470019808480028113550675832560028113570027011580027011660112629670006802680007903770675832780005801880084428000000017990000000134700000000872
O11201809082018090906040210090821061313777301108613020160070300880504012706050237110601970907008004080061030901900810004402110257121200400113022010                                                                                                                        010082011513020045006310030029004005040061008512050036005008060027003704070029003905080017002202090039005509100019002503110046006411120014001701130033004607                                                                                                                                                                                             120014205130045218140080526150072423160362331170051719180072423         230013604240080526250065821260018107270017206280022612         340065821350038117360030115370032916380060320440241530450072423460020110470020711480027814550724633560018107570026813580018107660120729670007202680007903770362331780005801880090528000000019010000000138200000000935
