O112018090820180909090402070908193709097773010024010200000903002401040000090500000906000009070000090800000909002401                                                                                                                                                        010010005601020000000009030010001101040000000009050000000009060000000009070000000009080000000009090010011201                                                                                                                                                                                                                                             120000029130000029140000029150000029160000029170000029180000029         230000029240000029250001501260000029270000029280000029         340000029350000029360000029370000029380000029         450000029460000029470000029480001501         560000029570000029580000029         670000029680000029         780000029880000029000000000030000000001400000000002
O112018090820180909090402070908194209097773010096030200000903001601040000090500000906009603070000090800000909002402                                                                                                                                                        010010013201020000000009030010002201040000000009050000000009060000000009070000000009080000000009090010001301                                                                                                                                                                                                                                             120000029130013105140006502150000029160006502170000029180004301         230000029240013105250013105260013105270000029280000029         340000029350000029360000029370000029380000029         450000029460000029470013105480006502         560013105570000029580013105         670000029680000029         780013105880000029000000000120000000003300000000017
O112018090820180909090402070908194809097773010061030200000903005202040368070500610306018405070184050803680709001701                                                                                                                                                        010017006204020030012006030011003001040024009105050011001701060080035207070080035207080000000009090011001301                                                                                                                                                                                                                                             120000029130021709140010803150000029160010803170000029180004301         230000029240010803250010803260021709270021709280000029         340000029350000029360021709370000029380021709         450021709460000029470021709480010803         560021709570000029580010803         670000029680000029         780007202880000029000000000460000000008800000000028
O112018090820180909090402070908195309097773010080030200000903002202040640080501060406032005070320050803200509002101                                                                                                                                                        010021004504020042009806030011001601040033007505050011001601060117028507070117028507080117028507090011001201                                                                                                                                                                                                                                             120000029130032513140004001150000029160010803170000029180006502         230000029240016207250016207260032513270016207280000029         340000029350000029360016207370000029380010803         450032513460032513470010803480016207         560032513570000029580016207         670000029680000029         780010803880000029000000000800000000010700000000042
O112018090820180909090402070908195909097773010053030207520903002401040250050501250406025005070250050803760809002401                                                                                                                                                        010014002404020036007005030011001601040036007005050011001801060082016907070082016907080082016907090011001301                                                                                                                                                                                                                                             120022007130044115140005501150000029160014705170000029180005501         230000029240022007250022007260044115270022007280044115         340044115350044115360022007370000029380007303         450044115460022007470014705480022007         560044115570000029580022007         670000029680044115         780008804880000029000000000940000000012700000000057
O112018090820180909090402070908200409097773010056030203170503002802040317050500590406031705070317050804760909002401                                                                                                                                                        010014002504020027005005030011001601040034006506050011001801060092018607070092018607080092018607090011001301                                                                                                                                                                                                                                             120024010130048016140006001150000029160016005170000029180006001         230000029240024010250016005260024010270024010280048016         340048016350048016360024010370000029380008003         450048016460016005470016005480024010         560048016570000029580016005         670048016680048016         780009604880000029000000001190000000014000000000062
O112018090820180909090402070908201009097773010096060201320703005203040528080500440206008805070084040807040909002501                                                                                                                                                        010015002904020016003305030011001401040038008906050013002503060122029808070083020107080122029808090011001301                                                                                                                                                                                                                                             120026711130053418140006601150000029160017806170000029180006601         230000029240026711250013305260026711270026711280053418         340053418350017806360026711370053418380007603         450053418460017806470017806480026711         560053418570000029580017806         670053418680026711         780008904880000029000000002640000000022500000000069
O112018090820180909090402070908201509097773010101060201370703004502040584080500490306009304070093040807780909002401                                                                                                                                                        010015002904020019003705030011001401040029006106050014002703060029006106070103022208080103022208090011001301                                                                                                                                                                                                                                             120033314130066621140008302150066621160022210170000029180007401         230000029240033314250016606260016606270033314280033314         340066621350016606360033314370022210380009504         450066621460016606470022210480033314         560066621570022210580008302         670066621680033314         780011105880000029000000002920000000025900000000086
O112018090820180909090402070908202109097773010071040201430703004202040718080500480306011005070114060809570909002401                                                                                                                                                        010015003503020019004805030011001701040029007806050015003503060029007806070110031308080110031308090011001101                                                                                                                                                                                                                                             120045318130090624140011304150090624160022608170000029180009002         230000029240045318250018106260022608270045318280030213         340090624350018106360022608370030213380011304         450030213460022608470030213480045318         560045318570022608580009002         670045318680030213         780004301880000029000000003590000000036300000000117
O112018090820180909090402070908202609097773010066040200730503004202040673080500570306012906070134070811220909002601                                                                                                                                                        010015003703020019005205030011001401040028008206050015003803060030008807070088027008080115035809090011001101                                                                                                                                                                                                                                             120053820130107724140013405150107724160026911170000029180010703         230000029240053820250021507260026911270053820280035915         340107724350021507360021507370035915380013405         450035915460021507470026911480035915         560035915570026911580010703         670053820680005602         780005101880107724000000004210000000041400000000139
O112018090820180909090402070908203209097773010031020201040503004703040964090500690406017206070185070805360809002901                                                                                                                                                        010013003103020020005305030011001501040032008807050016004004060030008206070067019508080129038209090011001101                                                                                                                                                                                                                                             120067823130019310140016908150022611160033916170027112180011303         230000029240067823250027112260033916270067823280045219         340067823350013504360027112370016908380015006         450045219460027112470033916480045219         560045219570015006580013504         670067823680007102         780006101880135628000000006030000000044400000000175
O112018090820180909090402070908203709097773010029010200910503005003040857090500690406017706070197070805140809003002                                                                                                                                                        010013002803020022005505030011001501040034009107050015003504060031008106070074020308080143039909090011001101                                                                                                                                                                                                                                             120089526130009905140022311150029812160044718170035814180009403         230044718240059620250035814260035814270059620280059620         340089526350012707360019809370014908380008902         450059620460029812470035814480059620         560059620570019809580011906         670089526680009403         780007701880179029000000006430000000046300000000231
