O11201809082018090909040204090819351010777301000010020000100300001004000010050000100600001007000010080000100900001010000010                                                                                                                                                010000000010020000000010030010001001040000000010050000000010060000000010070000000010080000000010090000000010100000000010                                                                                                                                                                                                                                 120000030130000030140000030150000030160000030170000030180000030         230000030240000030250000030260000030270000030280000030         340000030350000030360000030370000030380000030         450000030460000030470000030480000030         560000030570000030580000030         670000030680000030770000030780000030880000030000000000000000000000100000000000
O11201809082018090909040204090819411010777301000010020000100300110104000010050000100603040407000010080101020901520310000010                                                                                                                                                010010006001020010003801030010001201040029042404050000000010060029042404070000000010080000000010090000000010100000000010                                                                                                                                                                                                                                 120000030130008503140000030150000030160000030170000030180000030         230000030240008503250008503260008503270000030280000030         340000030350000030360000030370004201380000030         450000030460008503470008503480004201         560000030570000030580000030         670000030680000030770000030780008503880000030000000000380000000005300000000011
O11201809082018090909040204090819461010777301000010020360050300110104009002050000100603600507000010080120030901800410000010                                                                                                                                                010016009204020011004601030011001701040016009204050025016206060085064807070000000010080085064807090000000010100013006403                                                                                                                                                                                                                                 120000030130017807140000030150000030160000030170000030180008902         230000030240017807250008902260017807270017807280000030         340000030350000030360017807370008902380017807         450017807460017807470017807480008902         560000030570000030580000030         670008902680017807770000030780005901880000030000000000450000000008100000000023
O11201809082018090909040204090819521010777301110410020061030300180104007804050122050602200707036808080058020901570610036808                                                                                                                                                010029005206020014002102030011001201040015002403050041007507060078014310070060010909080016002704090041007507100022003705                                                                                                                                                                                                                                 120000030130037215140006201150000030160037215170000030180018608         230000030240018608250018608260037215270007403280018608         340000030350000030360012404370012404380012404         450037215460018608470012404480018608         560000030570000030580000030         670018608680037215770000030780006201880000030000000001380000000016500000000048
O11201809082018090909040204090819571010777301115210020064030300180104007604050128050602300707038408080060020901640610038408                                                                                                                                                010029005406020014002102030011001201040015002503050042007907060060011409070060011409080016002804090042007907100022003905                                                                                                                                                                                                                                 120000030130039516140006502150000030160039516170000030180019708         230039516240019708250019708260039516270007903280019708         340000030350000030360013104370013104380013104         450039516460019708470013104480019708         560000030570000030580000030         670019708680019708770000030780005601880000030000000001440000000017400000000051
O11201809082018090909040204090820031010777301204010020017010300310204012704050204050602910707051009080102030902550610040808                                                                                                                                                010031007106020011001101030011001701040012002403050040009307060049011809070067016210080020004504090040009307100027006205                                                                                                                                                                                                                                 120000030130046517140007702150000030160046517170000030180023211         230046517240023211250023211260023211270007702280023211         340046517350000030360011604370011604380015506         450046517460015506470015506480015506         560000030570000030580046517         670015506680023211770000030780006601880000030000000002550000000031000000000060
O11201809082018090909040204090820081010777301119210020015010300360204014904050238050602980707059609080103030902640610047608                                                                                                                                                010029006406020011001101030011001801040013002403050043009708060043009708070074016810080020004204090039008807100025005305                                                                                                                                                                                                                                 120000030130018008140009002150000030160054218170000030180013505         230054218240027114250027114260027114270009002280027114         340054218350054218360013505370013505380009002         450054218460018008470018008480018008         560000030570000030580054218         670018008680018008770000030780006701880000030000000002980000000032400000000070
O11201809082018090909040204090820141010777301142410020018010300410204010905050258070600890307071209080101040901290610040608                                                                                                                                                010039007407020011001201030012001902040015002604050044008608060014002403070084016410080025004705090052010109100033006206                                                                                                                                                                                                                                 120000030130023213140011602150069721160069721170000030180013907         230017409240034819250023213260023213270011602280034819         340069721350017409360011602370011602380011602         450069721460017409470023213480023213         560000030570000030580013907         670017409680023213770000030780008701880000030000000003560000000037900000000090
O11201809082018090909040204090820191010777301148410020018010300420204010905050174070600870307074209080098040901340610037108                                                                                                                                                010042007808020011001301030013001902040017002704050024004305060015002403070080014810080026004606090057010609100036006507                                                                                                                                                                                                                                 120000030130029117140014505150087524160043720170000030180017508         230021814240043720250017508260017508270012503280043720         340087524350017508360012503370014505380014505         450043720460017508470029117480029117         560087524570021814580017508         670009701680021814770087524780009701880000030000000003710000000039900000000113
O11201809082018090909040204090820251010777301113810020020010300400204012605050200070600970407085409080059030901420610042708                                                                                                                                                010042008308020011001401030011001401040017003104050024004505060015002703070074015010080025004806090048009509100037007407                                                                                                                                                                                                                                 120000030130035119140017505150105425160052721170000030180021011         230017505240052721250021011260021011270015004280052721         340105425350017505360013103370017505380017505         450035119460021011470026315480026315         560052721570026315580017505         670011702680026315770105425780004701880105425000000004270000000046200000000136
