O11201809082018090906040207090819371313777301000013020056020300280104005602050000130600001307000013080056020900560210000013110056021200001313000013                                                                                                                        010010010401020010010401030010001101040000000013050000000013060000000013070000000013080000000013090010010401100000000013110000000013120000000013130000000013                                                                                                                                                                                             120000033130000033140000033150000033160000033170000033180000033         230000033240000033250000033260000033270000033280000033         340000033350006902360006902370000033380006902440000033450000033460000033470000033480006902550000033560003401570006902580006902660000033670000033680006902770000033780000033880000033000000000070000000001300000000009
O11201809082018090906040207090819421313777301000013020033010300660304026409050052020602640907006603080132060901320610000013110264091200880513013206                                                                                                                        010011002601020025014806030011002601040000000013050013005903060000000013070018009804080000000013090045029607100000000013110000000013120018009804130045029607                                                                                                                                                                                             120000033130013904140000033150000033160000033170000033180013904         230000033240013904250013904260013904270000033280000033         340000033350013904360013904370000033380013904440000033450000033460000033470004601480013904550000033560006902570013904580013904660000033670000033680006902770000033780000033880000033000000000330000000003700000000018
O11201809082018090906040207090819481313777301045612020057030300410104022809050091040600410107011406080228090902280910000013110152071201520713009104                                                                                                                        010013004102020062030810030012003201040000000013050028012305060015005603070043020509080028012305090028012305100000000013110000000013120028012305130021008804                                                                                                                                                                                             120000033130007202140000033150000033160000033170000033180014407         230000033240021710250043413260043413270043413280021710         340000033350010805360043413370043413380005401440000033450000033460000033470010805480014407550000033560021710570043413580007202660000033670043413680014407770000033780007202880000033000000000570000000007700000000056
O11201809082018090906040207090819531313777301045611020082050300500304030409050182070600570407003801080130060904561110000013110304091202280813004802                                                                                                                        010018003604020051011907030016003002040234057212050051011907060012001901070022004805080026005606090051011907100000000013110081019611120051011907130016003202                                                                                                                                                                                             120000033130006201140011105150000033160000033170000033180018609         230000033240027913250027913260018609270055817280018609         340000033350013907360055817370055817380006201440000033450000033460000033470013907480018609550000033560027913570027913580009303660000033670055817680011105770000033780009303880000033000000001140000000014500000000072
O11201809082018090906040207090819591313777301035710020082050300360104026808050214070600630407004402080153060905361210000013110357101202680813004603                                                                                                                        010016003103020042009907030016003303040264066412050057013708060012002101070025005505080028006406090057013708100000000013110091022611120057013708130014002402                                                                                                                                                                                             120000033130007903140015806150079018160000033170000033180015806         230000033240039515250026313260019709270079018280019709         340000033350015806360039515370079018380004301440000033450000033460000033470019709480019709550000033560026313570039515580007102660000033670079018680009804770000033780009804880000033000000001340000000016800000000102
O11201809082018090906040207090820041313777301036411020104070300460104029109050208080600850607005202080080050900630410145613110364111202910913005803                                                                                                                        010017002403020045007107030017002403040145023312050061009708060013001701070022003405080030004706090061009708100145023312110075012011120061009708130014001902                                                                                                                                                                                             120000033130008803140017608150088319160000033170000033180012606         230000033240044115250029413260022010270088319280017608         340000033350014707360044115370088319380004401440000033450000033460088319470022010480022010550000033560029413570044115580006302660000033670044115680009804770000033780011005880000033000000001820000000017700000000114
O11201809082018090906040207090820101313777301022808020108070300320104041111050293090600760407006803080058020900820610205613110514121203421013007905                                                                                                                        010018002604020031004606030016002303040161025012050067010409060014001801070021003105080033005007090067010409100161025012110083012911120057008808130015001902                                                                                                                                                                                             120000033130011204140022410150056117160000033170112321180012405         230000033240056117250028011260028011270112321280018709         340000033350012405360037416370112321380004601440000033450000033460056117470028011480028011550000033560028011570016008580006202660112321670056117680009303770000033780012405880112321000000002570000000019000000000145
O11201809082018090906040207090820151313777301022408020101070300320104044811050320090600740407007203080058020900860510044811110560131203200913008605                                                                                                                        010020003204020028004706030012001601040104018411050071012409060012001601070025004105080035006007090084014810100104018411110104018411120061010708130014002203                                                                                                                                                                                             120128623130011605140021410150064318160000033170128623180011605         230000033240064318250032112260025711270128623280018308         340000033350012807360042817370032112380004901440000033450000033460064318470032112480032112550000033560032112570018308580006402660128623670064318680009103770000033780010704880064318000000002800000000027600000000166
O11201809082018090906040207090820211313777301038410020071020300290104025609050481110600760307008906080078040900960710064112110962131201600813008005                                                                                                                        010029004505020042006706030013001701040162026313050044007107060015002203070013001701080047007508090062010011100050008009110050008009120084013512130018002604                                                                                                                                                                                             120188323130015607140031312150094120160000033170188323180013406         230188323240094120250031312260037617270188323280018808         340000033350011005360020909370031312380005501440000033450188323460094120470031312480031312550000033560023510570023510580006903660188323670047018680009904770000033780006202880047018000000004810000000040600000000243
O11201809082018090906040207090820261313777301036011020080050300320104028810050541120600660307010006080073040901080710027009111082131201800813006302                                                                                                                        010028004205020048007207030014001801040186028613050050007708060015002103070014001901080053008109090061009311100035005306110057008710120096014712130018002504                                                                                                                                                                                             120220125130018307140036614150110021160000033170110021180015706         230220125240110021250031412260044019270220125280022009         340000033350012905360018307370036614380006102440000033450110021460036614470036614480036614550000033560022009570027511580008104660220125670055020680005101770000033780007303880031412000000005410000000044300000000284
