O112018090820180909090402010908193509097773010000090208160403001101040080020500000906000009070000090800000909040803                                                                                                                                                        010012003601020018007204030018007204040000000009050000000009060000000009070012003601080018007204090012003601                                                                                                                                                                                                                                             120010004130010004140000029150000029160000029170000029180000029         230010004240000029250010004260010004270000029280000029         340000029350000029360000029370005001380005001         450000029460000029470000029480010004         560000029570000029580000029         670000029680000029         780005001880010004000000000960000000000900000000013
O112018090820180909090402010908194009097773011020080205100603001101040092020502550506102008070510060801120309020404                                                                                                                                                        010025027204020025027204030025027204040045054007050011008003060000000009070010004801080045054007090010001101                                                                                                                                                                                                                                             120018607130009303140000029150000029160018607170000029180018607         230018607240018607250009303260018607270000029280000029         340000029350000029360000029370009303380006202         450000029460000029470018607480009303         560000029570000029580000029         670000029680018607         780004601880018607000000001200000000013500000000024
O112018090820180909090402010908194509097773010540090204050703001401040124040502690606040507070073020801340509008003                                                                                                                                                        010011003001020044015507030028009506040064022908050020006104060064022908070011003001080024008005090011001101                                                                                                                                                                                                                                             120035611130017806140000029150000029160035611170000029180011804         230035611240017806250017806260035611270035611280035611         340035611350000029360035611370017806380004401         450035611460000029470035611480008903         560000029570000029580035611         670000029680017806         780005002880011804000000001910000000017300000000046
O112018090820180909090402010908195009097773010843090206330703001401040126050503160606063307070076030800900409007002                                                                                                                                                        010014003003020023005405030032007807040035008808050026006306060112028909070013002602080017003704090011001101                                                                                                                                                                                                                                             120051117130025509140008503150000029160025509170000029180017006         230051117240025509250025509260051117270025509280025509         340051117350000029360025509370017006380004201         450051117460051117470017006480012704         560000029570000029580051117         670000029680025509         780006302880012704000000002980000000022800000000066
O112018090820180909090402010908195509097773010892080208920803002001040155060501270506059507070052020800680409005703                                                                                                                                                        010015005204020026010305030032013206040035014608050032013206060072032009070011002501080014005003090011001101                                                                                                                                                                                                                                             120038712130015505140011004150000029160038712170000029180008603         230038712240025809250038712260077521270038712280038712         340038712350000029360038712370025809380003601         450077521460077521470025809480019306         560077521570077521580038712         670077521680019306         780005902880019306000000004200000000049100000000100
O112018090820180909090402010908200009097773010870090207240803002401040189060501490506062107070054030800750409003202                                                                                                                                                        010016006604020025011605030027013206040036018208050033016607060068035609070011001901080014005903090011001101                                                                                                                                                                                                                                             120043414130017305140012404150000029160043414170000029180009603         230043414240028910250043414260043414270021707280043414         340043414350000029360043414370028910380003301         450086822460086822470028910480021707         560086822570086822580028910         670086822680021707         780005702880017305000000005120000000068000000000112
O112018090820180909090402010908200509097773010723080207230803002601040187060501530506063307070057030800800409002802                                                                                                                                                        010016006604020024010605030025011206040037017107050037017107060063030809070011001901080014005303090011001101                                                                                                                                                                                                                                             120032915130014604140018807150000029160065819170000029180010103         230026310240043917250065819260065819270026310280026310         340032915350131724360043917370016406380003501         450131724460131724470026310480026310         560131724570065819580018807         670065819680018807         780006502880014604000000005960000000070300000000170
O112018090820180909090402010908201009097773010890090203950703002301040263060502150506079008070066030800980409002502                                                                                                                                                        010018007604020026011806030020008905040034016607050037017908060057028609070011002301080015006003090011001101                                                                                                                                                                                                                                             120037216130016507140021209150000029160074421170148825180010603         230029712240049618250049618260074421270029712280024810         340037216350029712360049618370014805380003801         450148825460148825470029712480024810         560148825570074421580013504         670074421680018608         780006402880014805000000008380000000086900000000192
O112018090820180909090402010908201509097773011272080205080703004202040470060502890506141409070112030801550409001301                                                                                                                                                        010018007304020024010506030022009405040038017508050038017508060029013107070011002301080016006203090011001101                                                                                                                                                                                                                                             120045717130018206140026110150182928160060921170091425180009603         230030411240060921250045717260045717270030411280022809         340045717350036515360060921370015204380003601         450091425460091425470036515480030411         560182928570030411580015204         670060921680020308         780006302880018206000000014980000000092700000000236
O112018090820180909090402010908202009097773010806080204420603004102040471070502840506137009070092030801570409001401                                                                                                                                                        010019006805020028010606030016005403040048019309050040016008060037014407070011002201080016005403090011001101                                                                                                                                                                                                                                             120059220130015805140033814150237129160079022170079022180011203         230021508240079022250047419260059220270039516280026311         340026311350021508360026311370013904380004101         450079022460118527470039516480033814         560118527570039516580016906         670079022680023710         780005102880019707000000016130000000102200000000306
O112018090820180909090402010908202509097773010505080204430603003902040472070502770506128809070094030801590409001401                                                                                                                                                        010025007805020037012006030020006104040057019408050057019408060052017507070011002601080011002501090011001101                                                                                                                                                                                                                                             120062120130016505140035515150248729160082923170082923180011803         230022608240082923250049719260062120270041416280027613         340024811350022608360024811370012404380004201         450062120460082923470041416480031014         560124328570041416580017706         670082923680022608         780005102880017706000000016690000000124500000000321
O112018090820180909090402010908203009097773010484070204690603003902040484070502800506133209070088030801430409001401                                                                                                                                                        010030008905020049015006030011001601040072022608050063019607060072022608070013003204080012002803090011001101                                                                                                                                                                                                                                             120070122130014005140040017150046718160093525170035015180013304         230025509240093525250056121260070122270046718280028012         340028012350017507360028012370010703380004501         450070122460093525470046718480035015         560140229570025509580014706         670093525680025509         780005702880020008000000018810000000161400000000362
O112018090820180909090402010908203509097773010459060204850703004002040485070502620506137809070082030801310409001401                                                                                                                                                        010031008306020051014707030011001601040073021308050029007905060077022409070013003103080013002903090011001101                                                                                                                                                                                                                                             120074523130013504140042617150042617160099426170033115180014205         230027110240074523250059621260059621270042617280029812         340029812350017507360029812370009003380004701         450074523460099426470042617480037216         560149129570024809580015706         670099426680027110         780005602880019808000000019460000000169200000000385
O112018090820180909090402010908204009097773010413060204820703003702040511080502750506133609070074030801380409001501                                                                                                                                                        010027007105020052014407030011001601040061016908050031008306060083023309070014003104080013002803090011001101                                                                                                                                                                                                                                             120078824130014305140045018150045018160105126170035015180013704         230024209240063021250063021260063021270039417280026211         340031513350018507360031513370009003380004701         450078824460105126470045018480035015         560157729570024209580015706         670105126680026211         780005702880018507000000020450000000177300000000407
O112018090820180909090402010908204509097773010378060204430703003902040534080502790506129809070073030801000409001701                                                                                                                                                        010024006005020048012807030011001601040063017108050032008206060083022609070014003004080013002803090011001101                                                                                                                                                                                                                                             120080424130014605140045919150040217160107226170035715180013904         230024709240064322250064322260053621270040217280026811         340032113350018908360032113370008903380004701         450080424460107226470045919480035715         560160829570024709580015306         670107226680026811         780005602880017807000000021390000000180600000000415
O112018090820180909090402010908205009097773010397080203410603004102040360070502940506129809070064030801070409001701                                                                                                                                                        010024006005020046012107030011001601040065017408050032008006060085022909070014003004080013002903090011001101                                                                                                                                                                                                                                             120085024130014705140048619150042517160113426170037815180014705         230024309240068022250068022260056721270042517280028311         340030913350018908360030913370009103380004501         450085024460113426470048619480037815         560170129570026110580010904         670113426680028311         780005802880017907000000022930000000183500000000439
O112018090820180909090402010908205509097773010388080203370603004202040367070503010506135109070065030801070409001701                                                                                                                                                        010025006005020042010607030011001601040057014708050033008206060085022309070014003004080013002803090011001101                                                                                                                                                                                                                                             120073425130014605140045919150040818160091826170036715180015306         230024409240045919250061223260052422270036715280028211         340030614350019308360028211370009603380004801         450061223460091826470045919480036715         560122429570026210580011404         670091826680028211         780006202880018307000000023850000000188100000000474
O112018090820180909090402010908210009097773010394080203150603004202040372070503010506136809070062030801080409001701                                                                                                                                                        010026006205020046011607030011001701040056014508050036009006060090023409070012002603080014003004090011001101                                                                                                                                                                                                                                             120076825130014705140042718150042718160096127170038416180014705         230025609240048020250064023260054922270038416280029511         340029511350019208360029511370009303380004901         450064023460096127470048020480032015         560096127570025609580012004         670076825680029511         780006202880016707000000024160000000206400000000496
O112018090820180909090402010908210509097773010409080203070503003602040375070503150606100609070063030801140409001801                                                                                                                                                        010027006305020045011207030011001801040055013708050037009006060091023009070012002403080014003004090011001101                                                                                                                                                                                                                                             120111724130023905140074419150067018160134028170060916180023905         230041810240083720250095723260083720270060916280047811         340051514350026808360047811370004203380003501         450111724460167529470083720480055815         560111724570039409580019704         670111724680047811         780003902880025707000000026050000000211400000000865
O112018090820180909090402010908211009097773010159050203070603003602040381080503440706104809070055030801260409002001                                                                                                                                                        010019003905020053011907030011002001040057012908050044009906060102023509070011001501080018003504090011001201                                                                                                                                                                                                                                             120117426130025107140078220150046912160070419170064017180023406         230044010240088021250088021260088021270064017280044010         340054115350025107360050314370004403380003501         450117426460176129470088021480054115         560100625570041409580019504         670117426680046912         780003902880021305000000029630000000261200000000909
O112018090820180909090402010908211509097773010167050203280603003202040401080503680706112209070055030801340409002001                                                                                                                                                        010020004105020056013007030011002001040059013708050044010106060109025709070011001601080018003804090011001201                                                                                                                                                                                                                                             120120526130024907140080320150048213160072319170060217180022506         230042509240090322250090322260090322270060217280045111         340055615350024907360051614370004403380003601         450120526460180729470080320480055615         560103225570042509580020004         670120526680045111         780003902880021205000000031680000000286200000000933
O112018090820180909090402010908212009097773010164050203410603003102040443080503910706123809070047030801340409002201                                                                                                                                                        010020004205020051011907030011002001040059013808050044010306060112026409070011001601080018003804090011001201                                                                                                                                                                                                                                             120126526130023707140084320150050615160075919170058416180023006         230039909240084320250094923260094923270063218280047411         340047411350024508360047411370004503380003601         450126526460189829470084320480058416         560108525570042110580021004         670126526680047411         780003702880021705000000034980000000294300000000980
O112018090820180909090402010908212509097773010154050203040603003102040450080503960706125809070047030801330409002201                                                                                                                                                        010020004105020047010807030011002001040061013908050041009206060117027009070011001601080019003904090011001201                                                                                                                                                                                                                                             120112125130024507140087221150052315160078519170052315180023006         230041309240087221250087221260098124270056018280049011         340049011350025308360049011370004503380003701         450130827460130827470078519480052315         560112125570041309580021805         670130827680049011         780003701880021204000000035520000000301700000001013
