O11201809082018090909040206090819361010777301000010020042020300001004000010050000100600001007000010080000100900110110012703                                                                                                                                                010010001201020010004801030010004801040000000010050000000010060000000010070000000010080000000010090000000010100000000010                                                                                                                                                                                                                                 120000030130000030140000030150000030160000030170000030180000030         230000030240000030250001501260000030270000030280000030         340000030350000030360000030370000030380000030         450000030460000030470000030480001501         560000030570000030580000030         670000030680000030770000030780000030880000030000000000150000000000600000000002
O11201809082018090909040206090819421010777301000010020090030301360404000010050000100602720507000010080020010900220210027205                                                                                                                                                010011001601020011006401030011003201040000000010050000000010060000000010070000000010080011006401090000000010100000000010                                                                                                                                                                                                                                 120000030130009303140000030150009303160000030170000030180000030         230000030240009303250009303260009303270009303280009303         340000030350000030360000030370000030380000030         450000030460000030470009303480004601         560000030570000030580000030         670000030680000030770000030780004601880000030000000000320000000000800000000012
O11201809082018090909040206090819471010777301000010020017010302590504065007050259050606500707130009080042020900920410006103                                                                                                                                                010056017806020011001401030056017806040208070008050011002601060208070008070023006705080013003304090000000010100011002301                                                                                                                                                                                                                                 120000030130017807140000030150017807160000030170000030180008902         230000030240008902250008902260017807270008902280017807         340000030350000030360017807370000030380017807         450017807460000030470017807480008902         560000030570000030580000030         670000030680000030770000030780003501880000030000000001530000000017500000000023
O11201809082018090909040206090819531010777301161509020019010300890404053708050268070601780607161509080049020901000510007603                                                                                                                                                010061011308020011001301030023003905040288053610050013002002060052009507070027004606080015002504090099018409100013002002                                                                                                                                                                                                                                 120000030130031011140005101150031011160031011170000030180015506         230000030240015506250015506260031011270010304280031011         340000030350000030360015506370031011380007703         450031011460031011470010304480015506         560000030570000030580000030         670000030680000030770000030780005101880000030000000001900000000020700000000040
O11201809082018090909040206090819581010777301099109020031020300720404074308050371070603300607099109080059030901640510002301                                                                                                                                                010035005907020011001401030024004005040333058610050014002102060052009008070030005106080014002202090114020009100014002102                                                                                                                                                                                                                                 120000030130036413140006002150036413160036413170000030180018207         230000030240018207250018207260036413270012104280036413         340036413350000030360018207370012104380007203         450036413460018207470012104480018207         560000030570000030580000030         670000030680036413770000030780005201880000030000000003500000000022800000000047
O11201809082018090909040206090820041010777301083308020027020300800404083308050277060603690707111010080059030901840510002501                                                                                                                                                010034005807020011001401030026004205040182031710050014002103060056009608070032005406080013002002090123021409100014002103                                                                                                                                                                                                                                 120000030130041015140006802150041015160041015170000030180020508         230000030240020508250020508260020508270013604280020508         340041015350000030360020508370013604380008203         450041015460013604470013604480020508         560000030570000030580041015         670000030680041015770000030780005101880041015000000003920000000024400000000053
O11201809082018090909040206090820091010777301095408020029010300860404095408050173060603810707095408080049030901140510002901                                                                                                                                                010037009907020011001101030023005905040132037710050014003203060053014608070032008606080011001701090081022909100015003404                                                                                                                                                                                                                                 120000030130050317140008302150050317160050317170000030180025109         230000030240025109250012505260025109270010004280025109         340050317350025109360025109370012505380008302         450050317460016708470012505480025109         560000030570000030580050317         670000030680025109770000030780005001880050317000000004490000000043200000000065
O11201809082018090909040206090820151010777301061408020027010300930404107509050112050603910707107509080051030901290610003202                                                                                                                                                010043010608020011001101030027006306040157040310050015003103060029006907070023005405080011001701090081020509100017003604                                                                                                                                                                                                                                 120000030130060420140010002150030214160060420170000030180020110         230000030240030214250015107260020110270012004280030214         340060420350020110360030214370012004380010002         450060420460015107470015107480030214         560000030570020110580012004         670000030680030214770000030780006001880060420000000005060000000046600000000078
O11201809082018090909040206090820201010777301044907020030010300780404134909050130050604490707134909080035020901450610004103                                                                                                                                                010055012208020011001501030022004504040288065910050023004705060049011007070039008506080011001801090099022509100011001301                                                                                                                                                                                                                                 120000030130082922140013802150041417160041417170000030180027612         230000030240041417250013802260027612270016507280041417         340082922350020709360027612370013802380013802         450027612460020709470020709480041417         560082922570016507580013802         670082922680027612770000030780003301880082922000000006350000000076200000000107
O11201809082018090909040206090820261010777301084107020045020301430404252610050218050608410707168409080014010902730610007603                                                                                                                                                010025004905020011001501030023004604040325069910050025004905060055011708070042008707080011001901090101021509100011001301                                                                                                                                                                                                                                 120000030130088324140014702150044118160044118170000030180029414         230000030240044118250014702260029414270017607280044118         340088324350022011360022011370014702380014702         450029414460017607470017607480029414         560044118570017607580014702         670088324680022011770000030780003501880044118000000011890000000081000000000114
