O1120180908201809090604020409081935141477730100001402000014030000140400001405000014060000140700001408000014090000141000001411000014120042031300210114002101                                                                                                                010010001001020000000014030000000014040000000014050000000014060000000014070000000014080000000014090000000014100000000014110000000014120000000014130000000014140000000014                                                                                                                                                                                 120000034130000034140000034150000034160000034170000034180000034         230000034240000034250000034260000034270000034280000034330000034340000034350000034360000034370000034380000034440000034450000034460000034470000034480000034550000034560000034570000034580000034660000034670000034680000034770000034780000034880000034000000000250000000000100000000000
O1120180908201809090604020409081941141477730109771102000014030488090400300205016206060097040700001408000014090325081001390511048809120195071300290114006003                                                                                                                010022021605020000000014030000000014040011002001050012008603060016014404070000000014080000000014090000000014100011002101110040043206120000000014130040043206140040043206                                                                                                                                                                                 120000034130006202140000034150000034160000034170000034180006202         230000034240006202250000034260006202270000034280000034330000034340000034350000034360000034370000034380000034440000034450000034460000034470000034480002001550000034560000034570006202580000034660000034670000034680000034770000034780000034880000034000000001150000000005400000000008
O1120180908201809090604020409081946141477730102830802226912030189070400700305010304060150060700001408000014090756111000200111056710120378091300590214012505                                                                                                                010017007403020032016807030000000014040012003202050023011205060019008404070000000014080000000014090114067210100011003001110114067210120027013406130032016807140041022409                                                                                                                                                                                 120000034130034808140000034150000034160000034170000034180011603         230000034240017405250034808260034808270034808280000034330000034340034808350000034360000034370000034380034808440000034450000034460034808470011603480005802550000034560000034570034808580034808660034808670017405680017405770000034780002101880034808000000002670000000008400000000045
O1120180908201809090604020409081952141477730104170802459813030143040401340305020805060286070745981308229912091149111000400211065610120510091300170114022906                                                                                                                010026005405020080018211030020003904040018003603050048010509060032006806070000000014080104024013090032006806100017003102110065014610120032006806130013002001140080018211                                                                                                                                                                                 120000034130014806140017808150000034160000034170029717180017808         230089121240022212250022212260017808270017808280000034330000034340022212350000034360022212370022212380014806440000034450000034460044518470011102480012705550000034560000034570044518580089121660089121670011102680011102770000034780004401880044518000000005410000000018100000000115
O1120180908201809090604020409081957141477730102840802513413030155040401500305018205060205060751341308171012090855111000430211032010120301091300170114025607                                                                                                                010021004203020112026512030024005105040024005105050066015311060035007807070000000014080112026512090040009109100020004002110052012010120022004504130012001701140035007807                                                                                                                                                                                 120000034130016708140020110150000034160000034170033517180016708         230100721240025112250025112260014307270020110280100721330000034340025112350000034360025112370025112380012505440000034450000034460050319470012505480011103550000034560000034570033517580100721660100721670011103680009102770000034780004501880050319000000006040000000026500000000130
O1120180908201809090604020409082003141477730102120802066012030179060401740505015103060151030759501408198213090349101000470211037111120212081300190114019107                                                                                                                010026003804020048007111030030004306040022003103050071010614060038005607070065009713080045006609090045006609100021002902110055008212120026003804130012001401140042006308                                                                                                                                                                                 120000034130019608140023511150000034160000034170039220180019608         230117823240029414250029414260014707270023511280058922330000034340029414350000034360029414370029414380013004440117823450000034460023511470013004480009803550000034560000034570039220580019608660117823670013004680008402770000034780005101880029414000000007000000000036500000000152
O1120180908201809090604020409082008141477730101210402071812030113030402100705014505060145050771821408239313090256101000570211027611120247091300210114021608                                                                                                                010025003805020050007911030031004806040023003503050075012014060040006307070068010913080040006307090047007410100020003002110058009212120023003503130012001301140042006609                                                                                                                                                                                 120000034130014605140026311150000034160000034170032917180016408         230131724240032917250032917260016408270026311280065822330131724340026311350065822360026311370026311380010103440131724450000034460026311470014605480010904550000034560000034570043921580018810660131724670014605680009402770000034780005401880032917000000008450000000041000000000170
O1120180908201809090604020409082014141477730101260402088512030058020402690905019406060190050797411408324713090249081000730311032411120211071300200114027710                                                                                                                010025003705020059008811030037005508040024003404050078011713060033004806070078011713080040005909090036005307100022003102110062009412120022003202130012001401140043006410                                                                                                                                                                                 120000034130017606140035315150176725160176725170035315180014705         230176725240044120250035315260019608270035315280088323330176725340022012350035315360019608370022012380008402440176725450000034460022012470017606480009804550000034560000034570058922580019608660088323670019608680008803770000034780005501880044120000000011460000000048900000000228
O1120180908201809090604020409082019141477730101470402098812030066020403111005022305060231060799991408395213090281081000820311039511120246071300170114029609                                                                                                                010025003504020064009712030028004006040026003805050079011913060035005107070086012914080044006510090036005208100021002902110057008611120024003403130013001401140041006009                                                                                                                                                                                 120000034130019908140033317150199925160199925170039919180013305         230199925240049921250028515260022211270039919280049921330199925340024913350033317360019908370022211380008602440199925450199925460024913470018106480009504550000034560000034570049921580019908660099924670018106680009003770000034780005701880028515000000013950000000053900000000258
O1120180908201809090604020409082025141477730101560402104712030066020403211005023205060241060799991408314213090292091000740311040411120261071300170114026608                                                                                                                010024003403020069010312030025003605040028004006050079011813060036005207070086012714080045006610090036005207100020002802110062009211120024003403130013001501140036005207                                                                                                                                                                                 120000034130020708140041418150248725160248725170041418180016507         230248725240062121250031014260027613270049720280062121330248725340031014350035517360008502370012406380009203440248725450248725460031014470020708480011805550000034560248725570062121580024812660124324670022610680009504770000034780005001880022610000000014790000000057900000000321
