HR22002122119930227060201011111000000000000000000000000000000000000000000000000000000000000000000000000100000088004                          010000002400409000000160031100000037005                          1700000147006                          0109000001760006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201021313000000000000000000000000000000000000000000000000000000000000000000000000300000295007                          030000003300713000000100010900000014002                          3800000154006                          0313000001560006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201031515000000000000000000000000000000000000000000000000000000000000000000000001300000209006                          130000004300601000000230041000000016002                          1700000056002                          0113000004590014                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201041616000000000000000000000000000000000000000000000000000000000000000000000001500000451011                          150000011501016000000760090400000027004                          8800002931034                          1516000032850065                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22004041219930227060201050808000000000000000000000000000000000000000000000000000000000000000000000000500000028001                          050000001300206000000120010400000017004                          5600000042001                          0000                                            0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201061616000000000000000000000000000000000000000000000000000000000000000000000001100000019001                          110000001200110000000220030300000043007                          5600000075002                          1011000000800002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201071616000000000000000000000000000000000000000000000000000000000000000000000000900000762013                          090000017701302000000820100500000032003                          1500000418015                          0209000113970102                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201081111000000000000000000000000000000000000000000000000000000000000000000000000900000135007                          090000003900710000000340050800000064009                          7800000093004                          0910000004610021                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201091010000000000000000000000000000000000000000000000000000000000000000000000000800000343009                          080000007600907000000250030200000031005                          7700000980024                          0708000009820030                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201101111000000000000000000000000000000000000000000000000000000000000000000000000300000103005                          030000002400501000000170020200000081010                          1300000178009                          0103000001780007                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201111414000000000000000000000000000000000000000000000000000000000000000000000000100000223007                          010000004800709000000210020500000026004                          1600000852028                          0109000009470038                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930227060201121616000000000000000000000000000000000000000000000000000000000000000000000000300000060002                          030000001700309000000160020700000012001                          2500000123004                          0309000001510005                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930228060202011414000000000000000000000000000000000000000000000000000000000000000000000000400000036002                          040000001700313000000640090200000035005                          3800000252009                          0413000006510021                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930228060202021616000000000000000000000000000000000000000000000000000000000000000000000000400000016001                          040000001100109000000150021100000015003                          2500000042001                          0409000000450001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930228060202031616000000000000000000000000000000000000000000000000000000000000000000000000900000036002                          090000001500212000000480090100000014001                          5600000072002                          0912000004510016                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119930228060202041414000000000000000000000000000000000000000000000000000000000000000000000000400000023001                          040000001300112000000220041400000014002                          3700000113005                          0412000001370004                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
