RAA20100607201006065504040720000Ｃ２－３組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－３組　Ｃ２　　Ｃ２－３組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,1,3,5,6,7,4,2                                                     209,8,1,3,5,6,4,7,2                                                     309,1,8,3,5,6,4,7,2                                                     409,1,8,6,3,4,5,7,2                                                     0
RAA20100614201006135505020920000耶馬渓特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               耶馬渓特別　　　　　耶馬渓特別　耶馬渓0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000350000000810000003200000018000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,8,1,9,7,2,5,3,4                                                  206,10,8,9,1,7,2,5,3,4                                                  3010,6,9,8,1,2,7,4,5,3                                                  4010,9,6,1,4,2,5,7,3,8                                                  0
RAA20100620201006195505030710000Ｃ２－２組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－２組　Ｃ２　　Ｃ２－２組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,2,9,4,6,7,3,5                                                     201,8,9,2,6,4,7,3,5                                                     307,1,8,9,6,2,3,4,5                                                     407,8,1,9,6,2,4,3,5                                                     0
RAA20100627201006265506011110000３歳－２組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－２組　　　　　３歳－２組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000690000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707073040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,4,3,6,7,5                                                         201,2,4,6,3,7,5                                                         301,2,4,6,3,5,7                                                         401,2,4,6,5,7,3                                                         0
RAA20100628201006275506020920000七ツ釜特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               七ツ釜特別　　　　　七ツ釜特別　七ツ釜0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000350000000810000003200000018000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,10,1,8,9,3,4,2,6                                                    207,10,1,9,8,4,3,2,6                                                    307,10,4,1,3,8,9,2,6                                                    4010,7,3,1,8,2,4,9,6                                                    0
RAA20100614201006135505020520000ルーキーステージ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ルーキーステージ（中ルーキーステルーキ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　090000002400    0001500000004500000015000000090000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908083020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,8,5,3,6,9,2,4                                                       408,1,3,5,6,9,2,4                                                       00                                                                      00                                                                      0
RAA20100628201006275506020320000ルーキーステージ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ルーキーステージ（中ルーキーステルーキ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　090000002400    0001500000004500000015000000090000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000309,7,5,4,3,6,8,2,1                                                     409,7,5,4,3,2,6,1,8                                                     00                                                                      00                                                                      0
RAA20100606201006055504030310000３歳－９組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－９組　　　　　３歳－９組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,9,7,4,2,3,1,8                                                     205,6,4,9,7,1,2,3,8                                                     305,6,4,9,7,1,3,2,8                                                     405,4,6,9,1,7,8,3,2                                                     0
RAA20100620201006195505030410000３歳－９組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－９組　　　　　３歳－９組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,3,8,2,1,4,6                                                       205,7,3,8,1,2,4,6                                                       305,7,3,1,4,8,2,6                                                       405,7,3,4,1,6,8,2                                                       0
RAA20100607201006065504040520000ルーキーステージ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ルーキーステージ（中ルーキーステルーキ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　090000002400    0001500000004500000015000000090000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,2,7,9,6,4,3,5                                                       402,1,7,9,6,4,3,5                                                       00                                                                      00                                                                      0
RAA20100614201006135505020720000３歳－３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３組　　　　　３歳－３組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000280000000640000002500000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,4,10,6,3,7,1,5                                                    203,9,8,10,4,6,1,7,5                                                    303,9,10,8,6,7,4,1,5                                                    403,9,10,1,7,5,4,6,8                                                    0
RAA20100627201006265506010910000薩摩街道宇土宿賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          薩摩街道宇土宿賞　　薩摩街道宇土薩摩街0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000260000000600000002300000013000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707073040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,6,4,2,3,1                                                         205,7,6,4,2,3,1                                                         305,7,6,4,2,3,1                                                         407,5,4,6,3,2,1                                                         0
