RAA20101107201011065309020710000サラ系３歳　４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　４　　　サラ系３歳　サラ系0000  120004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　125000002400    0000200000000400000002000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,5,1,8,2,4,9,7                                                     203,6,5,2,1,(4,8),9,7                                                   303,6,5,2,(1,4),9,8,7                                                   403,6,5,2,4,9,1,8,7                                                     0
RAA20101108201011075309030620000サラ系一般　Ｂ６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｂ６　　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000200000000400000002000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,9,3,7,10,2,5,8,6                                                  201,4,3,9,7,10,2,5,8,6                                                  301,4,(3,7,9),10,2,5,6,8                                                404,1,3,7,9,10,5,2,6,8                                                  0
RAA20101129201011285310020220000福山・高知連携岩崎弥太郎シリーズ二戦　Ｃ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     福山・高知連携岩崎弥福山・高知連福山・0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　113000002400    0000170000000340000001700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,5,3,1,6                                                           202,4,5,3,(1,6)                                                         305,4,2,1,3,6                                                           405,4,2,1,6,3                                                           0
RAA20101122201011215309060320000サラ系一般　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３　　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　113000002400    0000170000000340000001700000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,8,2,4,7,5,6                                                       201,3,8,2,4,5,7,6                                                       301,(3,4),8,2,7,5,6                                                     404,1,3,2,8,7,5,6                                                       0
RAA20101129201011285310020120000「おはようモーニングとく戦」　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     「おはようモーニング「おはようモ「おは0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　125000002400    0000170000000340000001700000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,2,5,(4,6),8,7                                                     201,3,2,5,6,4,8,7                                                       305,1,(3,6),2,4,8,7                                                     40(5,6),1,3,2,7,4,8                                                     0
