RAA20100816201008155509020920000川上峡特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               川上峡特別　　　　　川上峡特別　川上峡0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000350000000810000003200000018000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,2,5,9,8,1,6,10,4                                                  203,7,2,9,5,1,6,8,10,4                                                  303,7,2,8,9,5,6,1,10,4                                                  407,3,2,9,6,8,1,5,10,4                                                  0
RAA20100819201008185509030960000ブレイズＣ（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ブレイズＣ（中央交流ブレイズＣ（ブレイ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000001350000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,11,12,2,3,5,9,8,10,7,6                                            201,4,3,2,11,8,12,5,7,9,10,6                                            301,4,3,11,2,8,9,5,7,12,10,6                                            401,3,4,11,8,9,2,5,10,7,6,12                                            0
RAA20100819201008185509031060000サマーＣｈ（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SUMMER CHAMPION                                                                                                                                                                                                                                                                                                                                                         サマーＣｈ（中央交流サマーＣｈ（サマー0000C 130001000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　140000002400    0021000000063000000210000001260000008400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,12,9,5,2,3,11,6,4,7,8                                            201,2,10,12,3,9,5,11,6,4,7,8                                            302,1,12,9,3,10,6,5,11,7,4,8                                            401,2,3,9,12,6,5,11,4,7,8,10                                            0
RAA20100823201008225509040720000３歳－６組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－６組　　　　　３歳－６組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000220000000510000002000000011000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,3,6,7,9,2,4,5                                                     201,8,3,6,7,9,2,4,5                                                     301,6,8,3,9,7,2,4,5                                                     406,1,9,3,8,7,2,4,5                                                     0
RAA20100802201008015508040420000３歳－９組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－９組　　　　　３歳－９組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,6,1,4,8,3,7                                                       202,5,6,1,4,3,8,7                                                       302,5,6,1,4,7,3,8                                                       405,1,4,2,7,6,8,3                                                       0
RAA20100816201008155509020320000ルーキーステージ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ルーキーステージ（中ルーキーステルーキ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　090000002400    0001400000004200000014000000084000000560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000907071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,1,2,5,8,6,3                                                         407,1,2,5,8,6,3                                                         00                                                                      00                                                                      0
RAA20100816201008155509020520000２歳－１組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－１組　　　　　２歳－１組　２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000380000000870000003400000019000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,3,7,4,8,2,1,5                                                     206,9,3,7,4,8,2,1,5                                                     306,9,3,7,4,2,8,1,5                                                     409,7,2,6,3,8,1,4,5                                                     0
RAA20100830201008295510020320000ルーキーステージ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ルーキーステージ（中ルーキーステルーキ0000  110004000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　130000002400    0001400000004200000014000000084000000560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000907071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,6,1,9,2,8,4                                                         207,6,1,8,2,9,4                                                         307,6,1,9,8,4,2                                                         406,7,1,9,4,8,2                                                         0
RAA20100816201008155509020820000３歳－３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３組　　　　　３歳－３組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000280000000640000002500000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,7,5,6,2,4,9,3,1                                                     208,7,6,5,2,4,9,3,1                                                     308,7,2,6,5,4,9,3,1                                                     408,7,2,4,5,3,1,6,9                                                     0
RAA20100830201008295510020820000２歳－１組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－１組　　　　　２歳－１組　２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000380000000870000003400000019000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,3,6,2,5,1                                                         204,7,3,6,2,5,1                                                         304,7,3,2,6,5,1                                                         404,3,2,7,6,5,1                                                         0
