RAA20100607201006065405040720000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,(1,6),8,(3,9),7,5                                                 202,4,6,1,3,(8,9),5,7                                                   30(1,4),2,6,(3,9),8,5,7                                                 404,1,2,3,(5,8),6,7,9                                                   0
RAA20100626201006205406040920000黒潮ダービー　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KUROSHIO DERBY                                                                                                                                                                                                                                                                                                                                                          黒潮ダービー　　　　黒潮ダービー黒潮ダ0000D 120004000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　190000002400    0000270000000680000003300000022000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,(1,9),7,10,2,4,6,3                                                205,(1,8),2,4,9,7,10,6,3                                                305,8,1,4,(6,7),(2,9,10),3                                              405,8,1,4,7,10,6,9,2,3                                                  0
RAA20100626201006255406050380000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000009000000023000000110000000800000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070707304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,3),6,(4,7),5,1                                                     203,2,7,6,4,(1,5)                                                       303,2,7,4,6,1,5                                                         403,(4,7),2,1,6,5                                                       0
RAA20100620201006195406030210000サラ系一般　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３　　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707074040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,4,5,(2,6),7                                                       201,3,4,2,5,6,7                                                         301,3,4,2,5,6,7                                                         40(1,3),4,2,6,5,7                                                       0
