RAA20101125201011244207031060000浦和記念（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　URAWA KINEN                                                                                                                                                                                                                                                                                                                                                             浦和記念（中央交流）浦和記念（中浦和記0000B 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　200000002300    0040000000140000000800000004000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,4,5,1,8,10,2,3,9                                                  206,7,5,4,8,10,1,2,3,9                                                  306,7,5,4,8,10,1,3,2,9                                                  406,7,5,4,10,8,3,9,2,1                                                  0
RAA20101126201011254207040870000マルチグレート特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチグレート特別（マルチグレーマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,8,9,4,6,1,2,11,7,10                                               203,5,8,9,4,6,1,2,11,10,7                                               307,3,5,8,6,9,4,11,2,1,10                                               407,9,3,11,4,1,6,(8,10),2,5                                             0
RAA20101126201011254207041070000マルチサンド特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチサンド特別（中マルチサンドマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00040000000120000000680000005200000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,2,5,4,6,3,10,11,9,8,7,1                                            2012,2,5,4,6,3,11,10,7,9,8,1                                            3012,2,5,4,6,3,11,10,9,8,7,1                                            4012,2,6,5,4,3,10,9,11,8,7,1                                            0
RAA20101123201011224207011040000銀杏特別　Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          銀杏特別　Ｂ３一　　銀杏特別　Ｂ銀杏特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,4,7,11,9,2,8,3,5,10,1                                               204,6,7,11,9,2,8,3,5,10,1                                               304,6,11,8,2,9,3,7,5,1,10                                               404,6,2,9,8,3,11,1,5,10,7                                               0
RAA20101127201011264207051080000初霜特別　Ｂ１Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          初霜特別　Ｂ１Ｂ２　初霜特別　Ｂ初霜特0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　190000002300    0002400000007200000040800000312000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,10,8,5,9,2,11,6,3,1,4                                               207,10,5,8,2,9,6,1,11,4,3                                               307,5,6,10,8,11,2,1,9,4,3                                               405,6,7,10,8,11,2,1,4,9,3                                               0
RAA20101124201011234207020950000寒椿特別　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          寒椿特別　Ｃ２一　　寒椿特別　Ｃ寒椿特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,12,4,2,11,10,9,7,1,5,6                                            203,8,12,2,4,9,11,10,7,1,5,6                                            303,8,12,4,2,1,7,9,11,10,6,5                                            403,12,8,1,4,2,7,10,11,9,6,5                                            0
RAA20101123201011224207010340000特選　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            特選　　　　　　　　特選　　　　特選　0000  110000000000000000000サラ系２歳　１１０万上１９１万未満　　　　　　　　　　　　　140000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,12,1,9,2,4,5,7,3,11,10,8                                            206,12,9,1,4,2,5,11,7,10,3,8                                            306,9,4,12,1,5,2,11,10,7,8,3                                            404,9,1,6,5,11,2,8,7,10,12,3                                            0
RAA20101125201011244207030560000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,4,8,10,12,9,5,6,11,7,3                                            201,2,4,8,10,9,12,5,6,7,11,3                                            302,1,4,8,9,10,12,5,6,3,7,11                                            402,4,9,1,8,5,10,6,12,3,7,11                                            0
RAA20101126201011254207041170000トパーズ特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          トパーズ特別　Ｃ１一トパーズ特別トパー0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001800000005400000030600000234000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,8,3,10,4,11,5,6,7,9                                               201,2,(3,8),4,10,11,6,5,7,9                                             301,8,2,4,5,9,3,10,11,6,7                                               401,8,2,(4,5),3,9,(10,11),6,7                                           0
RAA20101124201011234207020650000サラ系一般　Ｃ２七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00010000000030000000170000001300000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,12,2,9,3,1,4,7,6,5,8,10                                            2011,12,2,9,3,1,4,7,5,6,8,10                                            3011,12,9,2,3,1,4,7,5,6,8,10                                            4011,12,3,2,1,9,5,8,4,10,6,7                                            0
RAA20101127201011264207050480000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000６０万未満　　　　　　　　　　　　　　　　　　　　　　　　　130000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,1,7,11,4,2,5,10,3,6                                               209,1,8,7,11,4,2,5,3,10,6                                               309,1,11,8,7,4,3,5,2,10,6                                               409,1,11,4,7,8,3,2,5,10,6                                               0
RAA20101123201011224207010640000サラ系一般　Ｃ２五六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２五六サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,2,10,1,8,6,11,3,5,4,7                                            209,1,12,2,8,6,10,3,11,5,4,7                                            309,2,8,1,6,3,10,12,11,5,7,4                                            409,2,8,1,10,6,3,12,11,5,7,4                                            0
