RAA20100504201005035502030540000３歳－５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－５組　　　　　３歳－５組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000240000000550000002200000012000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,1,3,7,2,4,8,6                                                     205,9,1,3,2,7,4,8,6                                                     305,9,3,1,7,2,4,8,6                                                     405,9,1,7,3,4,2,8,6                                                     0
RAA20100517201005165503020620000３歳－２組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－２組　　　　　３歳－２組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000690000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,3,1,5,2,7                                                         204,6,3,1,2,5,7                                                         304,6,3,1,2,5,7                                                         403,6,4,1,2,5,7                                                         0
RAA20100517201005165503020920000鯱の門特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               鯱の門特別　　　　　鯱の門特別　鯱の門0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000500000001150000004500000025000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,5,7,2,8,11,3,4,6,9                                               201,10,5,7,2,8,11,3,4,6,9                                               301,10,5,7,2,11,8,3,4,6,9                                               4010,1,5,11,8,3,7,4,6,9,2                                               0
RAA20100524201005235503040620000Ｃ２－３組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－３組　Ｃ２　　Ｃ２－３組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,2,3,5,8,6,4                                                       201,7,2,3,5,8,6,4                                                       301,7,2,3,5,8,6,4                                                       401,7,8,3,2,5,6,4                                                       0
RAA20100530201005295504010910000仙水峡特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               仙水峡特別　　　　　仙水峡特別　仙水峡0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000350000000810000003200000018000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,8,1,12,7,4,11,5,6,3                                               202,9,1,8,7,4,11,5,6,3,12                                               302,9,8,5,1,11,7,6,4,3,12                                               409,8,2,11,1,5,6,4,7,3,12                                               0
RAA20100531201005305504021020000九州ダービー栄城賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KYUSHU DERBY EIJYO SHO                                                                                                                                                                                                                                                                                                                                                  九州ダービー栄城賞　九州ダービー九州ダ0000D 120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　200000002400    0005000000011500000045000000250000001500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,7,10,11,3,12,6,5,8,4                                              201,2,10,7,11,12,3,6,5,8,4                                              3010,11,2,1,3,12,6,5,8,7,4                                              4010,11,3,12,2,8,5,6,4,1,7                                              0
RAA20100505201005045502040550000３歳－１０組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－１０組　　　　３歳－１０組３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,4,3,6,7,1,8,2                                                       205,4,6,3,1,7,8,2                                                       305,4,6,3,1,7,8,2                                                       405,3,4,6,1,7,8,2                                                       0
RAA20100523201005225503030210000３歳－１０組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－１０組　　　　３歳－１０組３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000460000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,1,6,4,7,2,3,5                                                       208,6,1,4,7,2,3,5                                                       308,6,1,7,4,3,2,5                                                       408,6,7,4,1,2,3,5                                                       0
RAA20100530201005295504011110000３歳－３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３組　　　　　３歳－３組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000280000000640000002500000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,5,4,1,3,7,6,2                                                       208,5,4,1,3,6,7,2                                                       308,5,4,1,3,6,7,2                                                       408,4,5,1,3,6,2,7                                                       0
