RAA20100208201002075316060420000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　113000002400    0000170000000340000001700000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,2,4,9,3,5,(1,7)                                                   206,8,2,4,(3,9),(1,5,7)                                                 306,8,4,2,9,3,1,7,5                                                     406,4,(2,8),(3,9),(1,7),5                                               0
RAA20100222201002215317030320000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　113000002400    0000170000000340000001700000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,8,9,5,2,3,7,1                                                     204,6,5,9,8,2,3,1,7                                                     304,(2,5,6,9),(3,8),1,7                                                 404,(2,6),5,9,3,8,1,7                                                   0
RAA20100301201002285317060820000サラ系一般　Ｂ６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｂ６　　サラ系一般　サラ系0000  000003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　125000002400    0000200000000400000002000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,6,(2,3,7),8,4                                                     201,(2,5),6,(3,7),(4,8)                                                 301,5,6,2,3,7,8,4                                                       401,5,(2,6),3,7,8,4                                                     0
RAA20100202201002015316041040000マイル争覇　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　MILE SOHA                                                                                                                                                                                                                                                                                                                                                               マイル争覇　　　　　マイル争覇　マイル0000D 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002500000005000000025000000125000000620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,5,3,6,1,7,2                                                       204,8,(3,5),6,1,(2,7)                                                   30(4,8),6,3,5,(1,2),7                                                   40(4,8),6,3,5,2,1,7                                                     0
RAA20100223201002225317041040000福山牝馬特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FUKUYAMA HIMBA TOKUBETSU                                                                                                                                                                                                                                                                                                                                                福山牝馬特別　　　　福山牝馬特別福山牝0000D 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002500000005000000025000000125000000620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,10,7,4,5,6,1,2,3                                                  208,(9,10),(4,7),5,1,6,(2,3)                                            309,8,(4,10),5,(1,7),6,2,3                                              409,4,10,(5,8),1,2,(6,7),3                                              0
