UM12004020219941000031199606131997112019940329フェリシヤ　　　　　　　　　　　　　ﾌｪﾘｼﾔ                               Felicia(JPN)                                                0                   00210311201392ツータイミング　　　　　　　　　　　12224335フアイブフランス　　　　　　　　　　11301511Blushing Groom                      12410066Social Column                       11200291ノーザンテースト　　　　　　　　　　12213498セーヌスポート　　　　　　　　　　　11300171Red God                             12402497Runaway Bride                       11300019Vaguely Noble                       12406208Miss Carmie                         11300102Northern Dancer                     12302035Lady Victoria                       11200063ボールドアンドエイブル　　　　　　　12203097タミアナ　　　　　　　　　　　　　　100423上原博之　　　　　　　　　　500508ジィワンファーム　　　　　　　　　　　　　　　　　　　　　　　　　　　門別町　　　　　　　906006西谷　守博　　　　　　　　　　　　　　　　　　　　　　　　　　　000055300000000000000000000000000000000000000000000000000001001002001002000001001002001002000000000000000000000001001001000001000000000001000000000000000000000000000000000000000001000000000000001000000000000000000000000000001002000001000000000000000000000001000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001002000001000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000001004001001007
UM42006061419941000051199605301998062719940412エイシンアーバン　　　　　　　　　　ｴｲｼﾝｱｰﾊﾞﾝ                           Eishin Urban(JPN)                                           0                   00210111201166キンググローリアス　　　　　　　　　12232024エイシングリスン　　　　　　　　　　11401762Naevus                              12407959Glorious Natalie                    11401115Vice Regent                         12406523Flying Current                      11400948Mr. Prospector                      12407066Mudville                            11401055Reflected Glory                     12407958Blue Eyed Blonde                    11300102Northern Dancer                     12403613Victoria Regina                     11400450Riverman                            12406522Flying Tammie                       200330湯浅三郎　　　　　　　　　　300033栄進牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　951005平井　豊光　　　　　　　　　　　　　　　　　　　　　　　　　　　000289000000000000000003240000000000000057500000000000003001001000000011002000001000000009000000000000000000002000001000000006000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000002000000000000006000000001000000001000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000001000000008000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000007003002016
UM12004020219941000071199605301997062519940311エイシンフロンテア　　　　　　　　　ｴｲｼﾝﾌﾛﾝﾃｱ                           Eishin Frontier(JPN)                                        0                   00210311200707リアルシヤダイ　　　　　　　　　　　12234027エイシンディザイア　　　　　　　　　11301372Roberto                             12302584Desert Vixen                        11200291ノーザンテースト　　　　　　　　　　12213540エイシンソネラ　　　　　　　　　　　11300398Hail to Reason                      12403282Bramalea                            11300852In Reality                          12403840Desert Trial                        11300102Northern Dancer                     12302035Lady Victoria                       11200240デイバインギフト　　　　　　　　　　12207682ニツポンライン　　　　　　　　　　　200330湯浅三郎　　　　　　　　　　300033栄進牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　951005平井　豊光　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000006000000000000000002000000000000000000000000000000000002000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000001009010
UM42006061419941000081199605302000111519940412エイシンファイト　　　　　　　　　　ｴｲｼﾝﾌｧｲﾄ                            Eishin Fight(JPN)                                           0                   00210111201262キャロルハウス　　　　　　　　　　　12234028エイシンファイヤー　　　　　　　　　11300458Lord Gayle                          12407830Tuna                                11200449ミルジヨージ　　　　　　　　　　　　12220858ダンサーライン　　　　　　　　　　　11300055Sir Gaylord                         12402775Sticky Case                         11400485Silver Shark                        12301502Vimelette                           11300149Mill Reef                           12403463Miss Charisma                       11200444ナイスダンサー　　　　　　　　　　　12104724ヒンドソネラ　　　　　　　　　　　　200356坂口正則　　　　　　　　　　300033栄進牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　浦河町　　　　　　　951005平井　豊光　　　　　　　　　　　　　　　　　　　　　　　　　　　000588900000000000000007090000000000000060000000000000003003004004006022003003004004006022000000000000000000002002003003003018001000000000003002000000000000000000000001001001000002000000000000000000000000000000000000003002003003004019000000000000002000000000000000000000000000000000000001000000000001000000000001000000000001000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001001001001003009002001002002003011000000000000000000000001001001000002000000000000000000000000000000000000003013021005042
UM12004020219941000121199605091997012219940417ナンゴクノアルジオ　　　　　　　　　ﾅﾝｺﾞｸﾉｱﾙｼﾞｵ                         Nangokuno RGO(JPN)                                          0                   03210711200961シンウルフ　　　　　　　　　　　　　12230052ミススナーク　　　　　　　　　　　　11200421ラツキーソブリン　　　　　　　　　　12210655スノーシヨツト　　　　　　　　　　　11200405コインドシルバー　　　　　　　　　　12216536ビユーチーランナ　　　　　　　　　　11300096Nijinsky                            12403579Sovereign                           11100922フオルテイノ　　　　　　　　　　　　12103664健宝　　　　　　　　　　　　　　　　11300405Herbager                            12402661Silver Coin                         11100728インデイアナ　　　　　　　　　　　　12105046フアストホマレ　　　　　　　　　　　200293布施正　　　　　　　　　　　800446仁田脇　檍　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　宮崎県　　　　　　　617009仁田脇　彰　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001
UM12004020219941000181199611141997111419940525ボールドハヤブサ　　　　　　　　　　ﾎﾞｰﾙﾄﾞﾊﾔﾌﾞｻ                         Bald Hayabusa(JPN)                                          0                   03210311200747ヤマニンボールド　　　　　　　　　　12228697アイチグレイト　　　　　　　　　　　11200134ボールドリツク　　　　　　　　　　　12207128アンメンシヨナブル　　　　　　　　　11200676シービークロス　　　　　　　　　　　12210523サチノハヤブサ　　　　　　　　　　　11300158Round Table                         12301338Two Cities                          11300112Buckpasser                          12300981Petticoat                           11100922フオルテイノ　　　　　　　　　　　　12204778ズイシヨウ　　　　　　　　　　　　　11100933ミステリー　　　　　　　　　　　　　12200880コウイチボシ　　　　　　　　　　　　100270二本柳一　　　　　　　　　　200182市来　静夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　259009市来　静夫　　　　　　　　　　　　　　　　　　　　　　　　　　　000005000000000000000000000000000000000000000000000000000000000000001005000000000000001005000000000000000000000000000000000002000000000000000000000000000000000000000000000000001003000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000001002000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000002000000000000001001000000000000000000000000003003006
UM42006061419941000221199605301998071519940403カノヤツバサ　　　　　　　　　　　　ｶﾉﾔﾂﾊﾞｻ                             Kanoya Tsubasa(JPN)                                         0                   03210111200961シンウルフ　　　　　　　　　　　　　12232929ウサスワロー　　　　　　　　　　　　11200421ラツキーソブリン　　　　　　　　　　12210655スノーシヨツト　　　　　　　　　　　11200597スイフトスワロー　　　　　　　　　　12213268マルハミドリ　　　　　　　　　　　　11300096Nijinsky                            12403579Sovereign                           11100922フオルテイノ　　　　　　　　　　　　12103664健宝　　　　　　　　　　　　　　　　11300102Northern Dancer                     12302447Homeward Bound                      11101028アラナス　　　　　　　　　　　　　　12207569ササスイシヨー　　　　　　　　　　　101029根本康広　　　　　　　　　　100188柏木　務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　748001神田　薫　　　　　　　　　　　　　　　　　　　　　　　　　　　　000112900000000000000000560000000000000020000000000000001003001001001011000002001001001009000000000000000000000002001001001006000000000000000001000000000000000000000000000000000002000000000000000000000000000000000000000001001001001006000001000000000001000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000001001006000000001000000001000000000000000000000000000000000001000000000000000001000000000000000000000003005006018
UM12004020219941000251199605301996112419940410トロフィーワイフ　　　　　　　　　　ﾄﾛﾌｨｰﾜｲﾌ                            Trophy Wife(JPN)                                            0                   03210311200747ヤマニンボールド　　　　　　　　　　12226893ヒノクニレデイ　　　　　　　　　　　11200134ボールドリツク　　　　　　　　　　　12207128アンメンシヨナブル　　　　　　　　　11200142サンシー　　　　　　　　　　　　　　12210146フミノエース　　　　　　　　　　　　11300158Round Table                         12301338Two Cities                          11300112Buckpasser                          12300981Petticoat                           11300602Sanctus                             12403202Wordys                              11100576パーソロン　　　　　　　　　　　　　12106246ムサシホーザン　　　　　　　　　　　200158北橋修二　　　　　　　　　　230183有里　ノブ子　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　528009吉田　三郎　　　　　　　　　　　　　　　　　　　　　　　　　　　000025900000000000000000000000000000000000000000000000000001000000001001000001000000001001000000000000000000000001000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001001003
UM12004020219941000261199605091996100519940412レヴィレイション　　　　　　　　　　ﾚｳﾞｨﾚｲｼｮﾝ                           Revelation(JPN)                                             0                   00210311201168ナスルエルアラブ　　　　　　　　　　12222902カノコジヨオー　　　　　　　　　　　11401340Al Nasr                             12407963Coral Dance                         11200215タイテエム　　　　　　　　　　　　　12210262テルズキ　　　　　　　　　　　　　　11301153Lyphard                             12405663Caretta                             11301536Green Dancer                        12407962Carvinia                            11400468Saint Crespin                       12106744テーシルダ　　　　　　　　　　　　　11100805アイアンリージ　　　　　　　　　　　12106436ミスフイリー　　　　　　　　　　　　200357佐山優　　　　　　　　　　　733335協和牧場鹿児島分場　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　520005浅川　吉男　　　　　　　　　　　　　　　　　　　　　　　　　　　000020000000000000000000000000000000000000000000000000002000001000001004000000001000001004000000000000000000000000001000001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001003000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006008
UM12004020219941000301199605301997083019940325ムーンライトローズ　　　　　　　　　ﾑｰﾝﾗｲﾄﾛｰｽﾞ                          Moonlight Rose(JPN)                                         0                   03210411201324ハクタイセイ　　　　　　　　　　　　12235951ナイスローズ　　　　　　　　　　　　11200252ハイセイコー　　　　　　　　　　　　12221600ダンサーライト　　　　　　　　　　　11200444ナイスダンサー　　　　　　　　　　　12220846セラード　　　　　　　　　　　　　　11100457チヤイナロツク　　　　　　　　　　　12104634ハイユウ　　　　　　　　　　　　　　11200499ダンサーズイメージ　　　　　　　　　12107281ネバアーライト　　　　　　　　　　　11300102Northern Dancer                     12403493Nice Princess                       11200146イエローゴツド　　　　　　　　　　　12208729アガラグレース　　　　　　　　　　　200236谷八郎　　　　　　　　　　　500186釘田フアーム　　　　　　　　　　　　　　　　　　　　　　　　　　　　　鹿児島県　　　　　　476009釘田　静義　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000001001016000000000000000010000000000000000000000000000000000004000000000000000000000000000000000000000000000000000005000000000000000001000000000000000000000000000000000003000000000000000001000000000000000000000000000000000000000000000000000004000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000002004004018
