順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
142,プルラリズム,  3-  4-  4- 32/ 43,7.0%,16.3%,25.6%,48,73,62.8,6.8着,6.3人気,32.4,697,285,0,0.0%,9.3%,9.3%,116.88,12.99,55.44
143,グリーングラス,  3-  4-  4- 33/ 44,6.8%,15.9%,25.0%,81,63,63.2,6.7着,6.6人気,32.0,1197,253,0,0.0%,9.1%,9.1%,116.73,12.97,55.52
144,ビゼンニシキ,  3-  4-  3- 30/ 40,7.5%,17.5%,25.0%,104,79,68.0,6.5着,6.5人気,32.4,1397,318,0,0.0%,10.0%,7.5%,116.28,12.92,55.73
145,ジェネラス,  3-  4-  3- 53/ 63,4.8%,11.1%,15.9%,24,52,49.0,7.6着,6.9人気,51.0,517,331,0,0.0%,6.3%,4.8%,116.43,12.94,55.66
146,タイトスポット,  3-  4-  3- 29/ 39,7.7%,17.9%,25.6%,33,57,58.7,7.2着,6.3人気,35.5,433,224,0,0.0%,10.3%,7.7%,116.51,12.95,55.62
147,ジヤツジアンジエルーチ,  3-  4-  3- 18/ 28,10.7%,25.0%,35.7%,103,75,90.7,5.5着,5.5人気,22.8,963,212,0,0.0%,14.3%,10.7%,117.39,13.04,55.20
148,ダンシングブレーヴ,  3-  4-  2- 53/ 62,4.8%,11.3%,14.5%,20,42,62.7,7.5着,7.9人気,59.4,423,294,0,0.0%,6.5%,3.2%,115.94,12.88,55.89
149,メイショウボーラー,  3-  4-  2- 42/ 51,5.9%,13.7%,17.6%,49,103,133.6,8.0着,8.9人気,91.9,833,584,0,0.0%,7.8%,3.9%,115.61,12.85,56.05
150,"Fusaichi Pegasus",  3-  4-  0- 11/ 18,16.7%,38.9%,38.9%,61,67,93.4,5.5着,5.3人気,32.0,370,173,0,0.0%,22.2%,0.0%,115.12,12.79,56.29
151,メイショウサムソン,  3-  3-  5- 53/ 64,4.7%,9.4%,17.2%,40,67,79.2,7.8着,8.5人気,95.0,873,394,0,0.0%,4.7%,7.8%,115.99,12.89,55.87
152,メジロモンスニー,  3-  3-  4- 13/ 23,13.0%,26.1%,43.5%,169,107,83.2,4.9着,5.0人気,11.8,1300,248,0,0.0%,13.0%,17.4%,116.09,12.90,55.82
153,キャロルハウス,  3-  3-  3- 29/ 38,7.9%,15.8%,23.7%,37,45,65.8,6.4着,6.5人気,51.3,480,191,0,0.0%,7.9%,7.9%,116.64,12.96,55.56
154,ゴールドヘイロー,  3-  3-  2- 15/ 23,13.0%,26.1%,34.8%,272,147,132.8,5.6着,6.5人気,48.0,2087,425,0,0.0%,13.0%,8.7%,114.59,12.73,56.55
155,"Seeking the Gold",  3-  3-  2-  9/ 17,17.6%,35.3%,47.1%,35,67,62.4,4.6着,2.9人気,8.3,203,142,0,0.0%,17.6%,11.8%,115.33,12.81,56.19
156,シャンハイ,  3-  3-  2- 19/ 27,11.1%,22.2%,29.6%,288,145,127.7,7.0着,7.4人気,39.9,2593,491,0,0.0%,11.1%,7.4%,115.32,12.81,56.19
157,Unbridled,  3-  3-  1-  1/  8,37.5%,75.0%,87.5%,71,171,108.1,2.9着,3.0人気,11.0,190,196,0,0.0%,37.5%,12.5%,114.06,12.67,56.81
158,トレボロ,  3-  2-  4- 18/ 27,11.1%,18.5%,33.3%,219,82,139.6,5.7着,6.2人気,25.7,1973,247,0,0.0%,7.4%,14.8%,117.98,13.11,54.92
159,アドマイヤムーン,  3-  2-  3- 33/ 41,7.3%,12.2%,19.5%,54,268,76.1,8.4着,7.6人気,57.3,743,1378,0,0.0%,4.9%,7.3%,115.46,12.83,56.12
160,バゴ,  3-  2-  3- 26/ 34,8.8%,14.7%,23.5%,44,89,113.7,8.6着,8.8人気,108.6,500,380,0,0.0%,5.9%,8.8%,116.81,12.98,55.48
161,オーバーサーブ,  3-  2-  3- 10/ 18,16.7%,27.8%,44.4%,72,115,144.9,5.1着,6.6人気,20.1,433,259,0,0.0%,11.1%,16.7%,114.20,12.69,56.74
162,シエイデイハイツ,  3-  2-  2- 14/ 21,14.3%,23.8%,33.3%,50,79,91.5,6.0着,7.1人気,57.0,357,239,0,0.0%,9.5%,9.5%,117.25,13.03,55.27
163,ニゾン,  3-  2-  2- 11/ 18,16.7%,27.8%,38.9%,133,83,122.1,5.8着,5.6人気,21.3,800,214,0,0.0%,11.1%,11.1%,116.27,12.92,55.73
164,ハシクランツ,  3-  2-  2-  2/  9,33.3%,55.6%,77.8%,107,165,183.8,3.3着,4.0人気,10.6,323,213,0,0.0%,22.2%,22.2%,117.09,13.01,55.34
165,アローエクスプレス,  3-  2-  1- 31/ 37,8.1%,13.5%,16.2%,27,40,63.8,6.3着,6.2人気,24.7,337,250,0,0.0%,5.4%,2.7%,116.53,12.95,55.61
166,ホープフリーオン,  3-  2-  1- 26/ 32,9.4%,15.6%,18.8%,34,29,79.1,7.4着,6.3人気,30.0,367,155,0,0.0%,6.3%,3.1%,117.08,13.01,55.34
167,マンジュデンカブト,  3-  2-  1-  7/ 13,23.1%,38.5%,46.2%,638,201,414.8,4.8着,7.0人気,38.7,2767,437,0,0.0%,15.4%,7.7%,114.68,12.74,56.50
168,リキアイオー,  3-  2-  1-  7/ 13,23.1%,38.5%,46.2%,90,100,162.7,4.8着,5.8人気,20.0,393,218,0,0.0%,15.4%,7.7%,116.50,12.94,55.62
169,フアバージ,  3-  2-  0- 29/ 34,8.8%,14.7%,14.7%,73,21,71.6,6.8着,5.8人気,19.3,837,144,0,0.0%,5.9%,0.0%,116.91,12.99,55.43
170,ストーミングホーム,  3-  2-  0- 18/ 23,13.0%,21.7%,21.7%,110,79,215.8,7.8着,8.2人気,74.2,843,366,0,0.0%,8.7%,0.0%,115.77,12.86,55.97
171,ホクトボーイ,  3-  2-  0- 18/ 23,13.0%,21.7%,21.7%,107,63,168.4,7.3着,7.6人気,37.9,823,294,0,0.0%,8.7%,0.0%,116.60,12.96,55.57
172,パークリージエント,  3-  1-  8- 49/ 61,4.9%,6.6%,19.7%,102,76,60.2,6.9着,7.8人気,47.9,2080,389,0,0.0%,1.6%,13.1%,115.78,12.86,55.97
173,サクラトウコウ,  3-  1-  5- 44/ 53,5.7%,7.5%,17.0%,60,48,72.6,7.3着,6.9人気,37.6,1073,283,0,0.0%,1.9%,9.4%,115.68,12.85,56.02
174,ロイヤルタッチ,  3-  1-  4- 12/ 20,15.0%,20.0%,40.0%,122,260,152.8,5.9着,7.1人気,79.5,817,651,0,0.0%,5.0%,20.0%,115.62,12.85,56.05
175,ハードツービート,  3-  1-  4- 15/ 23,13.0%,17.4%,34.8%,69,170,102.6,5.5着,6.6人気,25.2,530,490,0,0.0%,4.3%,17.4%,116.80,12.98,55.48
176,Gulch,  3-  1-  4- 20/ 28,10.7%,14.3%,28.6%,43,76,76.5,6.2着,5.3人気,22.6,407,268,0,0.0%,3.6%,14.3%,115.40,12.82,56.15
177,"Smart Strike",  3-  1-  4- 10/ 18,16.7%,22.2%,44.4%,193,132,85.2,6.4着,4.9人気,26.1,1160,298,0,0.0%,5.6%,22.2%,114.44,12.72,56.62
178,パーフライト,  3-  1-  3- 26/ 33,9.1%,12.1%,21.2%,20,69,75.7,6.1着,6.4人気,26.0,230,329,0,0.0%,3.0%,9.1%,116.71,12.97,55.52
179,"Empire Maker",  3-  1-  3-  4/ 11,27.3%,36.4%,63.6%,86,120,153.3,4.6着,4.1人気,12.9,317,190,0,0.0%,9.1%,27.3%,113.53,12.61,57.08
180,ブラックタキシード,  3-  1-  3- 31/ 38,7.9%,10.5%,18.4%,82,46,122.1,8.2着,9.2人気,83.1,1047,253,0,0.0%,2.6%,7.9%,115.17,12.80,56.26
181,ターナボス,  3-  1-  2-  8/ 14,21.4%,28.6%,42.9%,177,92,197.0,5.0着,7.1人気,34.6,830,217,0,0.0%,7.1%,14.3%,116.44,12.94,55.65
182,テユデナムキング,  3-  1-  2-  4/ 10,30.0%,40.0%,60.0%,93,217,176.3,5.1着,6.4人気,19.9,310,362,0,0.0%,10.0%,20.0%,116.85,12.98,55.46
183,イエローゴツド,  3-  1-  1- 12/ 17,17.6%,23.5%,29.4%,447,108,128.1,5.4着,6.2人気,29.8,2533,460,0,0.0%,5.9%,5.9%,117.26,13.03,55.26
184,トウカイテイオー,  3-  1-  1- 45/ 50,6.0%,8.0%,10.0%,67,20,137.8,9.6着,9.6人気,112.2,1120,204,0,0.0%,2.0%,2.0%,117.65,13.07,55.08
185,シヤンペンチヤーリー,  3-  1-  1-  9/ 14,21.4%,28.6%,35.7%,302,110,407.1,6.1着,8.1人気,31.9,1410,308,0,0.0%,7.1%,7.1%,115.60,12.84,56.06
186,ナリタトップロード,  3-  1-  1- 25/ 30,10.0%,13.3%,16.7%,91,108,216.0,8.3着,9.5人気,92.6,913,652,0,0.0%,3.3%,3.3%,115.89,12.88,55.92
187,ジムフレンチ,  3-  1-  0-  9/ 13,23.1%,30.8%,30.8%,233,77,327.9,6.0着,7.4人気,24.3,1013,252,0,0.0%,7.7%,0.0%,116.98,13.00,55.39
188,"A.P. Indy",  3-  1-  0- 11/ 15,20.0%,26.7%,26.7%,75,36,133.0,6.9着,7.7人気,67.2,377,138,0,0.0%,6.7%,0.0%,115.25,12.81,56.22
189,"Medaglia d'Oro",  3-  1-  0-  6/ 10,30.0%,40.0%,40.0%,83,54,165.0,6.5着,5.7人気,56.6,277,135,0,0.0%,10.0%,0.0%,115.85,12.87,55.93
190,"Seattle Slew",  3-  1-  0-  6/ 10,30.0%,40.0%,40.0%,187,79,157.9,7.0着,5.4人気,27.0,623,198,0,0.0%,10.0%,0.0%,115.60,12.84,56.06
191,リフアーズスペシヤル,  3-  0-  6- 24/ 33,9.1%,9.1%,27.3%,30,47,89.7,6.2着,5.9人気,28.0,337,173,0,0.0%,0.0%,18.2%,117.28,13.03,55.25
192,サンキリコ,  3-  0-  4- 28/ 35,8.6%,8.6%,20.0%,117,92,138.4,7.1着,8.0人気,48.6,1370,460,0,0.0%,0.0%,11.4%,116.31,12.92,55.71
193,プレストウコウ,  3-  0-  2- 16/ 21,14.3%,14.3%,23.8%,209,45,148.7,7.0着,7.1人気,28.2,1463,240,0,0.0%,0.0%,9.5%,116.62,12.96,55.56
194,サマーサスピション,  3-  0-  2- 13/ 18,16.7%,16.7%,27.8%,940,163,361.6,7.9着,9.8人気,142.8,5643,590,0,0.0%,0.0%,11.1%,116.81,12.98,55.47
195,スリルシヨー,  3-  0-  1- 33/ 37,8.1%,8.1%,10.8%,128,27,162.3,9.1着,8.3人気,52.2,1587,333,0,0.0%,0.0%,2.7%,117.59,13.07,55.11
196,ダミスター,  3-  0-  1- 12/ 16,18.8%,18.8%,25.0%,798,281,563.8,7.0着,9.1人気,64.2,4257,1125,0,0.0%,0.0%,6.3%,115.59,12.84,56.06
197,レシテイシヨン,  3-  0-  1-  7/ 11,27.3%,27.3%,36.4%,443,100,315.8,5.7着,6.7人気,34.6,1627,278,0,0.0%,0.0%,9.1%,118.15,13.13,54.85
198,Curlin,  3-  0-  0-  5/  8,37.5%,37.5%,37.5%,136,66,227.5,4.9着,4.8人気,12.4,363,177,0,0.0%,0.0%,0.0%,113.81,12.65,56.94
199,ルールオブロー,  3-  0-  0-  8/ 11,27.3%,27.3%,27.3%,223,92,289.1,7.3着,8.5人気,59.4,820,340,0,0.0%,0.0%,0.0%,114.99,12.78,56.35
200,ベストブラツド,  3-  0-  0-  5/  8,37.5%,37.5%,37.5%,186,70,291.2,5.5着,5.5人気,26.8,497,187,0,0.0%,0.0%,0.0%,117.33,13.04,55.23
201,ライブリーラーク,  3-  0-  0-  2/  5,60.0%,60.0%,60.0%,508,182,505.8,3.8着,5.4人気,16.4,847,303,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
202,ヤエノムテキ,  2-  7-  5- 29/ 43,4.7%,20.9%,32.6%,15,88,38.5,5.7着,6.0人気,22.3,340,271,0,0.0%,16.3%,11.6%,115.60,12.84,56.05
203,ラグビーボール,  2-  7-  5- 34/ 48,4.2%,18.8%,29.2%,40,78,44.1,7.2着,7.2人気,60.8,965,290,0,0.0%,14.6%,10.4%,116.32,12.92,55.71
204,カジノドライヴ,  2-  6-  2- 19/ 29,6.9%,27.6%,34.5%,23,117,66.2,6.2着,6.6人気,52.6,340,340,0,0.0%,20.7%,6.9%,115.34,12.82,56.18
205,ビワハヤヒデ,  2-  5-  5- 32/ 44,4.5%,15.9%,27.3%,9,88,51.3,7.6着,7.8人気,67.7,205,324,0,0.0%,11.4%,11.4%,116.90,12.99,55.43
206,チーフベアハート,  2-  5-  4- 59/ 70,2.9%,10.0%,15.7%,9,48,47.4,7.9着,8.4人気,83.5,340,307,0,0.0%,7.1%,5.7%,116.42,12.94,55.66
207,タヤスツヨシ,  2-  5-  3- 84/ 94,2.1%,7.4%,10.6%,57,43,46.1,7.9着,8.9人気,89.9,2715,410,0,0.0%,5.3%,3.2%,116.34,12.93,55.70
208,アルデバラン2,  2-  5-  3- 20/ 30,6.7%,23.3%,33.3%,22,129,70.1,6.9着,7.9人気,84.2,340,389,0,0.0%,16.7%,10.0%,115.20,12.80,56.25
209,デイクタス,  2-  5-  3- 20/ 30,6.7%,23.3%,33.3%,42,61,53.8,6.7着,6.8人気,25.3,640,183,0,0.0%,16.7%,10.0%,116.69,12.97,55.53
210,サンシヤインボーイ,  2-  5-  3- 20/ 30,6.7%,23.3%,33.3%,16,54,40.5,6.5着,6.3人気,46.4,245,164,0,0.0%,16.7%,10.0%,116.67,12.96,55.54
211,ミルコウジ,  2-  4-  5- 17/ 28,7.1%,21.4%,39.3%,43,92,70.6,5.2着,6.8人気,37.3,615,235,0,0.0%,14.3%,17.9%,116.76,12.97,55.50
212,アイルハヴアナザー,  2-  4-  4- 11/ 21,9.5%,28.6%,47.6%,34,78,50.2,5.2着,5.4人気,39.4,365,165,0,0.0%,19.0%,19.0%,115.33,12.81,56.19
213,キンシャサノキセキ,  2-  4-  4- 21/ 31,6.5%,19.4%,32.3%,31,136,71.4,6.0着,6.5人気,46.2,485,423,0,0.0%,12.9%,12.9%,114.72,12.75,56.48
214,リズム,  2-  4-  3- 30/ 39,5.1%,15.4%,23.1%,12,34,36.8,7.2着,6.2人気,37.2,245,169,0,0.0%,10.3%,7.7%,116.31,12.92,55.72
215,セクレフアスター,  2-  4-  3-  6/ 15,13.3%,40.0%,60.0%,24,151,80.6,4.1着,5.1人気,17.0,185,252,0,0.0%,26.7%,20.0%,116.41,12.93,55.66
216,カツラギエース,  2-  4-  2- 34/ 42,4.8%,14.3%,19.0%,53,58,67.4,7.5着,7.9人気,32.6,1125,309,0,0.0%,9.5%,4.8%,117.03,13.00,55.37
217,サンデイクリーク,  2-  4-  1-  9/ 16,12.5%,37.5%,43.8%,51,105,89.0,5.2着,5.9人気,28.5,410,241,0,0.0%,25.0%,6.3%,116.71,12.97,55.52
218,サウスヴィグラス,  2-  3-  4- 39/ 48,4.2%,10.4%,18.8%,104,50,55.9,8.0着,8.5人気,83.2,2500,270,0,0.0%,6.3%,8.3%,115.00,12.78,56.35
219,エリシオ,  2-  3-  4- 48/ 57,3.5%,8.8%,15.8%,89,63,48.9,8.2着,8.6人気,91.5,2540,402,0,0.0%,5.3%,7.0%,116.60,12.96,55.57
220,ピルサドスキー,  2-  3-  3- 41/ 49,4.1%,10.2%,16.3%,11,36,44.6,7.5着,7.5人気,59.5,275,226,0,0.0%,6.1%,6.1%,116.43,12.94,55.66
221,ナスルエルアラブ,  2-  3-  2- 25/ 32,6.3%,15.6%,21.9%,34,51,67.3,6.9着,7.0人気,49.1,545,234,0,0.0%,9.4%,6.3%,116.76,12.97,55.50
222,ヴィクトワールピサ,  2-  3-  2- 30/ 37,5.4%,13.5%,18.9%,35,67,53.6,7.0着,6.0人気,33.9,655,359,0,0.0%,8.1%,5.4%,115.90,12.88,55.91
223,クリエイター,  2-  3-  2- 19/ 26,7.7%,19.2%,26.9%,49,59,102.5,7.3着,8.1人気,76.3,640,220,0,0.0%,11.5%,7.7%,116.62,12.96,55.57
224,Singspiel,  2-  3-  2- 13/ 20,10.0%,25.0%,35.0%,644,197,84.8,6.6着,7.4人気,92.3,6440,564,0,0.0%,15.0%,10.0%,116.80,12.98,55.48
225,マジックマイルズ,  2-  3-  2- 18/ 25,8.0%,20.0%,28.0%,34,72,60.0,7.2着,6.4人気,51.2,430,260,0,0.0%,12.0%,8.0%,115.34,12.82,56.18
226,ケイムホーム,  2-  3-  1- 26/ 32,6.3%,15.6%,18.8%,50,74,82.0,7.9着,8.4人気,81.4,800,397,0,0.0%,9.4%,3.1%,115.72,12.86,56.00
227,マンオブビイジヨン,  2-  3-  1- 16/ 22,9.1%,22.7%,27.3%,45,59,71.8,6.0着,5.2人気,14.9,505,217,0,0.0%,13.6%,4.5%,116.93,12.99,55.42
228,タケシバオー,  2-  2-  6- 35/ 45,4.4%,8.9%,22.2%,30,59,45.1,6.3着,6.7人気,25.2,675,266,0,0.0%,4.4%,13.3%,116.70,12.97,55.53
229,ホツトスパーク,  2-  2-  5- 16/ 25,8.0%,16.0%,36.0%,68,198,91.0,6.1着,7.8人気,44.3,850,550,0,0.0%,8.0%,20.0%,116.86,12.98,55.45
230,バンブービギン,  2-  2-  4- 24/ 32,6.3%,12.5%,25.0%,21,50,44.6,5.8着,5.1人気,23.8,340,201,0,0.0%,6.3%,12.5%,116.43,12.94,55.65
231,マリエンバード,  2-  2-  4- 31/ 39,5.1%,10.3%,20.5%,136,107,97.3,8.4着,8.7人気,107.6,2665,526,0,0.0%,5.1%,10.3%,116.61,12.96,55.57
232,ダイヤモンドショール,  2-  2-  3- 13/ 20,10.0%,20.0%,35.0%,194,118,114.5,4.7着,6.1人気,23.0,1940,339,0,0.0%,10.0%,15.0%,114.30,12.70,56.70
233,マイネルラヴ,  2-  2-  2- 43/ 49,4.1%,8.2%,12.2%,23,25,67.5,8.1着,9.3人気,130.5,575,210,0,0.0%,4.1%,4.1%,116.20,12.91,55.76
234,グレートセイカン,  2-  2-  2- 16/ 22,9.1%,18.2%,27.3%,35,51,84.5,6.2着,5.9人気,15.4,390,188,0,0.0%,9.1%,9.1%,115.93,12.88,55.89
235,ロングリート,  2-  2-  2- 16/ 22,9.1%,18.2%,27.3%,43,46,79.7,6.8着,6.7人気,23.7,480,204,0,0.0%,9.1%,9.1%,117.49,13.05,55.15
236,ボールドアンドブレーヴ,  2-  2-  2-  9/ 15,13.3%,26.7%,40.0%,44,135,84.0,6.5着,6.3人気,31.7,335,338,0,0.0%,13.3%,13.3%,115.96,12.88,55.88
237,トワイニング,  2-  2-  1- 25/ 30,6.7%,13.3%,16.7%,33,39,117.5,7.4着,9.1人気,119.9,500,238,0,0.0%,6.7%,3.3%,115.33,12.81,56.18
238,ロイヤルアカデミー2,  2-  2-  1- 22/ 27,7.4%,14.8%,18.5%,69,136,101.1,7.2着,8.4人気,59.8,935,736,0,0.0%,7.4%,3.7%,114.97,12.77,56.36
239,スズカフェニックス,  2-  2-  1- 16/ 21,9.5%,19.0%,23.8%,134,138,195.6,8.0着,9.1人気,100.0,1415,582,0,0.0%,9.5%,4.8%,115.99,12.89,55.87
240,ゲイルーザツク,  2-  2-  1- 13/ 18,11.1%,22.2%,27.8%,80,58,108.3,6.6着,7.2人気,28.9,725,210,0,0.0%,11.1%,5.6%,117.68,13.08,55.07
241,キタノカチドキ,  2-  2-  1- 10/ 15,13.3%,26.7%,33.3%,247,82,79.8,6.2着,5.2人気,18.3,1855,310,0,0.0%,13.3%,6.7%,116.89,12.99,55.44
242,デユール,  2-  2-  1-  8/ 13,15.4%,30.8%,38.5%,61,79,161.1,5.7着,8.2人気,60.7,400,206,0,0.0%,15.4%,7.7%,114.58,12.73,56.55
243,ジェリ,  2-  2-  1-  5/ 10,20.0%,40.0%,50.0%,45,97,82.1,4.6着,4.9人気,48.3,225,194,0,0.0%,20.0%,10.0%,113.07,12.56,57.31
244,"Crafty Prospector",  2-  2-  1-  8/ 13,15.4%,30.8%,38.5%,96,246,204.5,6.7着,9.2人気,77.9,630,642,0,0.0%,15.4%,7.7%,114.33,12.70,56.68
245,リンカーン,  2-  2-  0- 27/ 31,6.5%,12.9%,12.9%,103,49,138.6,9.0着,9.2人気,122.5,1605,385,0,0.0%,6.5%,0.0%,116.99,13.00,55.39
246,Ghostzapper,  2-  2-  0-  2/  6,33.3%,66.7%,66.7%,166,186,135.3,2.3着,2.8人気,6.9,500,280,0,0.0%,33.3%,0.0%,112.57,12.51,57.57
247,シーホーク,  2-  2-  0- 14/ 18,11.1%,22.2%,22.2%,62,41,132.0,7.3着,7.1人気,37.6,560,188,0,0.0%,11.1%,0.0%,117.16,13.02,55.31
248,トウシヨウルチエー,  2-  2-  0- 20/ 24,8.3%,16.7%,16.7%,32,26,82.9,7.6着,6.2人気,26.6,385,158,0,0.0%,8.3%,0.0%,117.80,13.09,55.01
249,トーセンホマレボシ,  2-  2-  0-  7/ 11,18.2%,36.4%,36.4%,112,66,144.4,6.4着,6.0人気,63.1,620,182,0,0.0%,18.2%,0.0%,115.26,12.81,56.22
250,エアジハード,  2-  2-  0- 16/ 20,10.0%,20.0%,20.0%,134,137,200.9,8.0着,8.2人気,80.6,1340,688,0,0.0%,10.0%,0.0%,116.66,12.96,55.55
251,"Awesome Again",  2-  2-  0-  3/  7,28.6%,57.1%,57.1%,264,134,220.6,5.3着,6.3人気,31.9,925,235,0,0.0%,28.6%,0.0%,113.96,12.66,56.86
252,プリンスオブバーズ,  2-  1-  5- 22/ 30,6.7%,10.0%,26.7%,37,60,64.9,6.3着,6.7人気,52.0,555,226,0,0.0%,3.3%,16.7%,116.22,12.91,55.76
253,パラダイスクリーク,  2-  1-  5- 33/ 41,4.9%,7.3%,19.5%,11,136,53.6,8.0着,7.9人気,81.2,230,698,0,0.0%,2.4%,12.2%,116.75,12.97,55.50
254,トーホウエンペラー,  2-  1-  4- 10/ 17,11.8%,17.6%,41.2%,270,311,191.3,6.2着,8.2人気,89.6,2295,756,0,0.0%,5.9%,23.5%,116.08,12.90,55.82
255,ファルブラヴ,  2-  1-  2- 26/ 31,6.5%,9.7%,16.1%,32,24,75.7,8.4着,7.5人気,75.0,505,150,0,0.0%,3.2%,6.5%,116.85,12.98,55.45
256,パドスール,  2-  1-  2- 21/ 26,7.7%,11.5%,19.2%,30,42,99.1,8.1着,7.7人気,55.5,400,220,0,0.0%,3.8%,7.7%,117.30,13.03,55.24
257,デイカードレム,  2-  1-  2- 16/ 21,9.5%,14.3%,23.8%,27,83,98.9,7.2着,7.2人気,56.3,285,352,0,0.0%,4.8%,9.5%,117.60,13.07,55.10
258,チチカステナンゴ,  2-  1-  2- 29/ 34,5.9%,8.8%,14.7%,65,35,164.9,9.4着,9.4人気,84.5,1105,238,0,0.0%,2.9%,5.9%,116.20,12.91,55.76
259,ステイールハート,  2-  1-  1- 22/ 26,7.7%,11.5%,15.4%,86,39,142.9,8.3着,8.0人気,38.2,1120,258,0,0.0%,3.8%,3.8%,118.35,13.15,54.75
260,アルカセット,  2-  1-  1- 24/ 28,7.1%,10.7%,14.3%,23,71,125.9,8.1着,9.9人気,95.7,335,502,0,0.0%,3.6%,3.6%,115.65,12.85,56.03
261,ツイツグ,  2-  1-  1-  8/ 12,16.7%,25.0%,33.3%,70,74,99.7,5.0着,4.8人気,14.8,420,222,0,0.0%,8.3%,8.3%,114.58,12.73,56.55
262,リヴリア,  2-  1-  1- 21/ 25,8.0%,12.0%,16.0%,58,21,90.4,7.9着,7.2人気,39.7,735,180,0,0.0%,4.0%,4.0%,117.51,13.06,55.14
263,"Holy Bull",  2-  1-  1-  5/  9,22.2%,33.3%,44.4%,33,260,100.4,4.6着,4.8人気,21.6,150,585,0,0.0%,11.1%,11.1%,115.48,12.83,56.11
264,スルーザドラゴン,  2-  1-  0- 22/ 25,8.0%,12.0%,12.0%,39,22,77.0,7.6着,6.4人気,35.8,495,187,0,0.0%,4.0%,0.0%,117.86,13.10,54.98
265,ストームオンザルース,  2-  1-  0- 11/ 14,14.3%,21.4%,21.4%,130,65,218.4,7.4着,7.8人気,45.0,915,303,0,0.0%,7.1%,0.0%,118.58,13.18,54.65
266,"Carr de Naskra",  2-  1-  0-  1/  4,50.0%,75.0%,75.0%,540,250,431.5,2.0着,4.3人気,9.5,1080,333,0,0.0%,25.0%,0.0%,113.68,12.63,57.00
267,ヤマニンケイ,  2-  1-  0-  7/ 10,20.0%,30.0%,30.0%,149,70,290.7,5.2着,7.0人気,26.8,745,233,0,0.0%,10.0%,0.0%,116.65,12.96,55.55
268,ナイスネイチャ,  2-  1-  0-  1/  4,50.0%,75.0%,75.0%,137,107,182.1,2.8着,2.0人気,4.2,275,143,0,0.0%,25.0%,0.0%,113.85,12.65,56.92
269,"Discreet Cat",  2-  1-  0-  1/  4,50.0%,75.0%,75.0%,77,82,108.3,2.5着,1.5人気,3.8,155,110,0,0.0%,25.0%,0.0%,113.35,12.59,57.17
270,"Saint Ballado",  2-  1-  0-  0/  3,66.7%,100.0%,100.0%,140,196,181.9,1.3着,3.3人気,13.4,210,197,0,0.0%,33.3%,0.0%,114.27,12.70,56.71
271,Caerleon,  2-  0-  6- 19/ 27,7.4%,7.4%,29.6%,60,95,52.3,7.1着,5.8人気,28.3,815,324,0,0.0%,0.0%,22.2%,116.14,12.90,55.79
272,ウインザーノツト,  2-  0-  3- 18/ 23,8.7%,8.7%,21.7%,62,45,106.4,8.2着,7.8人気,42.1,715,210,0,0.0%,0.0%,13.0%,117.10,13.01,55.34
273,スウェプトオーヴァーボード,  2-  0-  2- 37/ 41,4.9%,4.9%,9.8%,12,23,77.2,9.4着,9.6人気,107.3,265,242,0,0.0%,0.0%,4.9%,116.01,12.89,55.86
274,ボールドノースマン,  2-  0-  2- 12/ 16,12.5%,12.5%,25.0%,58,120,170.8,5.9着,7.2人気,43.5,470,480,0,0.0%,0.0%,12.5%,115.45,12.83,56.13
275,ニシノライデン,  2-  0-  2-  6/ 10,20.0%,20.0%,40.0%,276,188,182.0,4.5着,5.5人気,14.3,1380,470,0,0.0%,0.0%,20.0%,116.29,12.92,55.72
276,トランセンド,  2-  0-  2-  8/ 12,16.7%,16.7%,33.3%,63,71,194.4,6.7着,7.9人気,52.6,380,215,0,0.0%,0.0%,16.7%,115.25,12.81,56.23
277,サクラシンゲキ,  2-  0-  2- 20/ 24,8.3%,8.3%,16.7%,28,36,106.9,7.7着,7.5人気,38.4,345,220,0,0.0%,0.0%,8.3%,118.12,13.12,54.86
278,ヤマニンセラフィム,  2-  0-  2- 12/ 16,12.5%,12.5%,25.0%,56,53,136.9,6.7着,7.1人気,38.9,450,212,0,0.0%,0.0%,12.5%,115.96,12.88,55.88
279,Ogygian,  2-  0-  2-  7/ 11,18.2%,18.2%,36.4%,199,74,141.5,5.9着,5.5人気,24.0,1095,205,0,0.0%,0.0%,18.2%,114.61,12.73,56.54
280,コロナドズクエスト,  2-  0-  2- 12/ 16,12.5%,12.5%,25.0%,126,105,228.8,9.0着,9.3人気,128.5,1010,422,0,0.0%,0.0%,12.5%,116.06,12.90,55.83
281,Relaunch,  2-  0-  2-  0/  4,50.0%,50.0%,100.0%,512,250,266.0,2.0着,3.0人気,7.1,1025,250,0,0.0%,0.0%,50.0%,115.03,12.78,56.34
282,スパイキュール,  2-  0-  1- 10/ 13,15.4%,15.4%,23.1%,196,65,193.0,6.3着,7.5人気,55.3,1275,283,0,0.0%,0.0%,7.7%,114.81,12.76,56.44
