順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
404,ゴールドアリュール,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,13,40,67.3,8.4着,6.8人気,57.6,160,160,0,0.0%,8.3%,8.3%,117.07,13.01,55.35
405,Khaled,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,40,52,88.8,5.5着,5.1人気,14.3,400,173,0,0.0%,10.0%,10.0%,115.84,12.87,55.94
406,ヒデチカラ,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,83,101,184.1,6.0着,8.4人気,23.4,670,270,0,0.0%,12.5%,12.5%,116.78,12.98,55.49
407,イナリワン,  1-  1-  1-  3/  6,16.7%,33.3%,50.0%,26,110,102.6,5.7着,7.3人気,61.3,160,220,0,0.0%,16.7%,16.7%,114.97,12.77,56.36
408,マツカゼオー,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,134,228,208.2,3.6着,5.2人気,14.1,670,380,0,0.0%,20.0%,20.0%,114.98,12.78,56.36
409,ベルバリー,  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,34,60,79.8,6.6着,6.2人気,16.7,380,220,0,0.0%,9.1%,9.1%,115.35,12.82,56.18
410,"Al Hattab",  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,328,145,136.9,5.7着,8.2人気,63.9,3280,483,0,0.0%,10.0%,10.0%,115.47,12.83,56.12
411,ミシアーフ,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,622,217,110.5,5.6着,7.3人気,29.4,4980,580,0,0.0%,12.5%,12.5%,116.06,12.90,55.83
412,テンパレートシル,  1-  1-  1-  3/  6,16.7%,33.3%,50.0%,53,113,162.2,5.7着,6.7人気,58.8,320,227,0,0.0%,16.7%,16.7%,116.48,12.94,55.63
413,ウイロウイツク,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,26,134,69.0,4.4着,3.4人気,7.3,130,223,0,0.0%,20.0%,20.0%,115.22,12.80,56.24
414,ナスアロー,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,82,75,103.6,6.4着,6.4人気,17.7,660,200,0,0.0%,12.5%,12.5%,116.23,12.91,55.75
415,Vayrann,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,46,53,125.8,7.1着,6.6人気,71.4,370,143,0,0.0%,12.5%,12.5%,117.21,13.02,55.28
416,"Lines of Power",  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,68,80,64.8,7.2着,2.8人気,8.4,340,133,0,0.0%,20.0%,20.0%,114.44,12.72,56.62
417,リンボー,  1-  1-  1-  1/  4,25.0%,50.0%,75.0%,170,150,210.1,4.3着,5.0人気,17.6,680,200,0,0.0%,25.0%,25.0%,117.78,13.09,55.02
418,ミルコウジ,  1-  1-  1-  0/  3,33.3%,66.7%,100.0%,83,353,190.9,2.0着,5.3人気,12.6,250,353,0,0.0%,33.3%,33.3%,116.60,12.96,55.57
419,ニシノエトランゼ,  1-  1-  1-  0/  3,33.3%,66.7%,100.0%,90,240,159.7,2.0着,4.0人気,9.5,270,240,0,0.0%,33.3%,33.3%,116.00,12.89,55.86
420,"Creme dela Creme",  1-  1-  1-  0/  3,33.3%,66.7%,100.0%,66,150,84.3,2.0着,1.3人気,2.7,200,150,0,0.0%,33.3%,33.3%,115.40,12.82,56.15
421,Takawalk,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,165,112,131.4,2.8着,2.5人気,6.4,660,225,0,0.0%,25.0%,0.0%,114.23,12.69,56.73
422,エブロス,  1-  1-  0- 15/ 17,5.9%,11.8%,11.8%,35,81,94.3,8.3着,7.8人気,82.6,600,695,0,0.0%,5.9%,0.0%,115.64,12.85,56.04
423,"Mi Cielo",  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,106,36,81.1,6.5着,6.7人気,39.1,1170,200,0,0.0%,9.1%,0.0%,113.95,12.66,56.86
424,ウエスタンウインド,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,145,83,112.5,7.1着,4.3人気,12.1,1160,335,0,0.0%,12.5%,0.0%,114.90,12.77,56.40
425,"General Assembly",  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,70,55,145.3,5.4着,5.4人気,28.7,490,195,0,0.0%,14.3%,0.0%,116.34,12.93,55.70
426,デユール,  1-  1-  0-  8/ 10,10.0%,20.0%,20.0%,55,86,101.6,6.0着,6.0人気,23.2,550,430,0,0.0%,10.0%,0.0%,117.76,13.08,55.03
427,スラヴィック,  1-  1-  0-  8/ 10,10.0%,20.0%,20.0%,63,36,139.9,6.4着,6.0人気,22.4,630,180,0,0.0%,10.0%,0.0%,114.05,12.67,56.82
428,テイエムオペラオー,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,18,32,77.3,6.6着,5.8人気,29.2,170,145,0,0.0%,11.1%,0.0%,114.89,12.77,56.40
429,ミホシンザン,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,53,53,141.1,7.0着,6.0人気,23.3,430,215,0,0.0%,12.5%,0.0%,115.69,12.85,56.01
430,Hennessy,  1-  1-  0- 15/ 17,5.9%,11.8%,11.8%,32,20,117.0,8.2着,8.7人気,98.0,560,175,0,0.0%,5.9%,0.0%,115.21,12.80,56.24
431,スカイマスター,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,50,37,124.8,8.9着,8.7人気,48.5,600,225,0,0.0%,8.3%,0.0%,118.48,13.16,54.70
432,ブロッコ,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,56,29,93.4,8.8着,8.3人気,89.1,620,160,0,0.0%,9.1%,0.0%,114.47,12.72,56.61
433,タイトスポット,  1-  1-  0-  8/ 10,10.0%,20.0%,20.0%,789,130,155.0,7.7着,8.9人気,109.4,7890,650,0,0.0%,10.0%,0.0%,117.06,13.01,55.36
434,ターネンバーグ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,320,191,175.1,6.3着,6.5人気,29.0,1920,575,0,0.0%,16.7%,0.0%,118.75,13.19,54.57
435,ゼンノロブロイ,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,28,45,126.6,6.3着,7.2人気,165.4,170,135,0,0.0%,16.7%,0.0%,115.82,12.87,55.95
436,ズグ,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,60,157,129.5,4.8着,6.0人気,76.2,240,315,0,0.0%,25.0%,0.0%,117.13,13.01,55.33
437,Dansili,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,243,130,213.6,2.3着,3.0人気,6.5,730,195,0,0.0%,33.3%,0.0%,114.13,12.68,56.78
438,"Dance of Life",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,63,103,129.9,2.3着,3.7人気,8.2,190,155,0,0.0%,33.3%,0.0%,114.43,12.71,56.63
439,"Beldale Flutter",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,100,73,115.5,2.3着,1.7人気,3.8,300,110,0,0.0%,33.3%,0.0%,113.10,12.57,57.29
440,モガンボ,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,100,34,228.1,8.1着,9.5人気,146.9,1210,205,0,0.0%,8.3%,0.0%,116.14,12.90,55.79
441,ウイニングチケット,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,10,26,49.4,8.5着,8.0人気,127.6,120,145,0,0.0%,9.1%,0.0%,117.23,13.03,55.28
442,Mtoto,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,15,20,61.8,8.4着,7.7人気,70.0,170,110,0,0.0%,9.1%,0.0%,116.36,12.93,55.69
443,ラフインゴラ,  1-  1-  0-  8/ 10,10.0%,20.0%,20.0%,105,75,138.8,7.7着,7.1人気,22.3,1050,375,0,0.0%,10.0%,0.0%,116.75,12.97,55.50
444,ワイルドラッシュ,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,114,42,117.6,6.3着,6.1人気,20.0,800,150,0,0.0%,14.3%,0.0%,115.73,12.86,55.99
445,ヤマニンゼファー,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,141,111,254.3,5.4着,7.3人気,31.2,990,390,0,0.0%,14.3%,0.0%,116.47,12.94,55.64
446,Propicio,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,92,62,170.0,5.0着,5.4人気,17.1,460,155,0,0.0%,20.0%,0.0%,113.52,12.61,57.08
447,エンペリー,  1-  1-  0- 12/ 14,7.1%,14.3%,14.3%,15,27,105.8,7.4着,8.1人気,89.3,220,195,0,0.0%,7.1%,0.0%,117.13,13.01,55.32
448,"Alphabet Soup",  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,210,393,1012.7,9.6着,12.2人気,188.0,1890,1770,0,0.0%,11.1%,0.0%,116.98,13.00,55.40
449,ルイスデール,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,45,35,113.2,6.9着,6.9人気,29.3,360,140,0,0.0%,12.5%,0.0%,116.18,12.91,55.78
450,ベリフア,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,33,42,187.7,8.4着,9.6人気,158.4,270,170,0,0.0%,12.5%,0.0%,116.39,12.93,55.68
451,Alwuhush,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,35,26,94.6,9.6着,8.8人気,113.8,280,105,0,0.0%,12.5%,0.0%,116.68,12.96,55.54
452,フエリオール,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,178,74,162.5,5.7着,7.1人気,23.2,1250,260,0,0.0%,14.3%,0.0%,116.43,12.94,55.66
453,デュラブ,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,37,392,209.8,7.9着,9.4人気,87.3,260,1375,0,0.0%,14.3%,0.0%,115.31,12.81,56.19
454,コウストンズクラウン,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,122,50,186.6,6.7着,7.7人気,78.5,860,175,0,0.0%,14.3%,0.0%,117.79,13.09,55.02
455,ラバージヨン,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,28,160,141.4,6.5着,8.8人気,81.4,170,480,0,0.0%,16.7%,0.0%,115.73,12.86,55.99
456,サクラプレジデント,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,76,108,159.9,8.4着,5.2人気,17.9,380,270,0,0.0%,20.0%,0.0%,115.56,12.84,56.07
457,"Sovereign Path",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,210,100,121.7,5.0着,3.3人気,7.3,840,200,0,0.0%,25.0%,0.0%,115.68,12.85,56.02
458,"Indian Ridge",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,442,125,418.3,5.0着,6.8人気,52.8,1770,250,0,0.0%,25.0%,0.0%,117.68,13.08,55.07
459,"Dancing Brave",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,100,162,240.4,5.8着,5.5人気,123.2,400,325,0,0.0%,25.0%,0.0%,114.93,12.77,56.38
460,"Candy Ride",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,615,332,194.1,5.0着,6.5人気,24.2,2460,665,0,0.0%,25.0%,0.0%,112.53,12.50,57.59
461,タガミホマレ,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,43,113,109.2,3.7着,4.3人気,16.9,130,170,0,0.0%,33.3%,0.0%,118.33,13.15,54.76
462,"Roi Danzig",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,50,76,86.7,3.3着,2.0人気,6.1,150,115,0,0.0%,33.3%,0.0%,116.60,12.96,55.57
463,"For Really",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,226,180,458.1,5.3着,6.0人気,111.4,680,270,0,0.0%,33.3%,0.0%,115.73,12.86,55.99
464,ピンクフロイド,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,150,115,112.5,1.5着,1.5人気,2.4,300,115,0,0.0%,50.0%,0.0%,116.40,12.93,55.67
465,Westminster,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,130,155,160.6,1.5着,1.5人気,3.4,260,155,0,0.0%,50.0%,0.0%,114.50,12.72,56.59
466,ハードリドン,  1-  0-  3- 39/ 43,2.3%,2.3%,9.3%,3,15,22.7,7.3着,6.7人気,34.1,150,168,0,0.0%,0.0%,7.0%,117.79,13.09,55.01
467,Kris,  1-  0-  3- 19/ 23,4.3%,4.3%,17.4%,84,45,51.7,8.1着,7.4人気,60.2,1940,262,0,0.0%,0.0%,13.0%,116.10,12.90,55.81
468,フアインポート,  1-  0-  3-  7/ 11,9.1%,9.1%,36.4%,13,199,83.0,4.6着,7.4人気,50.1,150,548,0,0.0%,0.0%,27.3%,116.15,12.91,55.79
469,"Septieme Ciel",  1-  0-  3-  8/ 12,8.3%,8.3%,33.3%,13,96,78.3,6.6着,6.8人気,101.0,160,290,0,0.0%,0.0%,25.0%,115.01,12.78,56.34
470,ミンスキー,  1-  0-  3- 27/ 31,3.2%,3.2%,12.9%,6,32,31.8,8.4着,7.5人気,29.7,200,255,0,0.0%,0.0%,9.7%,116.91,12.99,55.43
471,トンピオン,  1-  0-  2- 11/ 14,7.1%,7.1%,21.4%,19,26,78.3,6.5着,7.9人気,49.9,270,123,0,0.0%,0.0%,14.3%,116.40,12.93,55.67
472,Manila,  1-  0-  2-  9/ 12,8.3%,8.3%,25.0%,41,104,98.5,7.6着,8.1人気,68.0,500,417,0,0.0%,0.0%,16.7%,116.98,13.00,55.40
473,アイネスフウジン,  1-  0-  2-  9/ 12,8.3%,8.3%,25.0%,25,45,81.6,7.7着,7.1人気,81.3,300,180,0,0.0%,0.0%,16.7%,116.09,12.90,55.82
474,ハクリヨウ,  1-  0-  2-  7/ 10,10.0%,10.0%,30.0%,142,72,76.5,6.7着,6.3人気,23.3,1420,240,0,0.0%,0.0%,20.0%,115.29,12.81,56.21
475,ブライトフイニツシユ,  1-  0-  2-  6/  9,11.1%,11.1%,33.3%,261,94,171.7,7.0着,7.9人気,30.6,2350,283,0,0.0%,0.0%,22.2%,116.70,12.97,55.53
476,Pivotal,  1-  0-  2-  5/  8,12.5%,12.5%,37.5%,140,105,233.1,6.9着,7.3人気,59.0,1120,280,0,0.0%,0.0%,25.0%,116.64,12.96,55.56
477,Bluebird,  1-  0-  2-  4/  7,14.3%,14.3%,42.9%,82,72,125.5,6.1着,5.6人気,15.9,580,170,0,0.0%,0.0%,28.6%,115.17,12.80,56.26
478,ダイゴウ,  1-  0-  2-  0/  3,33.3%,33.3%,100.0%,103,316,163.9,2.3着,4.0人気,11.3,310,317,0,0.0%,0.0%,66.7%,116.37,12.93,55.69
479,Dike,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,25,108,49.5,4.2着,4.0人気,8.6,150,325,0,0.0%,0.0%,16.7%,116.55,12.95,55.60
480,ノーパスノーセール,  1-  0-  1- 13/ 15,6.7%,6.7%,13.3%,209,106,128.6,7.3着,7.1人気,47.8,3140,795,0,0.0%,0.0%,6.7%,116.61,12.96,55.57
481,"Forest Wildcat",  1-  0-  1- 11/ 13,7.7%,7.7%,15.4%,23,22,62.2,7.1着,6.5人気,59.3,300,145,0,0.0%,0.0%,7.7%,115.69,12.85,56.01
482,"Welsh Saint",  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,184,142,83.1,3.4着,3.8人気,7.9,920,355,0,0.0%,0.0%,20.0%,114.70,12.74,56.50
483,タカウオーク,  1-  0-  1- 13/ 15,6.7%,6.7%,13.3%,66,24,66.5,7.1着,6.1人気,21.2,990,185,0,0.0%,0.0%,6.7%,116.07,12.90,55.83
484,"Saratoga Six",  1-  0-  1- 11/ 13,7.7%,7.7%,15.4%,22,37,72.6,7.0着,6.4人気,35.9,290,245,0,0.0%,0.0%,7.7%,115.68,12.85,56.02
485,ゲイタイム,  1-  0-  1- 10/ 12,8.3%,8.3%,16.7%,14,37,83.4,6.8着,6.8人気,36.0,170,225,0,0.0%,0.0%,8.3%,118.03,13.11,54.90
486,シリウスシンボリ,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,494,176,318.6,7.0着,10.0人気,114.0,4450,795,0,0.0%,0.0%,11.1%,117.11,13.01,55.33
487,Generous,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,63,45,124.7,6.6着,7.0人気,44.8,510,180,0,0.0%,0.0%,12.5%,115.89,12.88,55.92
488,サクラローレル,  1-  0-  1- 19/ 21,4.8%,4.8%,9.5%,105,29,125.5,9.2着,9.0人気,113.7,2210,305,0,0.0%,0.0%,4.8%,115.39,12.82,56.16
489,グツドリー,  1-  0-  1- 14/ 16,6.3%,6.3%,12.5%,24,32,58.5,8.3着,7.3人気,34.8,390,260,0,0.0%,0.0%,6.3%,117.96,13.11,54.94
490,"Blushing John",  1-  0-  1-  8/ 10,10.0%,10.0%,20.0%,26,48,153.8,6.2着,7.5人気,59.5,260,240,0,0.0%,0.0%,10.0%,116.43,12.94,55.66
491,グレートセイカン,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,48,55,135.1,6.0着,5.9人気,25.1,390,220,0,0.0%,0.0%,12.5%,116.61,12.96,55.57
492,"Raise You Ten",  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,32,32,60.1,4.7着,3.9人気,8.4,230,115,0,0.0%,0.0%,14.3%,115.97,12.89,55.88
493,ワラビー,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,72,70,85.1,3.8着,1.8人気,4.0,290,140,0,0.0%,0.0%,25.0%,114.70,12.74,56.50
494,Warning,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,115,117,279.3,5.0着,7.3人気,70.3,460,235,0,0.0%,0.0%,25.0%,113.88,12.65,56.90
495,Trempolino,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,37,100,87.4,5.0着,4.5人気,25.9,150,200,0,0.0%,0.0%,25.0%,115.75,12.86,55.98
496,Sea-Bird,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,60,117,131.6,5.0着,4.3人気,15.6,240,235,0,0.0%,0.0%,25.0%,114.25,12.69,56.72
497,グスタフ,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,77,23,128.2,5.4着,6.5人気,20.5,620,190,0,0.0%,0.0%,12.5%,117.08,13.01,55.35
498,ポリッシュパトリオット,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,194,117,182.2,7.0着,8.9人気,98.2,1360,410,0,0.0%,0.0%,14.3%,116.54,12.95,55.60
499,"Stage Door Johnny",  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,25,37,59.5,6.3着,3.3人気,20.1,180,130,0,0.0%,0.0%,14.3%,116.29,12.92,55.72
500,サンシヤインボーイ,  1-  0-  1-  8/ 10,10.0%,10.0%,20.0%,483,96,193.0,7.8着,7.8人気,85.9,4830,480,0,0.0%,0.0%,10.0%,117.05,13.01,55.36
501,"Summer Squall",  1-  0-  1-  8/ 10,10.0%,10.0%,20.0%,102,70,122.7,8.0着,6.2人気,53.8,1020,350,0,0.0%,0.0%,10.0%,114.56,12.73,56.56
502,ルヴアルマラール,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,18,27,78.6,8.9着,6.6人気,17.7,170,125,0,0.0%,0.0%,11.1%,117.02,13.00,55.37
503,"Young Generation",  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,21,31,72.3,6.9着,5.9人気,35.7,150,110,0,0.0%,0.0%,14.3%,115.89,12.88,55.92
504,Kenmare,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,137,51,130.4,6.6着,4.3人気,21.0,960,180,0,0.0%,0.0%,14.3%,116.84,12.98,55.46
505,"Never Say Die",  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,60,110,133.8,3.0着,3.3人気,7.6,180,165,0,0.0%,0.0%,33.3%,117.77,13.09,55.02
506,"Grand Slam",  1-  0-  1- 11/ 13,7.7%,7.7%,15.4%,323,145,259.6,9.1着,10.4人気,148.5,4200,945,0,0.0%,0.0%,7.7%,114.77,12.75,56.46
507,"Tom Rolfe",  1-  0-  1-  8/ 10,10.0%,10.0%,20.0%,24,56,173.7,9.6着,10.2人気,104.7,240,280,0,0.0%,0.0%,10.0%,118.60,13.18,54.64
508,フレアリングダンサー,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,697,117,194.3,6.5着,8.6人気,84.8,5580,470,0,0.0%,0.0%,12.5%,117.66,13.07,55.07
509,サニーブライアン,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,111,65,292.3,7.8着,8.3人気,90.3,670,195,0,0.0%,0.0%,16.7%,116.05,12.89,55.84
510,Greinton,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,80,161,171.7,8.0着,4.7人気,14.8,480,485,0,0.0%,0.0%,16.7%,115.80,12.87,55.96
511,ロイヤルタタン,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,134,58,87.8,6.8着,4.0人気,14.0,670,145,0,0.0%,0.0%,20.0%,119.00,13.22,54.45
512,スパニツシユイクスプレス,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,144,100,217.0,5.0着,5.8人気,19.3,720,250,0,0.0%,0.0%,20.0%,114.56,12.73,56.56
513,Stravinsky,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,350,190,340.1,6.2着,6.2人気,21.6,1750,475,0,0.0%,0.0%,20.0%,116.28,12.92,55.73
514,"Pine Bluff",  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,54,24,105.8,7.6着,5.8人気,119.8,270,120,0,0.0%,0.0%,20.0%,116.65,12.96,55.55
515,レアリーリーガル,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,125,80,189.6,7.0着,8.0人気,43.6,500,160,0,0.0%,0.0%,25.0%,116.88,12.99,55.44
516,"Lyphard's Wish",  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,42,60,114.9,5.8着,6.3人気,58.8,170,120,0,0.0%,0.0%,25.0%,115.90,12.88,55.91
517,Arazi,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,112,282,270.1,6.8着,6.0人気,21.6,450,565,0,0.0%,0.0%,25.0%,114.75,12.75,56.47
518,アルカセット,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,110,130,226.1,3.3着,4.3人気,12.7,330,195,0,0.0%,0.0%,33.3%,114.47,12.72,56.61
519,"Siberian Express",  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,143,333,392.4,6.0着,8.0人気,143.7,430,500,0,0.0%,0.0%,33.3%,117.00,13.00,55.38
520,タパルク,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,90,395,170.2,2.0着,5.5人気,16.6,180,395,0,0.0%,0.0%,50.0%,115.00,12.78,56.35
521,Haafhd,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,2200,640,496.8,2.0着,6.0人気,24.8,4400,640,0,0.0%,0.0%,50.0%,116.75,12.97,55.50
522,トサミドリ,  1-  0-  0- 14/ 15,6.7%,6.7%,6.7%,37,12,89.5,6.4着,7.4人気,27.3,560,190,0,0.0%,0.0%,0.0%,117.29,13.03,55.25
523,プラウドデボネア,  1-  0-  0- 12/ 13,7.7%,7.7%,7.7%,54,13,141.8,6.9着,8.9人気,82.6,710,170,0,0.0%,0.0%,0.0%,116.05,12.89,55.84
524,ボイズイーボーイ,  1-  0-  0- 10/ 11,9.1%,9.1%,9.1%,52,18,125.5,6.5着,6.9人気,30.0,580,200,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
525,アストラルグリーン,  1-  0-  0- 10/ 11,9.1%,9.1%,9.1%,39,13,198.1,7.5着,9.1人気,48.7,430,150,0,0.0%,0.0%,0.0%,117.89,13.10,54.97
526,ブラヴオー,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,42,20,125.8,6.7着,6.3人気,51.5,380,180,0,0.0%,0.0%,0.0%,117.03,13.00,55.37
527,Almutawakel,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,121,36,227.1,5.8着,7.7人気,39.5,730,220,0,0.0%,0.0%,0.0%,114.38,12.71,56.65
528,トランスアランテイツク,  1-  0-  0- 10/ 11,9.1%,9.1%,9.1%,64,20,150.7,8.6着,7.9人気,43.2,710,220,0,0.0%,0.0%,0.0%,116.56,12.95,55.59
529,ジヨツギング,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,173,33,234.7,6.2着,6.3人気,29.2,1040,200,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
530,"Super Concorde",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,56,24,109.1,5.6着,5.0人気,64.5,280,120,0,0.0%,0.0%,0.0%,116.08,12.90,55.82
531,Cormorant,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,52,26,165.9,5.6着,6.0人気,33.7,260,130,0,0.0%,0.0%,0.0%,115.92,12.88,55.90
532,ミユゲロワイヤル,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,85,40,226.0,6.0着,6.3人気,16.9,340,160,0,0.0%,0.0%,0.0%,115.18,12.80,56.26
533,Vicar,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,1452,652,966.2,6.0着,8.5人気,51.6,5810,2610,0,0.0%,0.0%,0.0%,114.98,12.78,56.36
534,Sanglamore,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,237,34,367.7,5.7着,7.6人気,79.5,1660,240,0,0.0%,0.0%,0.0%,115.13,12.79,56.28
535,ゲイメセン,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,112,29,201.3,7.3着,8.8人気,116.1,1350,350,0,0.0%,0.0%,0.0%,116.21,12.91,55.76
536,スプレンデイドモーメント,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,55,20,108.0,7.5着,7.3人気,44.8,660,250,0,0.0%,0.0%,0.0%,116.44,12.94,55.65
537,ディープインパクト,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,22,13,106.0,8.4着,7.8人気,114.8,200,120,0,0.0%,0.0%,0.0%,116.76,12.97,55.50
538,Kendor,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,80,34,106.3,6.1着,4.7人気,18.2,560,240,0,0.0%,0.0%,0.0%,114.81,12.76,56.44
539,Halling,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,118,41,413.7,8.3着,9.7人気,111.0,830,290,0,0.0%,0.0%,0.0%,117.33,13.04,55.23
540,"Personal Flag",  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,42,27,131.7,4.8着,5.5人気,51.7,170,110,0,0.0%,0.0%,0.0%,114.13,12.68,56.78
541,Diesis,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,117,28,247.7,9.8着,9.3人気,145.6,1060,260,0,0.0%,0.0%,0.0%,117.26,13.03,55.26
542,ランドジヤガー,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,68,21,216.0,5.8着,7.3人気,33.7,550,170,0,0.0%,0.0%,0.0%,117.41,13.05,55.19
543,"Proper Reality",  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,65,27,253.2,8.6着,9.1人気,84.7,520,220,0,0.0%,0.0%,0.0%,115.74,12.86,55.99
544,サクラチヨノオー,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,125,30,192.7,7.3着,6.8人気,49.9,750,180,0,0.0%,0.0%,0.0%,117.02,13.00,55.38
545,"Top Ville",  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,98,41,228.8,9.0着,6.3人気,28.4,590,250,0,0.0%,0.0%,0.0%,118.02,13.11,54.91
546,Jefferson,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,82,36,174.0,5.8着,5.8人気,14.9,410,180,0,0.0%,0.0%,0.0%,115.06,12.78,56.32
547,"De Niro",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,180,60,557.3,8.0着,8.8人気,72.6,900,300,0,0.0%,0.0%,0.0%,115.24,12.80,56.23
