順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
800,"Mr. Greeley",  0-  1-  0- 12/ 13,0.0%,7.7%,7.7%,0,22,0.0,11.9着,8.5人気,77.1,,290,0,0.0%,7.7%,0.0%,117.89,13.10,54.97
801,"Old Trieste",  0-  1-  0-  8/  9,0.0%,11.1%,11.1%,0,36,0.0,7.2着,7.4人気,40.5,,330,0,0.0%,11.1%,0.0%,115.26,12.81,56.22
802,Concern,  0-  1-  0-  8/  9,0.0%,11.1%,11.1%,0,38,0.0,10.0着,7.2人気,40.9,,350,0,0.0%,11.1%,0.0%,114.19,12.69,56.75
803,"Sir Tristram",  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,18,0.0,7.4着,7.6人気,50.3,,130,0,0.0%,14.3%,0.0%,117.49,13.05,55.16
804,"Polish Precedent",  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,18,0.0,11.4着,11.9人気,297.1,,130,0,0.0%,14.3%,0.0%,118.24,13.14,54.80
805,"Great Above",  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,37,0.0,10.3着,8.3人気,52.6,,260,0,0.0%,14.3%,0.0%,117.94,13.10,54.94
806,スーパーサム,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,36,0.0,7.2着,6.8人気,34.1,,220,0,0.0%,16.7%,0.0%,115.83,12.87,55.94
807,キノー,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,31,0.0,8.2着,7.3人気,29.5,,190,0,0.0%,16.7%,0.0%,116.82,12.98,55.47
808,Meadowlake,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,18,0.0,7.2着,6.3人気,27.6,,110,0,0.0%,16.7%,0.0%,116.38,12.93,55.68
809,"Chimes Band",  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,25,0.0,7.3着,4.0人気,12.4,,150,0,0.0%,16.7%,0.0%,113.77,12.64,56.96
810,ハンティングホーク,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,44,0.0,11.0着,12.8人気,125.5,,220,0,0.0%,20.0%,0.0%,114.14,12.68,56.77
811,カリズマティック,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,50,0.0,9.2着,9.2人気,144.1,,250,0,0.0%,20.0%,0.0%,115.02,12.78,56.34
812,カバーラツプ二世,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,70,0.0,8.8着,8.2人気,66.9,,350,0,0.0%,20.0%,0.0%,118.84,13.20,54.53
813,Reviewer,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,122,0.0,8.2着,8.8人気,40.2,,610,0,0.0%,20.0%,0.0%,116.22,12.91,55.76
814,ポリッシュネイビー,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,97,0.0,7.5着,7.5人気,29.5,,390,0,0.0%,25.0%,0.0%,113.90,12.66,56.89
815,ノースオブザロー,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,137,0.0,5.5着,9.0人気,41.4,,550,0,0.0%,25.0%,0.0%,115.23,12.80,56.24
816,サウスヴィグラス,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,127,0.0,7.3着,9.8人気,97.1,,510,0,0.0%,25.0%,0.0%,116.20,12.91,55.77
817,アークテイツクフラツシユ,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,27,0.0,8.3着,4.8人気,22.7,,110,0,0.0%,25.0%,0.0%,115.15,12.79,56.27
818,Bertrando,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,67,0.0,6.0着,3.5人気,11.6,,270,0,0.0%,25.0%,0.0%,116.05,12.89,55.84
819,ロイヤルニジンスキー,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,103,0.0,6.7着,7.3人気,34.4,,310,0,0.0%,33.3%,0.0%,117.50,13.06,55.15
820,フラツシユライト,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,336,0.0,6.0着,9.0人気,34.6,,1010,0,0.0%,33.3%,0.0%,115.03,12.78,56.33
821,ヒデハヤテ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,63,0.0,5.7着,7.3人気,38.6,,190,0,0.0%,33.3%,0.0%,120.87,13.43,53.61
822,ダンスホール,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,63,0.0,10.0着,7.7人気,51.8,,190,0,0.0%,33.3%,0.0%,114.47,12.72,56.61
823,サクラトウコウ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,83,0.0,8.0着,9.3人気,204.7,,250,0,0.0%,33.3%,0.0%,116.00,12.89,55.86
824,ガンボウ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,133,0.0,7.7着,9.0人気,62.2,,400,0,0.0%,33.3%,0.0%,118.07,13.12,54.88
825,ヴイエナ,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,156,0.0,6.0着,7.0人気,12.9,,470,0,0.0%,33.3%,0.0%,117.00,13.00,55.38
826,"Three Legs",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,246,0.0,5.0着,7.7人気,43.9,,740,0,0.0%,33.3%,0.0%,116.60,12.96,55.57
827,"Sunny's Halo",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,96,0.0,7.0着,4.7人気,11.3,,290,0,0.0%,33.3%,0.0%,113.97,12.66,56.86
828,"Stately Don",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,36,0.0,6.3着,3.0人気,7.0,,110,0,0.0%,33.3%,0.0%,116.10,12.90,55.81
829,"Prince Ippi",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,40,0.0,9.0着,5.0人気,12.1,,120,0,0.0%,33.3%,0.0%,115.90,12.88,55.91
830,"Polish Pro",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,346,0.0,8.0着,7.3人気,32.5,,1040,0,0.0%,33.3%,0.0%,114.73,12.75,56.48
831,"King Emperor",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,116,0.0,7.3着,3.3人気,8.7,,350,0,0.0%,33.3%,0.0%,114.07,12.67,56.81
832,"Criminal Type",  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,43,0.0,5.7着,2.7人気,12.3,,130,0,0.0%,33.3%,0.0%,117.00,13.00,55.38
833,Chieftain,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,80,0.0,5.3着,5.0人気,19.1,,240,0,0.0%,33.3%,0.0%,117.83,13.09,54.99
834,Barathea,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,36,0.0,9.7着,8.7人気,128.7,,110,0,0.0%,33.3%,0.0%,117.80,13.09,55.01
835,Arch,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,56,0.0,5.3着,7.7人気,47.9,,170,0,0.0%,33.3%,0.0%,114.40,12.71,56.64
836,メイショウエイカン,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,65,0.0,4.0着,8.0人気,128.7,,130,0,0.0%,50.0%,0.0%,115.70,12.86,56.01
837,ムーンマツドネス,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,1350,0.0,5.0着,9.5人気,119.0,,2700,0,0.0%,50.0%,0.0%,113.65,12.63,57.02
838,ボーザム,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,835,0.0,9.0着,12.0人気,120.3,,1670,0,0.0%,50.0%,0.0%,116.40,12.93,55.67
839,パーシイコ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,90,0.0,6.0着,6.0人気,50.9,,180,0,0.0%,50.0%,0.0%,119.35,13.26,54.29
840,スピリツトスワプス,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,110,0.0,4.0着,6.0人気,24.8,,220,0,0.0%,50.0%,0.0%,116.50,12.94,55.62
841,ゴールデンフユーチヤフアイア,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,105,0.0,5.0着,7.0人気,37.7,,210,0,0.0%,50.0%,0.0%,121.05,13.45,53.53
842,Wajima,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,80,0.0,5.0着,4.0人気,8.1,,160,0,0.0%,50.0%,0.0%,117.05,13.01,55.36
843,"Sky Classic",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,55,0.0,8.0着,4.5人気,21.4,,110,0,0.0%,50.0%,0.0%,114.30,12.70,56.69
844,"Parade Marshal",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,65,0.0,5.0着,1.5人気,3.8,,130,0,0.0%,50.0%,0.0%,115.80,12.87,55.96
845,Isopach,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,140,0.0,6.5着,4.5人気,10.4,,280,0,0.0%,50.0%,0.0%,117.90,13.10,54.96
846,"Hasty Flyer",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,440,0.0,4.0着,10.0人気,32.5,,880,0,0.0%,50.0%,0.0%,114.40,12.71,56.64
847,"Geiger Counter",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,85,0.0,4.0着,4.5人気,47.8,,170,0,0.0%,50.0%,0.0%,114.45,12.72,56.62
848,Frari,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,50,0.0,6.0着,2.0人気,3.0,,100,0,0.0%,50.0%,0.0%,114.80,12.76,56.45
849,"Distant Relative",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,85,0.0,4.5着,3.5人気,5.1,,170,0,0.0%,50.0%,0.0%,114.85,12.76,56.42
850,ロングミツク,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,2.0人気,3.3,,170,0,0.0%,100.0%,0.0%,116.30,12.92,55.72
851,ラパス,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,260,0.0,2.0着,3.0人気,5.1,,260,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
852,マスホマレ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,2.0人気,2.5,,110,0,0.0%,100.0%,0.0%,118.80,13.20,54.55
853,ピユウターグレイ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,1600,0.0,2.0着,12.0人気,119.9,,1600,0,0.0%,100.0%,0.0%,115.90,12.88,55.91
854,トリデジヨウ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,180,0.0,2.0着,3.0人気,4.9,,180,0,0.0%,100.0%,0.0%,116.90,12.99,55.43
855,ゴールドレツト,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,160,0.0,2.0着,2.0人気,3.2,,160,0,0.0%,100.0%,0.0%,116.20,12.91,55.77
856,エクサー,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,4.0人気,5.2,,170,0,0.0%,100.0%,0.0%,117.20,13.02,55.29
857,"Van Nistelrooy",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,140,0.0,2.0着,1.0人気,2.3,,140,0,0.0%,100.0%,0.0%,115.30,12.81,56.20
858,Sicyos,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,390,0.0,2.0着,5.0人気,11.6,,390,0,0.0%,100.0%,0.0%,113.60,12.62,57.04
859,"Sauce Boat",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,100,0.0,2.0着,2.0人気,2.7,,100,0,0.0%,100.0%,0.0%,121.90,13.54,53.16
860,"Persian Boy",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,650,0.0,2.0着,8.0人気,33.4,,650,0,0.0%,100.0%,0.0%,114.60,12.73,56.54
861,Pentelicus,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,2.0人気,3.8,,150,0,0.0%,100.0%,0.0%,114.80,12.76,56.45
862,"North Tower",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.0,,110,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
863,Noholme,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,4.0人気,5.3,,170,0,0.0%,100.0%,0.0%,115.80,12.87,55.96
864,"My Gallant",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,2.0人気,2.7,,110,0,0.0%,100.0%,0.0%,114.80,12.76,56.45
865,"Mountain Cat",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,2.0人気,7.3,,170,0,0.0%,100.0%,0.0%,114.70,12.74,56.50
866,Lycius,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,140,0.0,2.0着,1.0人気,3.2,,140,0,0.0%,100.0%,0.0%,117.60,13.07,55.10
867,"In Excess",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,4.0人気,14.3,,220,0,0.0%,100.0%,0.0%,115.00,12.78,56.35
868,"Gold Meridian",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,160,0.0,2.0着,2.0人気,4.3,,160,0,0.0%,100.0%,0.0%,111.00,12.33,58.38
869,Emerson,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,430,0.0,2.0着,5.0人気,9.5,,430,0,0.0%,100.0%,0.0%,111.50,12.39,58.12
870,"Desert Prince",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,3010,0.0,2.0着,11.0人気,148.4,,3010,0,0.0%,100.0%,0.0%,113.60,12.62,57.04
871,"Defensive Play",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,2.0人気,3.2,,170,0,0.0%,100.0%,0.0%,115.30,12.81,56.20
872,Claim,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,3.0人気,5.1,,170,0,0.0%,100.0%,0.0%,118.20,13.13,54.82
873,ソロナウエー,  0-  0-  4-  7/ 11,0.0%,0.0%,36.4%,0,115,0.0,7.5着,7.4人気,52.4,,318,0,0.0%,0.0%,36.4%,117.53,13.06,55.14
874,"Private Account",  0-  0-  3- 18/ 21,0.0%,0.0%,14.3%,0,43,0.0,10.4着,10.6人気,122.8,,303,0,0.0%,0.0%,14.3%,115.42,12.82,56.14
875,ラナーク,  0-  0-  2- 25/ 27,0.0%,0.0%,7.4%,0,14,0.0,8.0着,8.3人気,42.2,,190,0,0.0%,0.0%,7.4%,117.31,13.03,55.24
876,コントライト,  0-  0-  2- 19/ 21,0.0%,0.0%,9.5%,0,16,0.0,7.8着,6.2人気,30.9,,170,0,0.0%,0.0%,9.5%,117.74,13.08,55.04
877,ミルグロリー,  0-  0-  2- 10/ 12,0.0%,0.0%,16.7%,0,20,0.0,6.4着,6.8人気,39.2,,120,0,0.0%,0.0%,16.7%,116.33,12.93,55.71
878,マタドア,  0-  0-  2-  8/ 10,0.0%,0.0%,20.0%,0,34,0.0,6.8着,6.8人気,21.1,,170,0,0.0%,0.0%,20.0%,116.33,12.93,55.70
879,カナデル,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,145,0.0,4.5着,5.8人気,19.5,,290,0,0.0%,0.0%,50.0%,118.48,13.16,54.70
880,アグネスワールド,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,80,0.0,4.0着,3.8人気,8.7,,160,0,0.0%,0.0%,50.0%,113.43,12.60,57.13
881,Somethingfabulous,  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,111,0.0,7.0着,9.6人気,61.5,,390,0,0.0%,0.0%,28.6%,114.86,12.76,56.42
882,ケイムホーム,  0-  0-  2-  4/  6,0.0%,0.0%,33.3%,0,316,0.0,6.5着,9.2人気,77.3,,950,0,0.0%,0.0%,33.3%,116.10,12.90,55.81
883,アイノセントスキー,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,86,0.0,6.6着,6.6人気,74.2,,215,0,0.0%,0.0%,40.0%,117.60,13.07,55.10
884,Tapit,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,92,0.0,5.6着,5.0人気,36.3,,230,0,0.0%,0.0%,40.0%,114.96,12.77,56.37
885,"Grand Lodge",  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,62,0.0,6.0着,3.8人気,13.3,,155,0,0.0%,0.0%,40.0%,114.76,12.75,56.47
886,Montelimar,  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,493,0.0,3.7着,7.3人気,63.0,,740,0,0.0%,0.0%,66.7%,116.27,12.92,55.73
887,ノーザンネイテイヴ,  0-  0-  2- 14/ 16,0.0%,0.0%,12.5%,0,61,0.0,9.3着,8.1人気,62.1,,490,0,0.0%,0.0%,12.5%,118.27,13.14,54.79
888,アーミジャー,  0-  0-  2- 13/ 15,0.0%,0.0%,13.3%,0,132,0.0,9.4着,9.5人気,101.8,,995,0,0.0%,0.0%,13.3%,115.68,12.85,56.02
889,リベロ,  0-  0-  2-  8/ 10,0.0%,0.0%,20.0%,0,96,0.0,7.4着,7.3人気,26.4,,480,0,0.0%,0.0%,20.0%,116.38,12.93,55.68
890,"Sir Ivor",  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,47,0.0,8.6着,6.6人気,26.6,,165,0,0.0%,0.0%,28.6%,116.49,12.94,55.63
891,レボウ,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,72,0.0,8.4着,7.2人気,43.7,,180,0,0.0%,0.0%,40.0%,117.70,13.08,55.06
892,"High Top",  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,96,0.0,8.6着,7.4人気,44.2,,240,0,0.0%,0.0%,40.0%,116.20,12.91,55.77
893,Graustark,  0-  0-  2-  3/  5,0.0%,0.0%,40.0%,0,62,0.0,7.0着,7.2人気,49.5,,155,0,0.0%,0.0%,40.0%,116.66,12.96,55.55
894,Swain,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,172,0.0,5.5着,5.5人気,16.6,,345,0,0.0%,0.0%,50.0%,114.70,12.74,56.50
895,Akarad,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,77,0.0,4.8着,4.0人気,7.8,,155,0,0.0%,0.0%,50.0%,116.10,12.90,55.81
896,アングロアメリカン,  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,196,0.0,5.0着,6.0人気,14.0,,295,0,0.0%,0.0%,66.7%,115.93,12.88,55.89
897,"Unusual Heat",  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,113,0.0,5.7着,3.3人気,9.4,,170,0,0.0%,0.0%,66.7%,115.03,12.78,56.33
898,"Rainbow Corner",  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,346,0.0,5.3着,7.0人気,18.4,,520,0,0.0%,0.0%,66.7%,112.70,12.52,57.50
899,トウシヨウピツト,  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,175,0.0,3.0着,1.5人気,3.8,,175,0,0.0%,0.0%,100.0%,115.60,12.84,56.06
900,Defrere,  0-  0-  2-  0/  2,0.0%,0.0%,100.0%,0,120,0.0,3.0着,1.0人気,2.6,,120,0,0.0%,0.0%,100.0%,114.95,12.77,56.37
901,シャーディー,  0-  0-  1- 18/ 19,0.0%,0.0%,5.3%,0,12,0.0,8.5着,11.0人気,145.0,,240,0,0.0%,0.0%,5.3%,115.90,12.88,55.91
902,"Mill Reef",  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,14,0.0,6.6着,8.8人気,57.8,,130,0,0.0%,0.0%,11.1%,117.01,13.00,55.38
903,シャンハイ,  0-  0-  1- 15/ 16,0.0%,0.0%,6.3%,0,52,0.0,8.2着,8.9人気,107.2,,840,0,0.0%,0.0%,6.3%,116.19,12.91,55.77
904,キングオブダービー,  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,12,0.0,6.6着,7.5人気,46.5,,140,0,0.0%,0.0%,9.1%,116.66,12.96,55.54
905,テツソ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,30,0.0,5.8着,7.3人気,23.4,,240,0,0.0%,0.0%,12.5%,115.88,12.88,55.92
906,"Valid Appeal",  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,11,0.0,8.1着,6.6人気,46.8,,100,0,0.0%,0.0%,11.1%,114.79,12.75,56.45
907,イングリツシユプリンス,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,28,0.0,7.6着,9.7人気,67.6,,200,0,0.0%,0.0%,14.3%,118.56,13.17,54.66
908,Galileo,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,63,0.0,3.7着,5.7人気,24.4,,190,0,0.0%,0.0%,33.3%,115.73,12.86,55.99
909,クリシバ,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,0,0.0,7.3着,10.1人気,62.6,,,0,0.0%,0.0%,11.1%,116.51,12.95,55.62
910,ペール,  0-  0-  1- 14/ 15,0.0%,0.0%,6.7%,0,8,0.0,8.0着,7.1人気,50.0,,130,0,0.0%,0.0%,6.7%,117.75,13.08,55.03
911,プリンスオブバーズ,  0-  0-  1- 13/ 14,0.0%,0.0%,7.1%,0,25,0.0,9.4着,8.9人気,91.9,,350,0,0.0%,0.0%,7.1%,117.25,13.03,55.27
912,ダツパー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,151,0.0,7.3着,7.7人気,79.3,,910,0,0.0%,0.0%,16.7%,116.47,12.94,55.64
913,"Speak John",  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,23,0.0,6.7着,4.8人気,13.7,,140,0,0.0%,0.0%,16.7%,115.55,12.84,56.08
914,"Sportin' Life",  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,72,0.0,6.2着,6.2人気,16.8,,360,0,0.0%,0.0%,20.0%,116.76,12.97,55.50
915,"Hard Work",  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,40,0.0,5.0着,3.5人気,9.8,,160,0,0.0%,0.0%,25.0%,116.03,12.89,55.85
916,Romildo,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,46,0.0,4.0着,2.7人気,7.4,,140,0,0.0%,0.0%,33.3%,114.23,12.69,56.73
917,"Gold Alert",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,140,0.0,4.0着,5.7人気,19.4,,420,0,0.0%,0.0%,33.3%,113.27,12.59,57.21
918,リフアーズスペシヤル,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,128,0.0,6.7着,8.6人気,54.1,,900,0,0.0%,0.0%,14.3%,116.50,12.94,55.62
919,タヤスツヨシ,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,27,0.0,9.3着,9.1人気,92.2,,190,0,0.0%,0.0%,14.3%,117.23,13.03,55.28
920,"Devil His Due",  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,25,0.0,6.7着,4.6人気,14.2,,180,0,0.0%,0.0%,14.3%,115.00,12.78,56.35
921,Nodouble,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,95,0.0,7.0着,8.7人気,62.5,,570,0,0.0%,0.0%,16.7%,118.27,13.14,54.79
922,Dehere,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,36,0.0,10.0着,7.2人気,57.2,,220,0,0.0%,0.0%,16.7%,116.50,12.94,55.62
923,ルドウターブル,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,35,0.0,7.3着,10.5人気,93.9,,140,0,0.0%,0.0%,25.0%,118.18,13.13,54.83
924,サンデイクリーク,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,65,0.0,5.5着,6.3人気,24.7,,260,0,0.0%,0.0%,25.0%,117.00,13.00,55.38
925,コロナドズクエスト,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,157,0.0,6.5着,9.3人気,49.2,,630,0,0.0%,0.0%,25.0%,114.53,12.73,56.58
926,Klairon,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,60,0.0,6.5着,7.0人気,21.1,,240,0,0.0%,0.0%,25.0%,115.85,12.87,55.93
927,テストケイス,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,66,0.0,4.7着,5.7人気,16.3,,200,0,0.0%,0.0%,33.3%,116.47,12.94,55.64
928,Persepolis,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,56,0.0,4.3着,4.3人気,9.6,,170,0,0.0%,0.0%,33.3%,118.30,13.14,54.78
929,"Little Current",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,80,0.0,5.0着,5.0人気,12.7,,240,0,0.0%,0.0%,33.3%,114.67,12.74,56.51
930,Kaldoun,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,43,0.0,6.0着,5.3人気,20.9,,130,0,0.0%,0.0%,33.3%,115.47,12.83,56.12
931,"Event of the Year",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,70,0.0,4.3着,4.0人気,11.0,,210,0,0.0%,0.0%,33.3%,116.13,12.90,55.80
932,"Eastern Echo",  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,70,0.0,5.0着,4.0人気,7.2,,210,0,0.0%,0.0%,33.3%,117.73,13.08,55.04
933,レインボーアンバー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,70,0.0,3.5着,1.0人気,3.1,,140,0,0.0%,0.0%,50.0%,114.10,12.68,56.79
934,スカレー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,155,0.0,3.5着,3.5人気,27.0,,310,0,0.0%,0.0%,50.0%,118.35,13.15,54.75
935,"Val de Loir",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,105,0.0,3.5着,4.5人気,9.5,,210,0,0.0%,0.0%,50.0%,114.70,12.74,56.50
936,"Rio Bravo",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,225,0.0,3.5着,6.5人気,15.7,,450,0,0.0%,0.0%,50.0%,114.35,12.71,56.67
937,Linacre,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,80,0.0,3.5着,2.0人気,5.1,,160,0,0.0%,0.0%,50.0%,115.00,12.78,56.35
938,マロツト,  0-  0-  1- 15/ 16,0.0%,0.0%,6.3%,0,17,0.0,8.7着,10.0人気,56.5,,280,0,0.0%,0.0%,6.3%,117.78,13.09,55.02
939,Damascus,  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,15,0.0,9.4着,7.5人気,55.5,,170,0,0.0%,0.0%,9.1%,117.21,13.02,55.29
940,フレンチグローリー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,31,0.0,6.0着,6.0人気,35.1,,190,0,0.0%,0.0%,16.7%,116.93,12.99,55.42
941,"Majestic Light",  0-  0-  1- 14/ 15,0.0%,0.0%,6.7%,0,8,0.0,8.7着,8.1人気,86.9,,120,0,0.0%,0.0%,6.7%,117.47,13.05,55.16
942,ハンザダンサー,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,28,0.0,8.1着,10.6人気,131.2,,200,0,0.0%,0.0%,14.3%,115.86,12.87,55.93
943,Ogygian,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,28,0.0,9.1着,9.3人気,100.0,,200,0,0.0%,0.0%,14.3%,113.89,12.65,56.90
944,"Far Out East",  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,55,0.0,6.4着,9.0人気,60.1,,390,0,0.0%,0.0%,14.3%,115.29,12.81,56.21
945,ストラダビンスキー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,21,0.0,8.5着,7.5人気,47.9,,130,0,0.0%,0.0%,16.7%,117.77,13.09,55.02
