RAA20130521201305203502030740000アメジスト賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               アメジスト賞（中央交アメジスト賞アメジ0000E 120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000002000000010000000070000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,4,12,7,(9,11),2,6,3,8,10,5                                          401,4,12,(2,9),(6,7,11),8,10,3,5                                        00                                                                      00                                                                      0
RAA20130523201305203502030940000アンタレス賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          アンタレス賞（中央交アンタレス賞アンタ0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0001000000002000000010000000070000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,(2,4),11,3,1,9,8,10,5,12,7                                          206,4,2,11,3,1,9,8,10,5,12,7                                            306,(4,11),9,2,(1,3,10),8,7,5,12                                        406,4,(2,11),9,1,8,3,7,10,5,12                                          0
RAA20130514201305133501060940000磐井川レースＣ１二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     磐井川レースＣ１二組磐井川レース磐井川0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,6,8,4,5,7,1,3                                                       405,2,6,4,(3,8),1,7                                                     00                                                                      00                                                                      0
RAA20130513201305113501041010000胆沢川レースＡ二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     胆沢川レースＡ二組　胆沢川レース胆沢川0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000520000001040000005200000037000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212114020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306,9,10,(3,8),5,7,11,4,12,2,1                                          406,10,9,5,3,(4,7,8),11,2,12                                            00                                                                      00                                                                      0
RAA20130528201305273502061140000短歌の街もりおかレースＡ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     短歌の街もりおかレー短歌の街もり短歌の0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00005200000010400000052000000370000001500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003010,3,9,1,8,2,7,5,4,6                                                  403,9,1,10,5,7,8,6,2,4                                                  00                                                                      00                                                                      0
RAA20130513201305123501050820000井上オークス出版記念レースＣ１六組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     井上オークス出版記念井上オークス井上オ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,5,9,10,(6,7),4,(3,8),2                                              405,1,6,10,3,7,9,2,4,8                                                  00                                                                      00                                                                      0
RAA20130528201305273502060940000住田鶏ハラミレースＣ１六組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     住田鶏ハラミレースＣ住田鶏ハラミ住田鶏0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,3,5,7,1,4,9,8,6,10                                                  402,7,5,1,4,3,6,9,8,10                                                  00                                                                      00                                                                      0
RAA20130507201305063501031140000和賀川レースＢ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     和賀川レースＢ１一組和賀川レース和賀川0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010104030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,1,9,2,6,4,10,5,8,3                                                  407,4,2,1,5,6,(8,9,10),3                                                00                                                                      00                                                                      0
RAA20130523201305193502021020000玉山行者にんにくレースＢ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     玉山行者にんにくレー玉山行者にん玉山行0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,6,10,9,1,8,2,3,7,4                                                  406,9,10,1,8,5,2,7,3,4                                                  00                                                                      00                                                                      0
RAA20130513201305123501050920000シアンモア記念　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SHIAN MOR KINEN                                                                                                                                                                                                                                                                                                                                                         シアンモア記念　　　シアンモア記シアン0000D 000000000000000000000サラ系一般　ＯＰ　　　　　　　　　　　　　　　　　　　　　　160000002300    000500000001150000006500000045000000250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(4,5),8,12,(1,2,7,9,11),6,3,10                                        408,5,3,7,(9,10),12,2,1,6,4,11                                          00                                                                      00                                                                      0
RAA20130527201305263502050420000ファーストステップ２歳新馬戦　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ファーストステップ２ファーストスファー0000  110000000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　100000001100    0001500000003000000015000000105000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505051100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304,3,5,1,2                                                             404,3,5,2,1                                                             00                                                                      00                                                                      0
